QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
4,5:43.0,,T. Frazier enters the game for J. Randle,99,100
4,5:35.0,,J. Holiday makes 2-pt layup from 2 ft (assist by K. Williams),99,102
4,5:06.0,L. Deng misses 2-pt jump shot from 11 ft,,99,102
4,5:04.0,,Defensive rebound by K. Williams,99,102
4,4:50.0,,J. Holiday misses 3-pt jump shot from 26 ft,99,102
4,4:46.0,Defensive rebound by J. Teague,,99,102
4,4:35.0,T. Gibson makes 2-pt dunk from 1 ft (assist by A. Wiggins),,101,102
4,4:18.0,,K. Williams makes 3-pt jump shot from 23 ft (assist by T. Frazier),101,105
4,3:58.0,J. Teague makes 2-pt layup from 2 ft,,103,105
4,3:48.0,,C. Diallo misses 2-pt layup from 1 ft (block by K. Towns),103,105
4,3:39.0,,Offensive rebound by C. Diallo,103,105
4,3:39.0,,C. Diallo makes 2-pt layup at rim,103,107
4,3:35.0,Turnover by J. Teague (bad pass),,103,107
4,3:35.0,D. Šarić enters the game for T. Gibson,,103,107
4,3:35.0,,J. Randle enters the game for C. Diallo,103,107
4,3:35.0,,New Orleans full timeout,103,107
4,3:35.0,Minnesota full timeout,,103,107
4,3:19.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by J. Holiday),103,110
4,3:01.0,K. Towns makes 2-pt layup from 6 ft,,105,110
4,2:37.0,,T. Frazier makes 2-pt jump shot from 15 ft,105,112
4,2:25.0,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Teague),,108,112
4,2:13.0,,J. Holiday misses 3-pt jump shot from 25 ft,108,112
4,2:10.0,Defensive rebound by K. Towns,,108,112
4,1:53.0,Personal foul by S. Johnson (drawn by K. Towns),,108,112
4,1:39.0,K. Towns makes 2-pt hook shot from 10 ft,,110,112
4,1:25.0,,J. Holiday misses 2-pt jump shot from 10 ft,110,112
4,1:23.0,,Offensive rebound by T. Frazier,110,112
4,1:16.0,,J. Holiday misses 2-pt layup from 3 ft,110,112
4,1:14.0,Defensive rebound by A. Wiggins,,110,112
4,0:55.0,Turnover by K. Towns (bad pass; steal by T. Frazier),,110,112
4,0:42.0,,J. Randle makes 2-pt layup from 3 ft,110,114
4,0:42.0,Minnesota full timeout,,110,114
4,0:39.0,K. Towns makes 2-pt dunk from 1 ft,,112,114
4,0:23.0,,J. Randle makes 2-pt layup from 6 ft,112,116
4,0:23.0,Minnesota full timeout,,112,116
4,0:17.0,K. Towns misses 2-pt jump shot from 9 ft,,112,116
4,0:16.0,,Defensive rebound by J. Randle,112,116
4,0:16.0,,Personal foul by L. Deng (drawn by J. Randle),112,116
4,0:16.0,,New Orleans full timeout,112,116
4,0:16.0,T. Gibson enters the game for D. Šarić,,112,116
4,0:16.0,,I. Clark enters the game for S. Johnson,112,116
4,0:16.0,,D. Miller enters the game for K. Williams,112,116
4,0:15.0,,Personal take foul by J. Teague (drawn by J. Holiday),112,116
4,0:15.0,D. Šarić enters the game for T. Gibson,,112,116
4,0:15.0,,J. Holiday makes free throw 1 of 2,112,117
4,0:15.0,I. Canaan enters the game for L. Deng,,112,117
4,0:15.0,,S. Johnson enters the game for I. Clark,112,117
4,0:15.0,,K. Williams enters the game for D. Miller,112,117
4,0:15.0,,J. Holiday makes free throw 2 of 2,112,118
4,0:07.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by J. Teague),,115,118
4,0:07.0,,New Orleans full timeout,115,118
4,0:07.0,L. Deng enters the game for I. Canaan,,115,118
4,0:07.0,T. Gibson enters the game for D. Šarić,,115,118
4,0:07.0,J. Okogie enters the game for K. Towns,,115,118
4,0:07.0,,I. Clark enters the game for S. Johnson,115,118
4,0:07.0,,D. Miller enters the game for K. Williams,115,118
4,0:06.0,,Personal take foul by T. Gibson (drawn by J. Randle),115,118
4,0:06.0,,J. Randle makes free throw 1 of 2,115,119
4,0:06.0,I. Canaan enters the game for L. Deng,,115,119
4,0:06.0,D. Šarić enters the game for T. Gibson,,115,119
4,0:06.0,K. Towns enters the game for J. Okogie,,115,119
4,0:06.0,,S. Johnson enters the game for I. Clark,115,119
4,0:06.0,,K. Williams enters the game for D. Miller,115,119
4,0:06.0,,J. Randle makes free throw 2 of 2,115,120
4,0:01.0,J. Teague makes 2-pt layup from 1 ft,,117,120
4,0:00.0,,Personal take foul by K. Towns (drawn by J. Randle),117,120
4,0:00.0,,J. Randle makes free throw 1 of 2,117,121
4,0:00.0,,J. Randle makes free throw 2 of 2,117,122
4,0:00.0,Turnover by J. Teague (bad pass; steal by J. Holiday),,117,122
