QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
4,4:12.0,,Shooting foul by M. Gasol (drawn by R. Gobert),103,91
4,4:12.0,,R. Gobert misses free throw 1 of 2,103,91
4,4:12.0,,Offensive rebound by Team,103,91
4,4:12.0,,R. Gobert makes free throw 2 of 2,103,92
4,3:50.0,S. Mack misses 3-pt jump shot from 29 ft,,103,92
4,3:47.0,,Defensive rebound by J. Crowder,103,92
4,3:38.0,,G. Allen makes 3-pt jump shot from 24 ft (assist by J. Crowder),103,95
4,3:14.0,M. Conley misses 2-pt jump shot from 15 ft,,103,95
4,3:12.0,,Defensive rebound by R. Gobert,103,95
4,3:06.0,,R. Rubio misses 3-pt jump shot from 25 ft,103,95
4,3:02.0,Defensive rebound by M. Brooks,,103,95
4,2:43.0,Shooting foul by R. Gobert (drawn by M. Conley),,103,95
4,2:43.0,M. Conley misses free throw 1 of 3,,103,95
4,2:43.0,Offensive rebound by Team,,103,95
4,2:43.0,M. Conley makes free throw 2 of 3,,104,95
4,2:43.0,D. Brooks enters the game for M. Brooks,,104,95
4,2:43.0,M. Conley makes free throw 3 of 3,,105,95
4,2:34.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),105,97
4,2:08.0,M. Conley misses 2-pt jump shot from 20 ft,,105,97
4,2:04.0,,Defensive rebound by J. Ingles,105,97
4,2:00.0,,Shooting foul by M. Conley (drawn by R. Gobert),105,97
4,2:00.0,,R. Gobert misses free throw 1 of 2,105,97
4,2:00.0,,Offensive rebound by Team,105,97
4,2:00.0,,R. Gobert makes free throw 2 of 2,105,98
4,1:42.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,107,98
4,1:30.0,,R. Rubio makes 2-pt jump shot from 13 ft,107,100
4,1:12.0,Turnover by G. Temple (bad pass),,107,100
4,1:09.0,,Offensive foul by R. Gobert (drawn by D. Brooks),107,100
4,1:09.0,,Turnover by R. Gobert (offensive foul),107,100
4,0:55.0,Memphis full timeout,,107,100
4,0:53.0,M. Conley misses 3-pt jump shot from 24 ft,,107,100
4,0:50.0,Offensive rebound by M. Conley,,107,100
4,0:41.0,Shooting foul by J. Crowder (drawn by M. Conley),,107,100
4,0:41.0,M. Conley makes free throw 1 of 2,,108,100
4,0:41.0,M. Conley makes free throw 2 of 2,,109,100
4,0:36.0,,G. Allen misses 3-pt jump shot from 25 ft,109,100
4,0:33.0,,Offensive rebound by J. Crowder,109,100
4,0:30.0,,R. Rubio misses 3-pt jump shot from 23 ft,109,100
4,0:30.0,Defensive rebound by D. Brooks,,109,100
4,0:24.0,Personal foul by J. Ingles (drawn by M. Gasol),,109,100
4,0:24.0,M. Gasol makes free throw 1 of 2,,110,100
4,0:24.0,M. Gasol misses free throw 2 of 2,,110,100
4,0:22.0,,Defensive rebound by R. Gobert,110,100
4,0:16.0,,G. Allen misses 3-pt jump shot from 25 ft,110,100
4,0:13.0,,Offensive rebound by R. Gobert,110,100
4,0:10.0,,R. Gobert misses 2-pt jump shot from 11 ft,110,100
4,0:07.0,Defensive rebound by M. Gasol,,110,100
