QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
4,7:04.0,,S. Brown enters the game for G. Antetokounmpo,81,109
4,7:04.0,,E. İlyasova enters the game for B. Lopez,81,109
4,6:48.0,J. Tatum misses 2-pt jump shot from 18 ft,,81,109
4,6:45.0,,Defensive rebound by P. Connaughton,81,109
4,6:30.0,,G. Hill makes 3-pt jump shot from 27 ft,81,112
4,6:13.0,S. Ojeleye misses 2-pt layup from 3 ft,,81,112
4,6:11.0,,Defensive rebound by E. İlyasova,81,112
4,5:53.0,,G. Hill misses 3-pt jump shot from 27 ft,81,112
4,5:49.0,Defensive rebound by R. Williams,,81,112
4,5:43.0,R. Williams makes 2-pt dunk from 2 ft (assist by T. Rozier),,83,112
4,5:32.0,,N. Mirotić misses 2-pt layup from 2 ft,83,112
4,5:29.0,,Offensive rebound by N. Mirotić,83,112
4,5:29.0,,N. Mirotić misses 2-pt layup from 1 ft,83,112
4,5:29.0,,Offensive rebound by N. Mirotić,83,112
4,5:29.0,,N. Mirotić misses 2-pt layup at rim,83,112
4,5:28.0,,Offensive rebound by N. Mirotić,83,112
4,5:27.0,,N. Mirotić makes 2-pt layup at rim,83,114
4,5:22.0,Personal take foul by G. Hill (drawn by T. Rozier),,83,114
4,5:22.0,,T. Frazier enters the game for P. Connaughton,83,114
4,5:22.0,,T. Snell enters the game for G. Hill,83,114
4,5:22.0,,D. Wilson enters the game for N. Mirotić,83,114
4,5:22.0,T. Rozier makes free throw 1 of 2,,84,114
4,5:22.0,T. Rozier makes free throw 2 of 2,,85,114
4,5:22.0,G. Yabusele enters the game for J. Tatum,,85,114
4,5:10.0,,Turnover by D. Wilson (bad pass; steal by B. Wanamaker),85,114
4,5:08.0,G. Yabusele makes 2-pt dunk from 1 ft,,87,114
4,5:08.0,Shooting foul by E. İlyasova (drawn by G. Yabusele),,87,114
4,5:08.0,G. Yabusele makes free throw 1 of 1,,88,114
4,4:52.0,,Turnover by T. Frazier (traveling),88,114
4,4:42.0,B. Wanamaker misses 2-pt jump shot from 13 ft,,88,114
4,4:39.0,,Defensive rebound by D. Wilson,88,114
4,4:29.0,,D. Wilson misses 3-pt jump shot from 26 ft,88,114
4,4:28.0,,Offensive rebound by E. İlyasova,88,114
4,4:19.0,,Shooting foul by R. Williams (drawn by E. İlyasova),88,114
4,4:19.0,,E. İlyasova makes free throw 1 of 2,88,115
4,4:19.0,,E. İlyasova makes free throw 2 of 2,88,116
4,4:02.0,B. Wanamaker makes 2-pt jump shot from 17 ft,,90,116
4,3:44.0,,D. Wilson makes 2-pt layup from 2 ft (assist by T. Frazier),90,118
4,3:27.0,G. Yabusele makes 2-pt layup from 2 ft (assist by B. Wanamaker),,92,118
4,3:16.0,,D. Wilson misses 3-pt jump shot from 22 ft,92,118
4,3:12.0,Defensive rebound by R. Williams,,92,118
4,3:05.0,Personal foul by T. Snell (drawn by G. Yabusele),,92,118
4,3:05.0,G. Yabusele makes free throw 1 of 2,,93,118
4,3:05.0,G. Yabusele misses free throw 2 of 2,,93,118
4,3:02.0,,Defensive rebound by D. Wilson,93,118
4,2:54.0,,S. Brown misses 3-pt jump shot from 23 ft,93,118
4,2:51.0,Defensive rebound by R. Williams,,93,118
4,2:46.0,Personal foul by T. Frazier (drawn by B. Wanamaker),,93,118
4,2:46.0,,Milwaukee full timeout,93,118
4,2:46.0,B. Wanamaker makes free throw 1 of 2,,94,118
4,2:46.0,B. Wanamaker makes free throw 2 of 2,,95,118
4,2:32.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by S. Brown),95,121
4,2:13.0,T. Rozier misses 3-pt jump shot from 25 ft,,95,121
4,2:13.0,Offensive rebound by Team,,95,121
4,2:13.0,,Loose ball foul by D. Wilson (drawn by S. Ojeleye),95,121
4,2:13.0,S. Ojeleye makes free throw 1 of 2,,96,121
4,2:13.0,S. Ojeleye makes free throw 2 of 2,,97,121
4,1:55.0,,Turnover by D. Wilson (step out of bounds),97,121
4,1:41.0,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by G. Yabusele),,100,121
4,1:27.0,,E. İlyasova misses 3-pt jump shot from 26 ft,100,121
4,1:24.0,Defensive rebound by T. Rozier,,100,121
4,1:17.0,B. Wanamaker misses 2-pt jump shot from 6 ft,,100,121
4,1:15.0,Offensive rebound by R. Williams,,100,121
4,1:14.0,R. Williams misses 2-pt layup from 3 ft,,100,121
4,1:11.0,,Defensive rebound by T. Frazier,100,121
4,1:06.0,,T. Frazier misses 3-pt jump shot from 27 ft,100,121
4,1:02.0,,Offensive rebound by E. İlyasova,100,121
4,1:01.0,,E. İlyasova misses 2-pt layup from 2 ft,100,121
4,0:57.0,Defensive rebound by T. Rozier,,100,121
4,0:56.0,Offensive foul by G. Yabusele (drawn by E. İlyasova),,100,121
4,0:56.0,Turnover by G. Yabusele (offensive foul),,100,121
4,0:43.0,,E. İlyasova misses 2-pt jump shot from 18 ft (block by G. Yabusele),100,121
4,0:43.0,,Offensive rebound by Team,100,121
4,0:34.0,,T. Frazier makes 2-pt layup from 1 ft (assist by D. Wilson),100,123
4,0:27.0,Shooting foul by T. Frazier (drawn by R. Williams),,100,123
4,0:27.0,R. Williams makes free throw 1 of 2,,101,123
4,0:27.0,R. Williams makes free throw 2 of 2,,102,123
4,0:03.0,,Turnover by Team (shot clock),102,123
