QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
4,7:59.0,,Defensive rebound by O. Casspi,74,80
4,7:44.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by M. Conley),74,83
4,7:41.0,LA Clippers full timeout,,74,83
4,7:41.0,S. Gilgeous-Alexander enters the game for P. Beverley,,74,83
4,7:41.0,T. Harris enters the game for L. Williams,,74,83
4,7:41.0,,K. Anderson enters the game for O. Casspi,74,83
4,7:41.0,,S. Mack enters the game for M. Conley,74,83
4,7:25.0,M. Harrell makes 2-pt layup at rim (assist by A. Bradley),,76,83
4,7:05.0,,J. Green makes 2-pt dunk from 1 ft (assist by M. Gasol),76,85
4,6:45.0,Turnover by A. Bradley (bad pass; steal by G. Temple),,76,85
4,6:35.0,,Turnover by J. Green (bad pass),76,85
4,6:22.0,T. Harris makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),,79,85
4,6:00.0,,M. Gasol misses 3-pt jump shot from 26 ft,79,85
4,5:57.0,Defensive rebound by T. Harris,,79,85
4,5:53.0,Personal foul by G. Temple (drawn by S. Gilgeous-Alexander),,79,85
4,5:53.0,,M. Conley enters the game for J. Green,79,85
4,5:53.0,,J. Jackson enters the game for G. Temple,79,85
4,5:45.0,Shooting foul by M. Gasol (drawn by S. Gilgeous-Alexander),,79,85
4,5:45.0,S. Gilgeous-Alexander misses free throw 1 of 2,,79,85
4,5:45.0,Offensive rebound by Team,,79,85
4,5:45.0,S. Gilgeous-Alexander makes free throw 2 of 2,,80,85
4,5:29.0,,S. Mack makes 3-pt jump shot from 27 ft,80,88
4,5:12.0,T. Harris makes 2-pt jump shot from 21 ft,,82,88
4,5:01.0,,Personal foul by M. Harrell (drawn by M. Gasol),82,88
4,4:54.0,,S. Mack misses 3-pt jump shot from 24 ft,82,88
4,4:51.0,Defensive rebound by T. Harris,,82,88
4,4:37.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,82,88
4,4:35.0,,Defensive rebound by J. Jackson,82,88
4,4:19.0,,M. Gasol misses 2-pt jump shot from 6 ft,82,88
4,4:16.0,Defensive rebound by T. Harris,,82,88
4,4:04.0,Turnover by T. Harris (bad pass; steal by M. Conley),,82,88
4,3:58.0,,Turnover by M. Conley (bad pass; steal by S. Gilgeous-Alexander),82,88
4,3:51.0,A. Bradley misses 3-pt jump shot from 25 ft,,82,88
4,3:48.0,,Defensive rebound by M. Gasol,82,88
4,3:44.0,,Memphis full timeout,82,88
4,3:28.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by M. Conley),82,91
4,3:17.0,Personal foul by J. Jackson (drawn by D. Gallinari),,82,91
4,3:17.0,,J. Green enters the game for J. Jackson,82,91
4,3:17.0,D. Gallinari misses free throw 1 of 2,,82,91
4,3:17.0,Offensive rebound by Team,,82,91
4,3:17.0,LA Clippers full timeout,,82,91
4,3:17.0,L. Williams enters the game for S. Gilgeous-Alexander,,82,91
4,3:17.0,D. Gallinari makes free throw 2 of 2,,83,91
4,3:00.0,,S. Mack makes 2-pt layup from 1 ft,83,93
4,2:44.0,M. Harrell misses 2-pt layup from 1 ft,,83,93
4,2:42.0,,Defensive rebound by M. Gasol,83,93
4,2:40.0,,Shooting foul by T. Harris (drawn by K. Anderson),83,93
4,2:40.0,,K. Anderson misses free throw 1 of 2,83,93
4,2:40.0,,Offensive rebound by Team,83,93
4,2:40.0,,K. Anderson makes free throw 2 of 2,83,94
4,2:25.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by L. Williams),,86,94
4,2:00.0,,M. Conley misses 3-pt jump shot from 26 ft,86,94
4,1:56.0,Defensive rebound by T. Harris,,86,94
4,1:48.0,T. Harris misses 2-pt layup from 2 ft,,86,94
4,1:48.0,Offensive rebound by Team,,86,94
4,1:40.0,L. Williams misses 2-pt jump shot from 12 ft,,86,94
4,1:37.0,,Defensive rebound by M. Conley,86,94
4,1:15.0,,Turnover by M. Gasol (lost ball; steal by M. Harrell),86,94
4,1:11.0,Turnover by L. Williams (out of bounds lost ball),,86,94
4,1:11.0,P. Beverley enters the game for L. Williams,,86,94
4,0:56.0,,M. Gasol misses 3-pt jump shot from 26 ft,86,94
4,0:55.0,Defensive rebound by D. Gallinari,,86,94
4,0:55.0,LA Clippers full timeout,,86,94
4,0:55.0,L. Williams enters the game for P. Beverley,,86,94
4,0:50.0,Offensive foul by T. Harris (drawn by M. Gasol),,86,94
4,0:50.0,Turnover by T. Harris (offensive foul),,86,94
4,0:50.0,P. Beverley enters the game for L. Williams,,86,94
4,0:38.0,,S. Mack makes 2-pt layup from 2 ft,86,96
4,0:32.0,D. Gallinari misses 3-pt jump shot from 26 ft,,86,96
4,0:29.0,,Defensive rebound by M. Gasol,86,96
4,0:06.0,,Turnover by Team (shot clock),86,96
