QUARTER,TIME_REMAINING,MEMPHIS_ACTION,GOLDEN STATE_ACTION,MEMPHIS_SCORE,GOLDEN STATE_SCORE
4,2:27.0,,Defensive rebound by Q. Cook,92,116
4,2:22.0,,Offensive foul by D. Lee (drawn by M. Brooks),92,116
4,2:22.0,,Turnover by D. Lee (offensive foul),92,116
4,2:08.0,D. Brooks makes 2-pt jump shot from 6 ft (assist by K. Anderson),,94,116
4,1:59.0,Technical foul by D. Brooks,,94,116
4,1:59.0,,Q. Cook makes technical free throw,94,117
4,1:46.0,,D. Lee misses 2-pt jump shot from 20 ft,94,117
4,1:43.0,Defensive rebound by D. Brooks,,94,117
4,1:34.0,Shooting foul by J. Evans (drawn by K. Anderson),,94,117
4,1:34.0,K. Anderson makes free throw 1 of 2,,95,117
4,1:34.0,K. Anderson makes free throw 2 of 2,,96,117
4,1:19.0,,A. McKinnie misses 3-pt jump shot from 26 ft,96,117
4,1:16.0,Defensive rebound by K. Anderson,,96,117
4,1:02.0,D. Brooks makes 2-pt jump shot from 6 ft (assist by W. Selden),,98,117
4,1:02.0,Shooting foul by D. Lee (drawn by D. Brooks),,98,117
4,1:02.0,D. Brooks makes free throw 1 of 1,,99,117
4,0:44.0,,J. Evans misses 3-pt jump shot from 25 ft,99,117
4,0:39.0,Defensive rebound by I. Rabb,,99,117
4,0:28.0,D. Brooks misses 2-pt jump shot from 10 ft,,99,117
4,0:24.0,,Defensive rebound by Q. Cook,99,117
4,0:21.0,,Turnover by Q. Cook (out of bounds lost ball),99,117
4,0:15.0,I. Rabb makes 2-pt layup from 3 ft (assist by M. Brooks),,101,117
