QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
4,2:34.0,,D. White misses 2-pt jump shot from 21 ft,117,124
4,2:32.0,Defensive rebound by J. Grant,,117,124
4,2:26.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,120,124
4,2:02.0,,L. Aldridge misses 2-pt hook shot from 6 ft (block by J. Grant),120,124
4,2:01.0,,Offensive rebound by L. Aldridge,120,124
4,2:00.0,,L. Aldridge misses 2-pt layup from 2 ft,120,124
4,1:59.0,Defensive rebound by J. Grant,,120,124
4,1:47.0,T. Ferguson makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,123,124
4,1:27.0,,Personal foul by J. Grant (drawn by D. White),123,124
4,1:18.0,,D. White makes 2-pt jump shot from 11 ft,123,126
4,1:07.0,Offensive foul by J. Grant (drawn by D. White),,123,126
4,1:07.0,Turnover by J. Grant (offensive foul),,123,126
4,0:51.0,,D. DeRozan misses 2-pt jump shot from 21 ft,123,126
4,0:48.0,Defensive rebound by R. Westbrook,,123,126
4,0:40.0,T. Ferguson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,126,126
4,0:21.0,,D. White makes 3-pt jump shot from 27 ft (assist by D. Bertāns),126,129
4,0:21.0,Oklahoma City full timeout,,126,129
4,0:21.0,,P. Mills enters the game for D. Bertāns,126,129
4,0:16.0,R. Westbrook makes 2-pt layup from 2 ft,,128,129
4,0:16.0,,San Antonio full timeout,128,129
4,0:16.0,,M. Belinelli enters the game for B. Forbes,128,129
4,0:16.0,,Away from play foul by T. Ferguson (drawn by D. White),128,129
4,0:16.0,,L. Aldridge makes free throw 1 of 1,128,130
4,0:11.0,,Turnover by M. Belinelli (lost ball; steal by P. George),128,130
4,0:11.0,Personal take foul by D. White (drawn by P. George),,128,130
4,0:05.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,130,130
4,0:05.0,,San Antonio full timeout,130,130
4,0:00.0,,D. DeRozan misses 2-pt jump shot from 18 ft,130,130
4,0:00.0,Defensive rebound by P. George,,130,130
1OT,4:43.0,,D. White misses 2-pt layup from 6 ft,130,130
1OT,4:41.0,Defensive rebound by R. Westbrook,,130,130
1OT,4:36.0,R. Westbrook misses 2-pt layup from 1 ft,,130,130
1OT,4:35.0,Offensive rebound by J. Grant,,130,130
1OT,4:35.0,J. Grant makes 2-pt layup from 1 ft,,132,130
1OT,4:16.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. White),132,132
1OT,4:16.0,S. Adams enters the game for D. Schröder,,132,132
1OT,3:56.0,P. George makes 3-pt jump shot from 25 ft,,135,132
1OT,3:37.0,,D. White makes 2-pt layup from 2 ft,135,134
1OT,3:17.0,R. Westbrook misses 3-pt jump shot from 25 ft,,135,134
1OT,3:14.0,,Defensive rebound by P. Mills,135,134
1OT,3:03.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by D. White),135,136
1OT,2:43.0,P. George misses 2-pt jump shot from 6 ft,,135,136
1OT,2:41.0,,Defensive rebound by B. Forbes,135,136
1OT,2:21.0,,P. Mills makes 3-pt jump shot from 26 ft,135,139
1OT,2:11.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,137,139
1OT,1:50.0,,Offensive foul by L. Aldridge (drawn by J. Grant),137,139
1OT,1:50.0,,Turnover by L. Aldridge (offensive foul),137,139
1OT,1:31.0,P. George misses 2-pt jump shot from 4 ft,,137,139
1OT,1:27.0,Offensive rebound by P. George,,137,139
1OT,1:27.0,P. George misses 2-pt layup from 1 ft,,137,139
1OT,1:25.0,,Defensive rebound by D. White,137,139
1OT,1:09.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),137,141
1OT,1:00.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,139,141
1OT,0:41.0,,L. Aldridge misses 2-pt jump shot from 14 ft,139,141
1OT,0:38.0,Defensive rebound by P. George,,139,141
1OT,0:34.0,P. George misses 3-pt jump shot from 26 ft,,139,141
1OT,0:29.0,Offensive rebound by R. Westbrook,,139,141
1OT,0:25.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,141,141
1OT,0:00.0,,D. DeRozan misses 2-pt jump shot from 21 ft,141,141
1OT,0:00.0,Defensive rebound by R. Westbrook,,141,141
1OT,0:00.0,Oklahoma City full timeout,,141,141
2OT,4:47.0,T. Ferguson misses 3-pt jump shot from 23 ft,,141,141
2OT,4:44.0,Offensive rebound by J. Grant,,141,141
2OT,4:41.0,Turnover by P. George (bad pass; steal by B. Forbes),,141,141
2OT,4:29.0,,D. White misses 2-pt layup from 3 ft,141,141
2OT,4:29.0,Defensive rebound by Team,,141,141
2OT,4:10.0,J. Grant misses 2-pt layup from 3 ft (block by L. Aldridge),,141,141
2OT,4:08.0,,Defensive rebound by P. Mills,141,141
2OT,4:02.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by B. Forbes),141,143
2OT,3:40.0,P. George makes 2-pt layup from 1 ft,,143,143
2OT,3:40.0,Technical foul by P. George,,143,143
2OT,3:40.0,,L. Aldridge makes technical free throw,143,144
2OT,3:22.0,,D. White makes 2-pt layup from 5 ft,143,146
2OT,3:01.0,R. Westbrook misses 3-pt jump shot from 25 ft,,143,146
2OT,2:58.0,,Defensive rebound by L. Aldridge,143,146
2OT,2:37.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by L. Aldridge),143,148
2OT,2:25.0,D. Schröder misses 2-pt layup from 1 ft,,143,148
2OT,2:24.0,Offensive rebound by J. Grant,,143,148
2OT,2:18.0,T. Ferguson misses 3-pt jump shot from 26 ft,,143,148
2OT,2:16.0,Offensive rebound by J. Grant,,143,148
2OT,2:16.0,Shooting foul by P. Mills (drawn by J. Grant),,143,148
2OT,2:16.0,J. Grant makes free throw 1 of 2,,144,148
2OT,2:16.0,J. Grant misses free throw 2 of 2,,144,148
2OT,2:13.0,,Defensive rebound by B. Forbes,144,148
2OT,1:53.0,,P. Mills misses 3-pt jump shot from 27 ft,144,148
2OT,1:51.0,Defensive rebound by P. George,,144,148
2OT,1:42.0,J. Grant misses 2-pt dunk from 3 ft (block by D. White),,144,148
2OT,1:39.0,,Defensive rebound by L. Aldridge,144,148
2OT,1:32.0,,San Antonio full timeout,144,148
2OT,1:25.0,,Offensive foul by D. DeRozan (drawn by J. Grant),144,148
2OT,1:25.0,,Turnover by D. DeRozan (offensive foul),144,148
2OT,1:16.0,D. Schröder misses 2-pt jump shot from 10 ft,,144,148
2OT,1:14.0,,Defensive rebound by L. Aldridge,144,148
2OT,0:54.0,,D. White misses 3-pt jump shot from 27 ft,144,148
2OT,0:54.0,,Offensive rebound by Team,144,148
2OT,0:47.0,,L. Aldridge misses 2-pt jump shot from 10 ft,144,148
2OT,0:44.0,Defensive rebound by P. George,,144,148
2OT,0:40.0,Shooting foul by D. DeRozan (drawn by P. George),,144,148
2OT,0:40.0,P. George makes free throw 1 of 2,,145,148
2OT,0:40.0,P. George makes free throw 2 of 2,,146,148
2OT,0:25.0,,Shooting foul by J. Grant (drawn by L. Aldridge),146,148
2OT,0:25.0,S. Adams enters the game for J. Grant,,146,148
2OT,0:25.0,,L. Aldridge makes free throw 1 of 2,146,149
2OT,0:25.0,,L. Aldridge makes free throw 2 of 2,146,150
2OT,0:25.0,Oklahoma City full timeout,,146,150
2OT,0:14.0,Turnover by T. Ferguson (bad pass; steal by D. White),,146,150
2OT,0:12.0,,Personal take foul by S. Adams (drawn by D. White),146,150
2OT,0:12.0,,D. White makes free throw 1 of 2,146,151
2OT,0:12.0,,D. White makes free throw 2 of 2,146,152
2OT,0:12.0,Oklahoma City full timeout,,146,152
2OT,0:11.0,Personal foul by D. DeRozan (drawn by S. Adams),,146,152
2OT,0:11.0,S. Adams makes free throw 1 of 2,,147,152
2OT,0:11.0,S. Adams misses free throw 2 of 2,,147,152
2OT,0:10.0,Offensive rebound by S. Adams,,147,152
2OT,0:08.0,P. George misses 3-pt jump shot from 24 ft,,147,152
2OT,0:05.0,,Defensive rebound by D. White,147,152
2OT,0:02.0,,Personal take foul by S. Adams (drawn by L. Aldridge),147,152
2OT,0:02.0,,L. Aldridge makes free throw 1 of 2,147,153
2OT,0:02.0,,L. Aldridge makes free throw 2 of 2,147,154
