QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
4,9:12.0,,T. Maker misses free throw 1 of 2,84,123
4,9:12.0,T. Young enters the game for J. Lin,,84,123
4,9:12.0,,P. Connaughton enters the game for G. Hill,84,123
4,9:12.0,,E. İlyasova enters the game for D. Wilson,84,123
4,9:12.0,,T. Maker makes free throw 2 of 2,84,124
4,9:12.0,,Offensive rebound by Team,84,124
4,8:53.0,J. Anderson misses 2-pt layup from 4 ft,,84,124
4,8:50.0,,Defensive rebound by J. Smith,84,124
4,8:44.0,,J. Smith makes 2-pt layup from 1 ft (assist by P. Connaughton),84,126
4,8:29.0,J. Anderson misses 3-pt jump shot from 22 ft,,84,126
4,8:29.0,Offensive rebound by Team,,84,126
4,8:29.0,,Loose ball foul by E. İlyasova (drawn by D. Dedmon),84,126
4,8:17.0,D. Bembry misses 2-pt dunk from 2 ft (block by J. Smith),,84,126
4,8:09.0,,Defensive rebound by T. Maker,84,126
4,8:08.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by P. Connaughton),84,128
4,8:01.0,T. Dorsey misses 3-pt jump shot from 28 ft,,84,128
4,8:01.0,,Defensive rebound by P. Connaughton,84,128
4,7:48.0,,T. Maker makes 2-pt layup from 1 ft (assist by T. Snell),84,130
4,7:48.0,Atlanta full timeout,,84,130
4,7:48.0,J. Collins enters the game for J. Anderson,,84,130
4,7:48.0,D. Hamilton enters the game for D. Bembry,,84,130
4,7:48.0,K. Huerter enters the game for D. Dedmon,,84,130
4,7:48.0,A. Len enters the game for T. Dorsey,,84,130
4,7:48.0,,D. Wilson enters the game for T. Snell,84,130
4,7:39.0,Shooting foul by T. Maker (drawn by A. Len),,84,130
4,7:39.0,A. Len misses free throw 1 of 2,,84,130
4,7:39.0,Offensive rebound by Team,,84,130
4,7:39.0,A. Len misses free throw 2 of 2,,84,130
4,7:39.0,Offensive rebound by Team,,84,130
4,7:39.0,,Loose ball foul by T. Maker (drawn by J. Collins),84,130
4,7:32.0,T. Young makes 3-pt jump shot from 29 ft (assist by A. Len),,87,130
4,7:28.0,,Turnover by E. İlyasova (bad pass),87,130
4,7:23.0,Turnover by K. Huerter (bad pass),,87,130
4,7:07.0,,P. Connaughton misses 3-pt jump shot from 27 ft,87,130
4,7:03.0,,Offensive rebound by E. İlyasova,87,130
4,7:03.0,,E. İlyasova misses 2-pt layup from 1 ft,87,130
4,7:02.0,Defensive rebound by J. Collins,,87,130
4,6:54.0,Shooting foul by T. Maker (drawn by J. Collins),,87,130
4,6:54.0,J. Collins makes free throw 1 of 2,,88,130
4,6:54.0,J. Collins makes free throw 2 of 2,,89,130
4,6:39.0,,Turnover by E. İlyasova (bad pass; steal by K. Huerter),89,130
4,6:30.0,K. Huerter misses 3-pt jump shot from 27 ft,,89,130
4,6:27.0,,Defensive rebound by P. Connaughton,89,130
4,6:23.0,,T. Maker makes 2-pt dunk from 1 ft (assist by P. Connaughton),89,132
4,6:02.0,J. Collins makes 2-pt jump shot from 16 ft (assist by K. Huerter),,91,132
4,5:44.0,,T. Maker misses 3-pt jump shot from 25 ft,91,132
4,5:44.0,Defensive rebound by Team,,91,132
4,5:33.0,J. Collins misses 3-pt jump shot from 27 ft,,91,132
4,5:29.0,,Defensive rebound by T. Maker,91,132
4,5:24.0,,T. Maker misses 3-pt jump shot from 24 ft,91,132
4,5:21.0,,Offensive rebound by E. İlyasova,91,132
4,5:20.0,,E. İlyasova misses 2-pt layup from 2 ft,91,132
4,5:17.0,Defensive rebound by A. Len,,91,132
4,5:09.0,J. Collins makes 2-pt dunk from 2 ft (assist by A. Len),,93,132
4,4:48.0,,P. Connaughton makes 2-pt layup from 1 ft,93,134
4,4:40.0,Shooting foul by P. Connaughton (drawn by T. Young),,93,134
4,4:40.0,T. Young makes free throw 1 of 3,,94,134
4,4:40.0,T. Young makes free throw 2 of 3,,95,134
4,4:40.0,J. Anderson enters the game for J. Collins,,95,134
4,4:40.0,T. Dorsey enters the game for A. Len,,95,134
4,4:40.0,,T. Snell enters the game for E. İlyasova,95,134
4,4:40.0,T. Young makes free throw 3 of 3,,96,134
4,4:34.0,,Milwaukee full timeout,96,134
4,4:20.0,,T. Snell misses 3-pt jump shot from 27 ft,96,134
4,4:16.0,Defensive rebound by D. Hamilton,,96,134
4,4:11.0,K. Huerter misses 3-pt jump shot from 24 ft (block by J. Smith),,96,134
4,4:11.0,Offensive rebound by Team,,96,134
4,4:05.0,J. Anderson misses 3-pt jump shot from 28 ft,,96,134
4,4:02.0,,Defensive rebound by D. Wilson,96,134
4,4:00.0,,T. Snell makes 2-pt layup from 1 ft (assist by D. Wilson),96,136
4,4:00.0,,Shooting foul by T. Dorsey (drawn by T. Snell),96,136
4,4:00.0,,T. Snell makes free throw 1 of 1,96,137
4,3:51.0,Turnover by T. Young (bad pass; steal by J. Smith),,96,137
4,3:50.0,,Shooting foul by J. Anderson (drawn by D. Wilson),96,137
4,3:50.0,,D. Wilson misses free throw 1 of 2,96,137
4,3:50.0,,Offensive rebound by Team,96,137
4,3:50.0,,D. Wilson makes free throw 2 of 2,96,138
4,3:39.0,J. Anderson misses 3-pt jump shot from 28 ft,,96,138
4,3:36.0,,Defensive rebound by P. Connaughton,96,138
4,3:20.0,,T. Maker makes 3-pt jump shot from 24 ft (assist by P. Connaughton),96,141
4,3:12.0,Personal foul by T. Maker (drawn by T. Young),,96,141
4,3:12.0,T. Young makes free throw 1 of 2,,97,141
4,3:12.0,D. Bembry enters the game for J. Anderson,,97,141
4,3:12.0,J. Lin enters the game for K. Huerter,,97,141
4,3:12.0,,E. İlyasova enters the game for D. Wilson,97,141
4,3:12.0,T. Young makes free throw 2 of 2,,98,141
4,2:57.0,,J. Smith misses 3-pt jump shot from 26 ft,98,141
4,2:51.0,,Offensive rebound by T. Maker,98,141
4,2:51.0,,T. Maker misses 2-pt layup from 1 ft,98,141
4,2:50.0,Defensive rebound by T. Young,,98,141
4,2:48.0,D. Bembry makes 2-pt dunk from 1 ft (assist by T. Young),,100,141
4,2:29.0,,P. Connaughton misses 3-pt jump shot from 27 ft,100,141
4,2:26.0,Defensive rebound by J. Lin,,100,141
4,2:22.0,Shooting foul by E. İlyasova (drawn by J. Lin),,100,141
4,2:22.0,J. Lin makes free throw 1 of 2,,101,141
4,2:22.0,J. Lin makes free throw 2 of 2,,102,141
4,2:00.0,,T. Snell misses 3-pt jump shot from 26 ft,102,141
4,1:57.0,,Offensive rebound by T. Snell,102,141
4,1:52.0,,Turnover by E. İlyasova (bad pass; steal by T. Dorsey),102,141
4,1:47.0,T. Dorsey makes 2-pt layup from 4 ft (assist by J. Lin),,104,141
4,1:47.0,Shooting foul by E. İlyasova (drawn by T. Dorsey),,104,141
4,1:47.0,T. Dorsey makes free throw 1 of 1,,105,141
4,1:38.0,,Turnover by J. Smith (bad pass),105,141
4,1:29.0,D. Bembry makes 2-pt layup from 1 ft (assist by J. Lin),,107,141
4,1:12.0,,T. Snell misses 2-pt jump shot from 3 ft,107,141
4,1:12.0,Defensive rebound by Team,,107,141
4,1:08.0,T. Young makes 3-pt jump shot from 26 ft,,110,141
4,0:55.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. İlyasova),110,144
4,0:52.0,T. Dorsey misses 3-pt jump shot from 27 ft,,110,144
4,0:48.0,,Defensive rebound by E. İlyasova,110,144
4,0:39.0,,Turnover by T. Snell (bad pass; steal by T. Dorsey),110,144
4,0:31.0,J. Lin makes 2-pt jump shot from 14 ft,,112,144
4,0:08.0,,P. Connaughton misses 2-pt jump shot from 11 ft,112,144
4,0:06.0,Defensive rebound by D. Bembry,,112,144
