QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
4,6:10.0,,Offensive rebound by Z. Collins,90,98
4,6:10.0,,Z. Collins makes 2-pt dunk at rim,90,100
4,5:58.0,D. Gallinari misses 3-pt jump shot from 25 ft,,90,100
4,5:55.0,,Defensive rebound by C. McCollum,90,100
4,5:37.0,,J. Nurkić misses 2-pt jump shot from 10 ft,90,100
4,5:37.0,Defensive rebound by Team,,90,100
4,5:37.0,,Loose ball foul by J. Nurkić (drawn by D. Gallinari),90,100
4,5:37.0,,A. Aminu enters the game for Z. Collins,90,100
4,5:24.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,93,100
4,5:05.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by E. Turner),93,103
4,4:49.0,S. Gilgeous-Alexander makes 2-pt jump shot from 4 ft,,95,103
4,4:32.0,,E. Turner makes 2-pt layup from 1 ft,95,105
4,4:18.0,L. Williams makes 2-pt layup from 1 ft,,97,105
4,4:18.0,,Portland full timeout,97,105
4,4:04.0,,Turnover by D. Lillard (bad pass; steal by P. Beverley),97,105
4,3:57.0,Personal foul by D. Lillard (drawn by D. Gallinari),,97,105
4,3:57.0,D. Gallinari makes free throw 1 of 2,,98,105
4,3:57.0,D. Gallinari makes free throw 2 of 2,,99,105
4,3:44.0,,C. McCollum misses 2-pt jump shot from 16 ft,99,105
4,3:41.0,Defensive rebound by D. Gallinari,,99,105
4,3:27.0,T. Harris misses 2-pt jump shot from 11 ft,,99,105
4,3:24.0,,Defensive rebound by J. Nurkić,99,105
4,3:07.0,,Personal foul by P. Beverley (drawn by C. McCollum),99,105
4,3:07.0,,C. McCollum makes free throw 1 of 2,99,106
4,3:07.0,,C. McCollum makes free throw 2 of 2,99,107
4,2:54.0,L. Williams misses 3-pt jump shot from 25 ft,,99,107
4,2:52.0,Offensive rebound by D. Gallinari,,99,107
4,2:50.0,D. Gallinari makes 2-pt jump shot from 8 ft,,101,107
4,2:30.0,,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),101,109
4,2:20.0,L. Williams misses 2-pt jump shot from 21 ft,,101,109
4,2:18.0,,Defensive rebound by A. Aminu,101,109
4,2:06.0,,D. Lillard misses 2-pt jump shot from 6 ft,101,109
4,2:04.0,Defensive rebound by T. Harris,,101,109
4,1:57.0,Personal foul by J. Nurkić (drawn by S. Gilgeous-Alexander),,101,109
4,1:57.0,,Z. Collins enters the game for J. Nurkić,101,109
4,1:57.0,S. Gilgeous-Alexander makes free throw 1 of 2,,102,109
4,1:57.0,M. Harrell enters the game for L. Williams,,102,109
4,1:57.0,S. Gilgeous-Alexander makes free throw 2 of 2,,103,109
4,1:44.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by E. Turner),103,112
4,1:43.0,LA Clippers full timeout,,103,112
4,1:43.0,L. Williams enters the game for S. Gilgeous-Alexander,,103,112
4,1:39.0,P. Beverley makes 2-pt layup from 1 ft (assist by M. Harrell),,105,112
4,1:18.0,,D. Lillard misses 2-pt jump shot from 17 ft,105,112
4,1:16.0,,Offensive rebound by Z. Collins,105,112
4,1:16.0,,Z. Collins makes 2-pt layup from 2 ft,105,114
4,1:01.0,D. Gallinari misses 2-pt layup from 2 ft,,105,114
4,0:59.0,,Defensive rebound by Z. Collins,105,114
4,0:44.0,,D. Lillard makes 2-pt layup from 2 ft,105,116
4,0:43.0,LA Clippers full timeout,,105,116
4,0:42.0,L. Williams misses 3-pt jump shot from 27 ft,,105,116
4,0:38.0,,Defensive rebound by A. Aminu,105,116
4,0:19.0,,C. McCollum misses 3-pt jump shot from 25 ft,105,116
4,0:17.0,,Offensive rebound by Team,105,116
4,0:03.0,,Turnover by Team (shot clock),105,116
