QUARTER,TIME_REMAINING,DENVER_ACTION,LA CLIPPERS_ACTION,DENVER_SCORE,LA CLIPPERS_SCORE
4,6:52.0,,Offensive rebound by S. Thornwell,95,117
4,6:49.0,,S. Thornwell makes 2-pt layup at rim,95,119
4,6:31.0,M. Beasley misses 2-pt jump shot from 11 ft,,95,119
4,6:28.0,,Defensive rebound by S. Thornwell,95,119
4,6:24.0,,M. Scott makes 2-pt dunk from 1 ft (assist by S. Thornwell),95,121
4,6:24.0,Denver full timeout,,95,121
4,6:24.0,B. Goodwin enters the game for M. Morris,,95,121
4,6:09.0,M. Beasley makes 2-pt jump shot from 20 ft,,97,121
4,5:53.0,,Turnover by B. Marjanović (bad pass; steal by M. Beasley),97,121
4,5:50.0,Personal foul by S. Thornwell (drawn by B. Goodwin),,97,121
4,5:41.0,M. Beasley misses 3-pt jump shot from 26 ft,,97,121
4,5:39.0,,Defensive rebound by B. Marjanović,97,121
4,5:32.0,,T. Wallace misses 2-pt hook shot from 5 ft,97,121
4,5:28.0,Defensive rebound by T. Lydon,,97,121
4,5:22.0,T. Welsh misses 3-pt jump shot from 26 ft,,97,121
4,5:18.0,,Defensive rebound by B. Marjanović,97,121
4,5:13.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 3 ft,97,123
4,5:13.0,,Shooting foul by B. Goodwin (drawn by S. Gilgeous-Alexander),97,123
4,5:13.0,,S. Gilgeous-Alexander makes free throw 1 of 1,97,124
4,4:53.0,M. Beasley makes 2-pt jump shot from 18 ft (assist by T. Lydon),,99,124
4,4:36.0,,Turnover by B. Marjanović (bad pass; steal by M. Beasley),99,124
4,4:27.0,M. Beasley makes 2-pt layup from 1 ft (assist by B. Goodwin),,101,124
4,4:16.0,,M. Scott makes 2-pt jump shot from 19 ft,101,126
4,4:06.0,Shooting foul by T. Wallace (drawn by B. Goodwin),,101,126
4,4:06.0,B. Goodwin makes free throw 1 of 2,,102,126
4,4:06.0,B. Goodwin makes free throw 2 of 2,,103,126
4,3:44.0,,Turnover by M. Scott (bad pass; steal by M. Beasley),103,126
4,3:38.0,M. Beasley misses 2-pt jump shot from 9 ft,,103,126
4,3:36.0,Offensive rebound by M. Beasley,,103,126
4,3:34.0,M. Beasley misses 3-pt jump shot from 26 ft,,103,126
4,3:33.0,,Defensive rebound by S. Thornwell,103,126
4,3:32.0,,Turnover by S. Thornwell (traveling),103,126
4,3:19.0,M. Beasley misses 2-pt jump shot from 15 ft,,103,126
4,3:14.0,,Defensive rebound by B. Marjanović,103,126
4,3:11.0,,Offensive foul by T. Wallace (drawn by B. Goodwin),103,126
4,3:11.0,,Turnover by T. Wallace (offensive foul),103,126
4,2:54.0,T. Welsh misses 3-pt jump shot from 27 ft,,103,126
4,2:52.0,,Defensive rebound by B. Marjanović,103,126
4,2:42.0,,B. Marjanović misses 2-pt jump shot from 7 ft,103,126
4,2:37.0,,Offensive rebound by M. Scott,103,126
4,2:35.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),103,128
4,2:23.0,T. Welsh makes 2-pt jump shot from 15 ft (assist by B. Goodwin),,105,128
4,2:05.0,,Offensive foul by B. Marjanović (drawn by T. Welsh),105,128
4,2:05.0,,Turnover by B. Marjanović (offensive foul),105,128
4,1:51.0,T. Welsh makes 3-pt jump shot from 26 ft (assist by B. Goodwin),,108,128
4,1:37.0,,B. Marjanović misses 2-pt jump shot from 20 ft,108,128
4,1:35.0,,Offensive rebound by T. Wallace,108,128
4,1:30.0,,T. Wallace makes 2-pt jump shot from 7 ft,108,130
4,1:05.0,B. Goodwin misses 2-pt jump shot from 12 ft,,108,130
4,1:03.0,,Defensive rebound by M. Scott,108,130
4,0:58.0,,B. Marjanović makes 2-pt dunk from 1 ft,108,132
4,0:47.0,T. Welsh misses 3-pt jump shot from 25 ft,,108,132
4,0:43.0,Offensive rebound by T. Lydon,,108,132
4,0:34.0,B. Goodwin misses 2-pt jump shot from 4 ft,,108,132
4,0:32.0,,Defensive rebound by T. Wallace,108,132
4,0:10.0,,Turnover by Team (shot clock),108,132
4,0:01.0,B. Goodwin makes 3-pt jump shot from 29 ft (assist by T. Welsh),,111,132
