QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
4,1:08.0,,K. Towns misses 2-pt layup from 3 ft (block by M. Plumlee),105,104
4,1:08.0,,Offensive rebound by Team,105,104
4,1:04.0,,Turnover by K. Towns (out of bounds lost ball),105,104
4,1:02.0,M. Beasley makes 2-pt layup from 1 ft (assist by N. Jokić),,107,104
4,0:47.0,,L. Deng misses 3-pt jump shot from 23 ft,107,104
4,0:44.0,,Offensive rebound by T. Gibson,107,104
4,0:40.0,,L. Deng makes 2-pt dunk from 1 ft (assist by J. Bayless),107,106
4,0:40.0,Denver full timeout,,107,106
4,0:18.0,Turnover by M. Morris (bad pass; steal by T. Gibson),,107,106
4,0:14.0,,Minnesota full timeout,107,106
4,0:14.0,T. Craig enters the game for M. Beasley,,107,106
4,0:14.0,,D. Šarić enters the game for T. Gibson,107,106
4,0:03.0,,L. Deng misses 3-pt jump shot from 22 ft,107,106
4,0:00.0,,Offensive rebound by K. Towns,107,106
