QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
4,6:04.0,,K. Caldwell-Pope enters the game for K. Kuzma,102,94
4,5:47.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Shamet),,104,94
4,5:27.0,,R. Bullock misses 3-pt jump shot from 26 ft,104,94
4,5:24.0,Defensive rebound by P. Beverley,,104,94
4,5:14.0,L. Williams misses 2-pt layup from 3 ft (block by L. James),,104,94
4,5:10.0,,Defensive rebound by J. Hart,104,94
4,5:06.0,,R. Bullock misses 3-pt jump shot from 24 ft,104,94
4,5:02.0,Defensive rebound by D. Gallinari,,104,94
4,4:42.0,M. Harrell misses 2-pt jump shot from 16 ft,,104,94
4,4:38.0,,Defensive rebound by R. Bullock,104,94
4,4:27.0,,L. James misses 2-pt layup from 2 ft,104,94
4,4:26.0,Defensive rebound by P. Beverley,,104,94
4,4:06.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by P. Beverley),,107,94
4,4:05.0,,LA Lakers full timeout,107,94
4,3:55.0,,L. James makes 2-pt layup from 3 ft (assist by R. Rondo),107,96
4,3:30.0,M. Harrell makes 2-pt dunk from 1 ft (assist by P. Beverley),,109,96
4,3:14.0,,R. Rondo misses 3-pt jump shot from 27 ft,109,96
4,3:10.0,Defensive rebound by M. Harrell,,109,96
4,2:49.0,P. Beverley misses 3-pt jump shot from 26 ft,,109,96
4,2:46.0,,Defensive rebound by R. Rondo,109,96
4,2:42.0,,J. Hart misses 3-pt jump shot from 27 ft,109,96
4,2:40.0,Defensive rebound by P. Beverley,,109,96
4,2:18.0,Turnover by Team (shot clock),,109,96
4,2:12.0,,L. James makes 2-pt layup from 1 ft,109,98
4,2:12.0,,Shooting foul by M. Harrell (drawn by L. James),109,98
4,2:12.0,,L. James misses free throw 1 of 1,109,98
4,2:10.0,Defensive rebound by M. Harrell,,109,98
4,1:54.0,L. Williams makes 2-pt jump shot from 1 ft,,111,98
4,1:50.0,,Shooting foul by L. Shamet (drawn by J. Hart),111,98
4,1:50.0,,J. Hart makes free throw 1 of 2,111,99
4,1:50.0,,J. Hart makes free throw 2 of 2,111,100
4,1:25.0,M. Harrell misses 2-pt jump shot from 15 ft,,111,100
4,1:23.0,Offensive rebound by P. Beverley,,111,100
4,1:11.0,L. Williams misses 2-pt layup from 1 ft (block by K. Caldwell-Pope),,111,100
4,1:11.0,Offensive rebound by L. Williams,,111,100
4,1:11.0,L. Williams makes 2-pt layup at rim,,113,100
4,0:55.0,,J. Hart misses 2-pt layup from 3 ft,113,100
4,0:52.0,Defensive rebound by P. Beverley,,113,100
4,0:35.0,L. Williams misses 3-pt jump shot from 26 ft,,113,100
4,0:32.0,,Defensive rebound by J. Hart,113,100
4,0:27.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Rondo),113,103
4,0:03.0,Turnover by Team (shot clock),,113,103
4,0:00.0,,J. Hart makes 2-pt layup from 1 ft,113,105
