QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
4,1:52.0,,M. Conley makes 2-pt jump shot from 4 ft,100,85
4,1:35.0,Turnover by J. Randle (bad pass; steal by M. Conley),,100,85
4,1:31.0,,M. Conley misses 2-pt layup from 2 ft,100,85
4,1:29.0,Defensive rebound by J. Randle,,100,85
4,1:29.0,Personal foul by G. Temple (drawn by J. Randle),,100,85
4,1:29.0,J. Randle makes free throw 1 of 2,,101,85
4,1:29.0,,J. Carter enters the game for M. Conley,101,85
4,1:29.0,,I. Rabb enters the game for M. Gasol,101,85
4,1:29.0,,J. Washburn enters the game for J. Jackson,101,85
4,1:29.0,,Y. Watanabe enters the game for G. Temple,101,85
4,1:29.0,J. Randle makes free throw 2 of 2,,102,85
4,1:07.0,,Turnover by J. Holiday (bad pass; steal by J. Randle),102,85
4,0:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,102,85
4,0:49.0,Offensive rebound by Team,,102,85
4,0:49.0,C. Diallo enters the game for J. Holiday,,102,85
4,0:49.0,T. Frazier enters the game for E. Payton,,102,85
4,0:49.0,F. Jackson enters the game for J. Randle,,102,85
4,0:38.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by T. Frazier),,105,85
4,0:23.0,,Y. Watanabe misses 2-pt jump shot from 14 ft,105,85
4,0:20.0,,Offensive rebound by I. Rabb,105,85
4,0:18.0,,J. Holiday misses 3-pt jump shot from 26 ft,105,85
4,0:14.0,,Offensive rebound by Team,105,85
4,0:11.0,,J. Carter misses 2-pt jump shot from 20 ft,105,85
4,0:07.0,Defensive rebound by C. Diallo,,105,85
