QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
4,8:18.0,,Shooting foul by E. Udoh (drawn by H. Diallo),85,106
4,8:18.0,,H. Diallo makes free throw 1 of 2,85,107
4,8:18.0,,H. Diallo misses free throw 2 of 2,85,107
4,8:16.0,Defensive rebound by T. Sefolosha,,85,107
4,8:02.0,K. Korver makes 2-pt jump shot from 13 ft (assist by E. Udoh),,87,107
4,7:44.0,,H. Diallo misses 2-pt layup from 5 ft (block by E. Udoh),87,107
4,7:40.0,Defensive rebound by T. Sefolosha,,87,107
4,7:35.0,K. Korver misses 3-pt jump shot from 26 ft,,87,107
4,7:35.0,,Defensive rebound by H. Diallo,87,107
4,7:26.0,,H. Diallo makes 2-pt layup from 2 ft (assist by D. Schröder),87,109
4,7:08.0,E. Udoh makes 2-pt dunk from 1 ft (assist by D. Exum),,89,109
4,6:56.0,,Á. Abrines misses 3-pt jump shot from 25 ft,89,109
4,6:54.0,Defensive rebound by T. Sefolosha,,89,109
4,6:45.0,E. Udoh makes 2-pt dunk from 1 ft (assist by D. Exum),,91,109
4,6:29.0,,Offensive foul by N. Noel (drawn by R. Neto),91,109
4,6:29.0,,Turnover by N. Noel (offensive foul),91,109
4,6:29.0,G. Niang enters the game for T. Sefolosha,,91,109
4,6:29.0,,R. Westbrook enters the game for H. Diallo,91,109
4,6:21.0,,Technical foul by D. Schröder,91,109
4,6:21.0,K. Korver makes technical free throw,,92,109
4,6:21.0,Shooting foul by D. Schröder (drawn by D. Exum),,92,109
4,6:21.0,D. Exum makes free throw 1 of 2,,93,109
4,6:21.0,D. Exum makes free throw 2 of 2,,94,109
4,6:10.0,,Personal foul by K. Korver (drawn by Á. Abrines),94,109
4,6:10.0,R. O'Neale enters the game for K. Korver,,94,109
4,6:03.0,,Shooting foul by D. Exum (drawn by R. Westbrook),94,109
4,6:03.0,,Offensive rebound by Team,94,109
4,6:03.0,,R. Westbrook misses free throw 1 of 2,94,109
4,6:03.0,,R. Westbrook makes free throw 2 of 2,94,110
4,5:42.0,D. Exum makes 2-pt dunk from 1 ft (assist by R. O'Neale),,96,110
4,5:22.0,,D. Schröder misses 2-pt jump shot from 4 ft,96,110
4,5:17.0,,N. Noel makes 2-pt dunk at rim,96,112
4,5:17.0,,Offensive rebound by N. Noel,96,112
4,5:01.0,E. Udoh makes 2-pt layup from 2 ft (assist by G. Niang),,98,112
4,4:48.0,,N. Noel makes 2-pt jump shot from 11 ft (assist by R. Westbrook),98,114
4,4:47.0,Utah full timeout,,98,114
4,4:47.0,T. Sefolosha enters the game for R. Neto,,98,114
4,4:26.0,Shooting foul by N. Noel (drawn by E. Udoh),,98,114
4,4:26.0,E. Udoh misses free throw 1 of 2,,98,114
4,4:26.0,Offensive rebound by Team,,98,114
4,4:26.0,E. Udoh misses free throw 2 of 2,,98,114
4,4:24.0,,Defensive rebound by N. Noel,98,114
4,4:13.0,,Turnover by R. Westbrook (lost ball; steal by G. Niang),98,114
4,4:02.0,D. Exum makes 2-pt dunk from 1 ft (assist by G. Niang),,100,114
4,3:46.0,,R. Westbrook makes 2-pt layup from 2 ft,100,116
4,3:34.0,Shooting foul by N. Noel (drawn by D. Exum),,100,116
4,3:34.0,D. Exum misses free throw 1 of 2,,100,116
4,3:34.0,Offensive rebound by Team,,100,116
4,3:34.0,D. Exum makes free throw 2 of 2,,101,116
4,3:26.0,,Turnover by D. Schröder (dbl dribble),101,116
4,3:16.0,E. Udoh makes 2-pt dunk at rim (assist by D. Exum),,103,116
4,3:02.0,,Shooting foul by E. Udoh (drawn by D. Schröder),103,116
4,3:02.0,,D. Schröder makes free throw 1 of 2,103,117
4,3:02.0,,D. Schröder makes free throw 2 of 2,103,118
4,2:52.0,D. Exum misses 2-pt layup from 2 ft (block by N. Noel),,103,118
4,2:49.0,,Defensive rebound by D. Schröder,103,118
4,2:47.0,,Shooting foul by G. Niang (drawn by R. Westbrook),103,118
4,2:47.0,,R. Westbrook misses free throw 1 of 2,103,118
4,2:47.0,,Offensive rebound by Team,103,118
4,2:47.0,,R. Westbrook makes free throw 2 of 2,103,119
4,2:33.0,G. Niang makes 3-pt jump shot from 23 ft (assist by E. Udoh),,106,119
4,2:18.0,,D. Schröder makes 2-pt jump shot from 11 ft,106,121
4,2:04.0,Shooting foul by N. Noel (drawn by D. Exum),,106,121
4,2:04.0,D. Exum makes free throw 1 of 2,,107,121
4,2:04.0,D. Exum makes free throw 2 of 2,,108,121
4,1:51.0,,Turnover by D. Schröder (bad pass),108,121
4,1:41.0,G. Niang misses 3-pt jump shot from 23 ft,,108,121
4,1:39.0,,Defensive rebound by Á. Abrines,108,121
4,1:26.0,,Shooting foul by R. O'Neale (drawn by R. Westbrook),108,121
4,1:26.0,,R. Westbrook makes free throw 1 of 2,108,122
4,1:26.0,,D. Burton enters the game for D. Schröder,108,122
4,1:26.0,,R. Westbrook misses free throw 2 of 2,108,122
4,1:23.0,Defensive rebound by T. Sefolosha,,108,122
4,1:23.0,Personal take foul by R. Westbrook (drawn by T. Sefolosha),,108,122
4,1:23.0,T. Sefolosha misses free throw 1 of 2,,108,122
4,1:23.0,Offensive rebound by Team,,108,122
4,1:23.0,,A. Nader enters the game for R. Westbrook,108,122
4,1:23.0,T. Sefolosha makes free throw 2 of 2,,109,122
4,1:03.0,,D. Burton misses 3-pt jump shot from 23 ft,109,122
4,0:59.0,Defensive rebound by G. Niang,,109,122
4,0:57.0,Shooting foul by D. Burton (drawn by G. Niang),,109,122
4,0:57.0,G. Niang makes free throw 1 of 2,,110,122
4,0:57.0,G. Niang makes free throw 2 of 2,,111,122
4,0:39.0,,Turnover by N. Noel (bad pass; steal by T. Sefolosha),111,122
4,0:35.0,T. Sefolosha makes 2-pt dunk from 1 ft (assist by G. Niang),,113,122
4,0:11.0,,Turnover by Team (shot clock),113,122
