QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
4,6:07.0,,Turnover by D. Smith (bad pass; steal by F. Ntilikina),108,92
4,6:00.0,Turnover by F. Ntilikina (bad pass; steal by D. Finney-Smith),,108,92
4,5:54.0,,D. Smith misses 2-pt layup from 1 ft,108,92
4,5:52.0,Defensive rebound by A. Trier,,108,92
4,5:34.0,E. Freedom misses 2-pt jump shot from 7 ft,,108,92
4,5:32.0,,Defensive rebound by D. Jordan,108,92
4,5:27.0,,Personal foul by A. Trier (drawn by L. Dončić),108,92
4,5:19.0,,L. Dončić makes 3-pt jump shot from 25 ft,108,95
4,5:02.0,New York full timeout,,108,95
4,5:02.0,D. Dotson enters the game for E. Freedom,,108,95
4,4:57.0,Turnover by T. Hardaway (bad pass; steal by D. Finney-Smith),,108,95
4,4:57.0,,Personal foul by D. Dotson (drawn by L. Dončić),108,95
4,4:44.0,,H. Barnes misses 3-pt jump shot from 23 ft,108,95
4,4:40.0,Defensive rebound by D. Dotson,,108,95
4,4:40.0,Personal foul by D. Finney-Smith (drawn by D. Dotson),,108,95
4,4:40.0,D. Dotson misses free throw 1 of 2,,108,95
4,4:40.0,Offensive rebound by Team,,108,95
4,4:40.0,,W. Matthews enters the game for D. Finney-Smith,108,95
4,4:40.0,D. Dotson misses free throw 2 of 2,,108,95
4,4:37.0,,Defensive rebound by D. Jordan,108,95
4,4:22.0,,H. Barnes misses 2-pt jump shot from 9 ft,108,95
4,4:20.0,,Offensive rebound by D. Jordan,108,95
4,4:19.0,,D. Jordan misses 2-pt layup at rim,108,95
4,4:17.0,Defensive rebound by M. Robinson,,108,95
4,4:10.0,Shooting foul by D. Smith (drawn by F. Ntilikina),,108,95
4,4:10.0,F. Ntilikina makes free throw 1 of 2,,109,95
4,4:10.0,F. Ntilikina makes free throw 2 of 2,,110,95
4,3:51.0,,H. Barnes misses 2-pt layup at rim (block by M. Robinson),110,95
4,3:48.0,Defensive rebound by D. Dotson,,110,95
4,3:34.0,Personal foul by D. Jordan (drawn by A. Trier),,110,95
4,3:34.0,A. Trier makes free throw 1 of 2,,111,95
4,3:34.0,A. Trier makes free throw 2 of 2,,112,95
4,3:21.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Jordan),112,98
4,2:54.0,A. Trier makes 2-pt layup from 1 ft,,114,98
4,2:42.0,,Personal foul by M. Robinson (drawn by W. Matthews),114,98
4,2:42.0,,W. Matthews makes free throw 1 of 2,114,99
4,2:42.0,,W. Matthews makes free throw 2 of 2,114,100
4,2:25.0,Turnover by A. Trier (back court),,114,100
4,2:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,114,100
4,2:13.0,Defensive rebound by D. Dotson,,114,100
4,1:55.0,Shooting foul by D. Smith (drawn by A. Trier),,114,100
4,1:55.0,A. Trier makes free throw 1 of 2,,115,100
4,1:55.0,A. Trier makes free throw 2 of 2,,116,100
4,1:38.0,,D. Smith makes 2-pt jump shot from 19 ft (assist by W. Matthews),116,102
4,1:17.0,A. Trier makes 2-pt jump shot from 20 ft,,118,102
4,1:07.0,,L. Dončić makes 3-pt jump shot from 24 ft (assist by H. Barnes),118,105
4,0:50.0,,Violation by Team (kicked ball),118,105
4,0:38.0,D. Dotson misses 2-pt jump shot from 17 ft,,118,105
4,0:35.0,,Defensive rebound by D. Smith,118,105
4,0:29.0,,Personal foul by M. Robinson (drawn by D. Smith),118,105
4,0:29.0,,D. Smith makes free throw 1 of 2,118,106
4,0:29.0,,M. Kleber enters the game for D. Jordan,118,106
4,0:29.0,,D. Smith misses free throw 2 of 2,118,106
4,0:27.0,Defensive rebound by M. Robinson,,118,106
4,0:08.0,D. Dotson misses 2-pt jump shot from 15 ft,,118,106
4,0:05.0,,Defensive rebound by L. Dončić,118,106
