QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
4,10:15.0,J. Randle makes free throw 1 of 2,,103,108
4,10:15.0,J. Randle makes free throw 2 of 2,,104,108
4,9:59.0,,Personal foul by T. Frazier (drawn by S. Curry),104,108
4,9:49.0,,C. Swanigan makes 3-pt jump shot from 23 ft (assist by E. Turner),104,111
4,9:35.0,Offensive foul by T. Frazier (drawn by S. Curry),,104,111
4,9:35.0,Turnover by T. Frazier (offensive foul),,104,111
4,9:19.0,,Turnover by E. Turner (back court),104,111
4,9:04.0,Turnover by J. Randle (lost ball; steal by N. Stauskas),,104,111
4,9:00.0,,E. Turner misses 2-pt layup from 1 ft,104,111
4,8:59.0,Defensive rebound by Team,,104,111
4,8:59.0,,Loose ball foul by C. Swanigan (drawn by J. Randle),104,111
4,8:59.0,J. Holiday enters the game for I. Clark,,104,111
4,8:59.0,E. Moore enters the game for S. Hill,,104,111
4,8:49.0,Turnover by N. Mirotić (turnover),,104,111
4,8:35.0,,Z. Collins makes 3-pt jump shot from 26 ft (assist by E. Turner),104,114
4,8:13.0,J. Randle misses 2-pt jump shot from 2 ft,,104,114
4,8:11.0,,Defensive rebound by E. Turner,104,114
4,8:09.0,,Turnover by E. Turner (bad pass),104,114
4,8:09.0,,A. Aminu enters the game for Z. Collins,104,114
4,8:09.0,,J. Nurkić enters the game for C. Swanigan,104,114
4,7:57.0,Personal foul by A. Aminu (drawn by J. Holiday),,104,114
4,7:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,104,114
4,7:48.0,,Defensive rebound by E. Turner,104,114
4,7:38.0,,Offensive foul by J. Nurkić (drawn by T. Frazier),104,114
4,7:38.0,,Turnover by J. Nurkić (offensive foul),104,114
4,7:38.0,,D. Lillard enters the game for S. Curry,104,114
4,7:38.0,,C. McCollum enters the game for N. Stauskas,104,114
4,7:29.0,J. Holiday makes 2-pt dunk from 1 ft (assist by T. Frazier),,106,114
4,7:06.0,,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),106,116
4,6:59.0,Turnover by J. Holiday (bad pass; steal by C. McCollum),,106,116
4,6:46.0,,D. Lillard makes 2-pt jump shot from 20 ft,106,118
4,6:29.0,E. Moore makes 2-pt jump shot from 12 ft (assist by J. Randle),,108,118
4,6:13.0,,Shooting foul by N. Mirotić (drawn by C. McCollum),108,118
4,6:13.0,,Portland full timeout,108,118
4,6:13.0,,C. McCollum makes free throw 1 of 2,108,119
4,6:13.0,,C. McCollum makes free throw 2 of 2,108,120
4,6:01.0,E. Moore misses 3-pt jump shot from 26 ft,,108,120
4,5:59.0,Offensive rebound by J. Randle,,108,120
4,5:56.0,J. Randle misses 2-pt hook shot from 4 ft,,108,120
4,5:54.0,,Defensive rebound by E. Turner,108,120
4,5:35.0,,A. Aminu misses 2-pt jump shot from 15 ft,108,120
4,5:33.0,Defensive rebound by J. Holiday,,108,120
4,5:26.0,N. Mirotić misses 3-pt jump shot from 27 ft,,108,120
4,5:23.0,,Defensive rebound by E. Turner,108,120
4,5:03.0,,Turnover by C. McCollum (bad pass; steal by J. Holiday),108,120
4,5:01.0,Turnover by J. Holiday (bad pass),,108,120
4,4:44.0,,A. Aminu makes 2-pt layup from 2 ft (assist by C. McCollum),108,122
4,4:44.0,,Shooting foul by J. Randle (drawn by A. Aminu),108,122
4,4:44.0,,A. Aminu makes free throw 1 of 1,108,123
4,4:44.0,I. Clark enters the game for T. Frazier,,108,123
4,4:23.0,Shooting foul by J. Nurkić (drawn by J. Holiday),,108,123
4,4:23.0,J. Holiday makes free throw 1 of 2,,109,123
4,4:23.0,J. Holiday makes free throw 2 of 2,,110,123
4,4:09.0,,J. Nurkić makes 2-pt hook shot from 3 ft (assist by D. Lillard),110,125
4,3:55.0,N. Mirotić misses 3-pt jump shot from 26 ft,,110,125
4,3:52.0,,Defensive rebound by D. Lillard,110,125
4,3:33.0,,E. Turner misses 3-pt jump shot from 23 ft,110,125
4,3:31.0,,Offensive rebound by D. Lillard,110,125
4,3:22.0,,E. Turner makes 2-pt layup from 1 ft,110,127
4,3:22.0,New Orleans full timeout,,110,127
4,3:22.0,C. Diallo enters the game for J. Holiday,,110,127
4,3:22.0,F. Jackson enters the game for N. Mirotić,,110,127
4,3:22.0,J. Okafor enters the game for E. Moore,,110,127
4,3:22.0,K. Williams enters the game for J. Randle,,110,127
4,3:07.0,I. Clark makes 2-pt jump shot from 8 ft,,112,127
4,2:44.0,,Turnover by D. Lillard (bad pass; steal by I. Clark),112,127
4,2:38.0,F. Jackson misses 2-pt layup from 3 ft,,112,127
4,2:34.0,,Defensive rebound by A. Aminu,112,127
4,2:21.0,,E. Turner misses 2-pt layup from 1 ft,112,127
4,2:19.0,Defensive rebound by J. Okafor,,112,127
4,2:01.0,I. Clark misses 3-pt jump shot from 27 ft,,112,127
4,2:00.0,,Defensive rebound by J. Nurkić,112,127
4,1:51.0,,Portland full timeout,112,127
4,1:51.0,,W. Baldwin enters the game for A. Aminu,112,127
4,1:51.0,,J. Layman enters the game for D. Lillard,112,127
4,1:51.0,,A. Simons enters the game for C. McCollum,112,127
4,1:51.0,,N. Stauskas enters the game for J. Nurkić,112,127
4,1:51.0,,C. Swanigan enters the game for E. Turner,112,127
4,1:42.0,,A. Simons misses 3-pt jump shot from 25 ft,112,127
4,1:39.0,Defensive rebound by K. Williams,,112,127
4,1:29.0,K. Williams makes 3-pt jump shot from 24 ft (assist by C. Diallo),,115,127
4,1:15.0,,A. Simons makes 2-pt jump shot from 10 ft,115,129
4,1:06.0,K. Williams makes 2-pt layup from 2 ft,,117,129
4,0:51.0,,J. Layman makes 3-pt jump shot from 24 ft (assist by N. Stauskas),117,132
4,0:45.0,Personal foul by A. Simons (drawn by I. Clark),,117,132
4,0:45.0,I. Clark makes free throw 1 of 2,,118,132
4,0:45.0,I. Clark makes free throw 2 of 2,,119,132
4,0:33.0,,W. Baldwin misses 2-pt jump shot from 17 ft,119,132
4,0:31.0,Defensive rebound by C. Diallo,,119,132
4,0:24.0,J. Okafor misses 2-pt jump shot from 12 ft,,119,132
4,0:21.0,,Defensive rebound by C. Swanigan,119,132
