QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
4,6:47.0,Personal foul by E. Gordon (drawn by R. Westbrook),,95,100
4,6:47.0,S. Adams enters the game for N. Noel,,95,100
4,6:47.0,P. George enters the game for D. Schröder,,95,100
4,6:47.0,,N. Hilário enters the game for C. Capela,95,100
4,6:47.0,,P. Tucker enters the game for D. House,95,100
4,6:36.0,J. Grant misses 3-pt jump shot from 23 ft,,95,100
4,6:30.0,Offensive rebound by P. George,,95,100
4,6:26.0,P. George misses 2-pt jump shot from 20 ft,,95,100
4,6:21.0,,Defensive rebound by N. Hilário,95,100
4,6:11.0,,E. Gordon makes 2-pt layup from 1 ft,95,102
4,6:11.0,Oklahoma City full timeout,,95,102
4,5:54.0,Turnover by R. Westbrook (bad pass; steal by N. Hilário),,95,102
4,5:49.0,,Turnover by J. Harden (bad pass; steal by P. George),95,102
4,5:44.0,Personal foul by P. Tucker (drawn by P. George),,95,102
4,5:44.0,D. Schröder enters the game for H. Diallo,,95,102
4,5:36.0,Turnover by R. Westbrook (bad pass; steal by E. Gordon),,95,102
4,5:29.0,,Personal foul by R. Westbrook (drawn by J. Harden),95,102
4,5:14.0,,J. Harden makes 2-pt jump shot from 11 ft,95,104
4,4:59.0,J. Grant makes 2-pt layup from 2 ft (assist by D. Schröder),,97,104
4,4:39.0,,Turnover by E. Gordon (traveling),97,104
4,4:30.0,P. George misses 3-pt jump shot from 25 ft,,97,104
4,4:27.0,Offensive rebound by R. Westbrook,,97,104
4,4:27.0,Personal foul by P. Tucker (drawn by R. Westbrook),,97,104
4,4:16.0,Shooting foul by A. Rivers (drawn by S. Adams),,97,104
4,4:16.0,S. Adams misses free throw 1 of 2,,97,104
4,4:16.0,Offensive rebound by Team,,97,104
4,4:16.0,,C. Capela enters the game for N. Hilário,97,104
4,4:16.0,S. Adams makes free throw 2 of 2,,98,104
4,3:58.0,,J. Harden misses 3-pt jump shot from 25 ft,98,104
4,3:54.0,,Offensive rebound by E. Gordon,98,104
4,3:52.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by E. Gordon),98,107
4,3:39.0,J. Grant makes 3-pt jump shot from 23 ft (assist by D. Schröder),,101,107
4,3:13.0,,J. Harden misses 2-pt jump shot from 20 ft,101,107
4,3:10.0,Defensive rebound by P. George,,101,107
4,2:57.0,J. Grant makes 2-pt dunk from 1 ft (assist by S. Adams),,103,107
4,2:31.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by E. Gordon),103,110
4,2:14.0,Turnover by P. George (offensive foul),,103,110
4,2:14.0,Offensive foul by P. George (drawn by P. Tucker),,103,110
4,1:53.0,,J. Harden misses 3-pt jump shot from 26 ft,103,110
4,1:51.0,Defensive rebound by R. Westbrook,,103,110
4,1:47.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,106,110
4,1:40.0,,Houston full timeout,106,110
4,1:26.0,,J. Harden misses 3-pt jump shot from 33 ft,106,110
4,1:21.0,Defensive rebound by D. Schröder,,106,110
4,1:08.0,R. Westbrook misses 2-pt jump shot from 14 ft,,106,110
4,1:03.0,,Defensive rebound by C. Capela,106,110
4,0:46.0,,Turnover by J. Harden (lost ball; steal by P. George),106,110
4,0:43.0,Personal foul by J. Harden (drawn by P. George),,106,110
4,0:43.0,P. George makes free throw 1 of 2,,107,110
4,0:43.0,P. George makes free throw 2 of 2,,108,110
4,0:37.0,,Personal foul by D. Schröder (drawn by A. Rivers),108,110
4,0:20.0,,J. Harden makes 2-pt jump shot from 7 ft,108,112
4,0:20.0,Oklahoma City full timeout,,108,112
4,0:15.0,Shooting foul by A. Rivers (drawn by R. Westbrook),,108,112
4,0:15.0,R. Westbrook makes free throw 1 of 2,,109,112
4,0:15.0,,N. Hilário enters the game for C. Capela,109,112
4,0:15.0,R. Westbrook misses free throw 2 of 2,,109,112
4,0:15.0,,Defensive rebound by P. Tucker,109,112
4,0:07.0,,Personal take foul by S. Adams (drawn by A. Rivers),109,112
4,0:07.0,,A. Rivers misses free throw 1 of 2,109,112
4,0:07.0,,Offensive rebound by Team,109,112
4,0:07.0,,C. Capela enters the game for N. Hilário,109,112
4,0:07.0,,A. Rivers makes free throw 2 of 2,109,113
4,0:07.0,Oklahoma City full timeout,,109,113
4,0:06.0,P. George misses 3-pt jump shot from 25 ft,,109,113
4,0:02.0,Offensive rebound by J. Grant,,109,113
4,0:00.0,P. George misses 3-pt jump shot from 26 ft,,109,113
4,0:00.0,Offensive rebound by R. Westbrook,,109,113
4,0:00.0,R. Westbrook misses 2-pt layup at rim,,109,113
4,0:00.0,Offensive rebound by Team,,109,113
