QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
4,0:25.0,V. Oladipo makes free throw 2 of 2,,104,99
4,0:17.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by K. Dunn),104,102
4,0:16.0,Indiana full timeout,,104,102
4,0:16.0,D. Collison enters the game for C. Joseph,,104,102
4,0:16.0,D. McDermott enters the game for M. Turner,,104,102
4,0:16.0,D. Sabonis enters the game for T. Young,,104,102
4,0:16.0,,S. Harrison enters the game for A. Blakeney,104,102
4,0:14.0,Personal take foul by S. Harrison (drawn by B. Bogdanović),,104,102
4,0:14.0,B. Bogdanović misses free throw 1 of 2,,104,102
4,0:14.0,Offensive rebound by Team,,104,102
4,0:14.0,C. Joseph enters the game for D. Collison,,104,102
4,0:14.0,M. Turner enters the game for D. McDermott,,104,102
4,0:14.0,T. Young enters the game for D. Sabonis,,104,102
4,0:14.0,,A. Blakeney enters the game for S. Harrison,104,102
4,0:14.0,B. Bogdanović makes free throw 2 of 2,,105,102
4,0:03.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by K. Dunn),105,105
1OT,4:45.0,,L. Markkanen misses 3-pt jump shot from 27 ft,105,105
1OT,4:42.0,,Offensive rebound by Z. LaVine,105,105
1OT,4:37.0,,K. Dunn misses 2-pt jump shot from 6 ft,105,105
1OT,4:35.0,Defensive rebound by C. Joseph,,105,105
1OT,4:32.0,V. Oladipo misses 3-pt jump shot from 25 ft,,105,105
1OT,4:28.0,,Defensive rebound by Z. LaVine,105,105
1OT,4:16.0,,Z. LaVine misses 2-pt jump shot from 13 ft,105,105
1OT,4:13.0,Defensive rebound by B. Bogdanović,,105,105
1OT,4:01.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by C. Joseph),,107,105
1OT,3:46.0,,L. Markkanen makes 2-pt jump shot from 11 ft (assist by K. Dunn),107,107
1OT,3:31.0,Turnover by D. Sabonis (bad pass; steal by S. Harrison),,107,107
1OT,3:15.0,,L. Markkanen makes 2-pt jump shot from 7 ft (assist by K. Dunn),107,109
1OT,3:02.0,D. Sabonis misses 2-pt jump shot from 14 ft,,107,109
1OT,3:00.0,,Defensive rebound by K. Dunn,107,109
1OT,2:40.0,,Personal foul by T. Young (drawn by Z. LaVine),107,109
1OT,2:40.0,D. Collison enters the game for C. Joseph,,107,109
1OT,2:40.0,M. Turner enters the game for D. Sabonis,,107,109
1OT,2:26.0,,L. Markkanen misses 2-pt layup from 3 ft,107,109
1OT,2:26.0,Defensive rebound by Team,,107,109
1OT,2:26.0,,Loose ball foul by L. Markkanen (drawn by V. Oladipo),107,109
1OT,2:19.0,Personal foul by K. Dunn (drawn by V. Oladipo),,107,109
1OT,2:14.0,Shooting foul by Z. LaVine (drawn by V. Oladipo),,107,109
1OT,2:14.0,V. Oladipo makes free throw 1 of 2,,108,109
1OT,2:14.0,V. Oladipo misses free throw 2 of 2,,108,109
1OT,2:11.0,,Defensive rebound by S. Harrison,108,109
1OT,1:50.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by S. Harrison),108,111
1OT,1:30.0,V. Oladipo makes 2-pt layup from 2 ft,,110,111
1OT,1:12.0,,K. Dunn makes 2-pt dunk from 1 ft (assist by Z. LaVine),110,113
1OT,0:55.0,V. Oladipo makes 3-pt jump shot from 26 ft,,113,113
1OT,0:41.0,,Turnover by Z. LaVine (traveling),113,113
1OT,0:30.0,M. Turner makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,116,113
1OT,0:09.0,,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),116,116
1OT,0:09.0,Indiana full timeout,,116,116
1OT,0:01.0,V. Oladipo makes 3-pt jump shot from 27 ft,,119,116
1OT,0:00.0,,Chicago full timeout,119,116
