QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
4,7:28.0,Defensive rebound by P. Connaughton,,109,104
4,7:21.0,G. Hill misses 3-pt jump shot from 24 ft,,109,104
4,7:17.0,Offensive rebound by P. Connaughton,,109,104
4,7:13.0,B. Lopez makes 2-pt layup from 2 ft (assist by T. Frazier),,111,104
4,7:04.0,,T. Young misses 2-pt jump shot from 15 ft,111,104
4,7:04.0,Defensive rebound by B. Colson,,111,104
4,6:58.0,Milwaukee full timeout,,111,104
4,6:58.0,E. İlyasova enters the game for B. Colson,,111,104
4,6:58.0,D. Wilson enters the game for B. Lopez,,111,104
4,6:53.0,P. Connaughton makes 2-pt layup from 1 ft (assist by T. Frazier),,113,104
4,6:53.0,Shooting foul by D. Davis (drawn by P. Connaughton),,113,104
4,6:53.0,P. Connaughton makes free throw 1 of 1,,114,104
4,6:41.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by K. Bazemore),114,107
4,6:31.0,D. Wilson misses 3-pt jump shot from 23 ft,,114,107
4,6:29.0,,Defensive rebound by K. Bazemore,114,107
4,6:24.0,,K. Bazemore misses 3-pt jump shot from 25 ft,114,107
4,6:19.0,Defensive rebound by E. İlyasova,,114,107
4,6:06.0,G. Hill misses 2-pt jump shot from 16 ft (block by D. Davis),,114,107
4,6:03.0,,Defensive rebound by J. Collins,114,107
4,6:01.0,,D. Davis makes 2-pt dunk from 1 ft (assist by T. Young),114,109
4,5:41.0,,Violation by Team (kicked ball),114,109
4,5:41.0,,J. Anderson enters the game for K. Huerter,114,109
4,5:38.0,Turnover by E. İlyasova (traveling),,114,109
4,5:33.0,,K. Bazemore misses 2-pt layup from 1 ft,114,109
4,5:31.0,Defensive rebound by E. İlyasova,,114,109
4,5:19.0,P. Connaughton misses 3-pt jump shot from 26 ft,,114,109
4,5:15.0,Offensive rebound by T. Frazier,,114,109
4,5:11.0,Turnover by T. Frazier (lost ball; steal by T. Young),,114,109
4,5:09.0,,Personal foul by D. Wilson (drawn by J. Anderson),114,109
4,5:01.0,,J. Collins makes 2-pt jump shot from 16 ft (assist by J. Anderson),114,111
4,4:42.0,E. İlyasova misses 3-pt jump shot from 24 ft,,114,111
4,4:40.0,Offensive rebound by T. Frazier,,114,111
4,4:37.0,G. Hill misses 3-pt jump shot from 24 ft,,114,111
4,4:33.0,,Defensive rebound by T. Young,114,111
4,4:29.0,,T. Young misses 2-pt layup from 1 ft,114,111
4,4:26.0,,Offensive rebound by J. Collins,114,111
4,4:26.0,,J. Collins misses 2-pt dunk from 1 ft,114,111
4,4:25.0,Defensive rebound by T. Frazier,,114,111
4,4:25.0,Turnover by T. Frazier (bad pass),,114,111
4,4:25.0,S. Brown enters the game for P. Connaughton,,114,111
4,4:13.0,,T. Young misses 3-pt jump shot from 26 ft,114,111
4,4:06.0,Defensive rebound by S. Brown,,114,111
4,3:47.0,G. Hill misses 2-pt layup from 1 ft (block by D. Davis),,114,111
4,3:44.0,Offensive rebound by E. İlyasova,,114,111
4,3:38.0,S. Brown makes 2-pt layup from 1 ft,,116,111
4,3:18.0,,D. Davis makes 2-pt layup at rim (assist by T. Young),116,113
4,3:17.0,Milwaukee full timeout,,116,113
4,3:17.0,B. Colson enters the game for G. Hill,,116,113
4,3:17.0,P. Connaughton enters the game for E. İlyasova,,116,113
4,3:17.0,B. Lopez enters the game for D. Wilson,,116,113
4,3:17.0,,D. Bembry enters the game for K. Bazemore,116,113
4,3:17.0,,A. Len enters the game for D. Davis,116,113
4,3:02.0,S. Brown misses 2-pt layup from 6 ft,,116,113
4,3:00.0,,Defensive rebound by J. Anderson,116,113
4,3:00.0,,Turnover by J. Anderson (out of bounds lost ball),116,113
4,2:54.0,S. Brown misses 3-pt jump shot from 25 ft,,116,113
4,2:51.0,,Defensive rebound by D. Bembry,116,113
4,2:41.0,,J. Anderson makes 2-pt dunk from 1 ft (assist by T. Young),116,115
4,2:19.0,B. Lopez misses 2-pt jump shot from 11 ft,,116,115
4,2:17.0,,Defensive rebound by A. Len,116,115
4,2:00.0,,Turnover by D. Bembry (bad pass; steal by S. Brown),116,115
4,1:56.0,S. Brown makes 2-pt layup from 1 ft,,118,115
4,1:51.0,,T. Young misses 3-pt jump shot from 35 ft,118,115
4,1:45.0,Defensive rebound by P. Connaughton,,118,115
4,1:40.0,B. Colson misses 3-pt jump shot from 23 ft,,118,115
4,1:37.0,,Defensive rebound by J. Collins,118,115
4,1:30.0,,J. Anderson misses 3-pt jump shot from 25 ft,118,115
4,1:27.0,Defensive rebound by S. Brown,,118,115
4,1:12.0,S. Brown makes 2-pt layup from 1 ft,,120,115
4,1:12.0,,Atlanta full timeout,120,115
4,1:12.0,G. Hill enters the game for B. Colson,,120,115
4,1:04.0,,Personal foul by T. Frazier (drawn by T. Young),120,115
4,0:59.0,,A. Len makes 2-pt layup from 2 ft,120,117
4,0:53.0,Turnover by S. Brown (lost ball; steal by J. Anderson),,120,117
4,0:48.0,,Shooting foul by B. Lopez (drawn by D. Bembry),120,117
4,0:48.0,,D. Bembry makes free throw 1 of 2,120,118
4,0:48.0,D. Wilson enters the game for G. Hill,,120,118
4,0:48.0,,D. Bembry makes free throw 2 of 2,120,119
4,0:30.0,S. Brown misses 2-pt layup from 1 ft,,120,119
4,0:30.0,Offensive rebound by P. Connaughton,,120,119
4,0:30.0,P. Connaughton makes 2-pt dunk at rim,,122,119
4,0:30.0,,Atlanta full timeout,122,119
4,0:30.0,G. Hill enters the game for D. Wilson,,122,119
4,0:24.0,,J. Collins misses 3-pt jump shot from 23 ft,122,119
4,0:21.0,,Offensive rebound by T. Young,122,119
4,0:19.0,,A. Len makes 3-pt jump shot from 25 ft (assist by T. Young),122,122
4,0:02.0,S. Brown misses 2-pt jump shot from 20 ft,,122,122
4,0:02.0,,Defensive rebound by A. Len,122,122
1OT,4:35.0,S. Brown misses 3-pt jump shot from 23 ft,,122,122
1OT,4:29.0,Offensive rebound by T. Frazier,,122,122
1OT,4:29.0,T. Frazier makes 2-pt layup at rim,,124,122
1OT,4:17.0,,T. Young misses 3-pt jump shot from 25 ft,124,122
1OT,4:15.0,Defensive rebound by E. İlyasova,,124,122
1OT,4:07.0,P. Connaughton misses 3-pt jump shot from 26 ft,,124,122
1OT,4:02.0,,Defensive rebound by J. Anderson,124,122
1OT,3:44.0,,A. Len misses 3-pt jump shot from 24 ft,124,122
1OT,3:40.0,Defensive rebound by P. Connaughton,,124,122
1OT,3:24.0,Shooting foul by A. Len (drawn by B. Lopez),,124,122
1OT,3:24.0,B. Lopez makes free throw 1 of 2,,125,122
1OT,3:24.0,D. Wilson enters the game for E. İlyasova,,125,122
1OT,3:24.0,B. Lopez makes free throw 2 of 2,,126,122
1OT,3:15.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by T. Young),126,125
1OT,2:53.0,Turnover by B. Lopez (lost ball; steal by J. Anderson),,126,125
1OT,2:48.0,,D. Bembry misses 2-pt layup from 1 ft,126,125
1OT,2:46.0,Defensive rebound by S. Brown,,126,125
1OT,2:43.0,D. Wilson makes 2-pt dunk from 1 ft (assist by S. Brown),,128,125
1OT,2:28.0,,J. Collins makes 2-pt layup from 4 ft (assist by T. Young),128,127
1OT,2:28.0,,Shooting foul by B. Lopez (drawn by J. Collins),128,127
1OT,2:28.0,E. İlyasova enters the game for B. Lopez,,128,127
1OT,2:28.0,,J. Collins misses free throw 1 of 1,128,127
1OT,2:22.0,Defensive rebound by P. Connaughton,,128,127
1OT,2:11.0,D. Wilson misses 2-pt layup from 4 ft,,128,127
1OT,2:08.0,,Defensive rebound by J. Anderson,128,127
1OT,2:01.0,,T. Young misses 2-pt jump shot from 14 ft,128,127
1OT,1:58.0,Defensive rebound by P. Connaughton,,128,127
1OT,1:45.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by S. Brown),,131,127
1OT,1:34.0,,Shooting foul by D. Wilson (drawn by D. Bembry),131,127
1OT,1:34.0,,D. Bembry misses free throw 1 of 2,131,127
1OT,1:34.0,,Offensive rebound by Team,131,127
1OT,1:34.0,G. Hill enters the game for P. Connaughton,,131,127
1OT,1:34.0,,D. Bembry makes free throw 2 of 2,131,128
1OT,1:16.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. Frazier),,133,128
1OT,1:16.0,,Atlanta full timeout,133,128
1OT,1:16.0,,K. Huerter enters the game for D. Bembry,133,128
1OT,1:06.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),133,130
1OT,0:46.0,T. Frazier misses 3-pt jump shot from 26 ft,,133,130
1OT,0:39.0,,Defensive rebound by J. Collins,133,130
1OT,0:38.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),133,132
1OT,0:33.0,Milwaukee full timeout,,133,132
1OT,0:33.0,P. Connaughton enters the game for D. Wilson,,133,132
1OT,0:25.0,S. Brown misses 2-pt jump shot from 19 ft,,133,132
1OT,0:22.0,,Defensive rebound by A. Len,133,132
1OT,0:06.0,,T. Young makes 2-pt jump shot from 10 ft,133,134
1OT,0:06.0,Milwaukee full timeout,,133,134
1OT,0:06.0,B. Lopez enters the game for E. İlyasova,,133,134
1OT,0:06.0,,D. Bembry enters the game for A. Len,133,134
1OT,0:01.0,S. Brown makes 2-pt layup from 1 ft,,135,134
1OT,0:01.0,,Atlanta full timeout,135,134
1OT,0:01.0,D. Wilson enters the game for P. Connaughton,,135,134
1OT,0:00.0,,T. Young makes 2-pt jump shot from 11 ft,135,136
