QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
4,1:29.0,C. Paul makes 2-pt jump shot from 10 ft,,75,98
4,1:06.0,,D. Schröder misses 2-pt jump shot from 19 ft,75,98
4,1:05.0,Defensive rebound by J. Harden,,75,98
4,0:59.0,C. Capela misses 2-pt layup from 1 ft,,75,98
4,0:59.0,Offensive rebound by C. Capela,,75,98
4,0:59.0,C. Capela makes 2-pt layup at rim,,77,98
4,0:59.0,,Oklahoma City full timeout,77,98
4,0:59.0,M. Chriss enters the game for C. Capela,,77,98
4,0:59.0,J. Ennis enters the game for J. Harden,,77,98
4,0:59.0,G. Green enters the game for C. Paul,,77,98
4,0:59.0,I. Hartenstein enters the game for P. Tucker,,77,98
4,0:59.0,,Á. Abrines enters the game for S. Adams,77,98
4,0:59.0,,H. Diallo enters the game for T. Ferguson,77,98
4,0:59.0,,T. Luwawu-Cabarrot enters the game for P. George,77,98
4,0:59.0,,A. Nader enters the game for J. Grant,77,98
4,0:59.0,,N. Noel enters the game for D. Schröder,77,98
4,0:42.0,,A. Nader misses 3-pt jump shot from 24 ft,77,98
4,0:39.0,Defensive rebound by M. Chriss,,77,98
4,0:24.0,M. Chriss misses 2-pt layup from 2 ft (block by N. Noel),,77,98
4,0:21.0,Offensive rebound by M. Chriss,,77,98
4,0:20.0,G. Green makes 3-pt jump shot from 25 ft (assist by M. Chriss),,80,98
