QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
4,3:56.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,114,103
4,3:35.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),114,106
4,3:13.0,J. Crowder misses 3-pt jump shot from 23 ft,,114,106
4,3:08.0,Offensive rebound by D. Exum,,114,106
4,3:06.0,D. Mitchell misses 3-pt jump shot from 27 ft,,114,106
4,3:06.0,,Defensive rebound by D. Fox,114,106
4,3:05.0,,Personal foul by D. Exum (drawn by D. Fox),114,106
4,3:05.0,,Y. Ferrell enters the game for N. Bjelica,114,106
4,2:55.0,,B. Hield makes 2-pt jump shot from 14 ft,114,108
4,2:38.0,D. Mitchell misses 3-pt jump shot from 25 ft,,114,108
4,2:33.0,,Defensive rebound by J. Jackson,114,108
4,2:25.0,,Turnover by D. Fox (bad pass; steal by D. Mitchell),114,108
4,2:22.0,D. Exum misses 2-pt layup from 3 ft (block by B. Hield),,114,108
4,2:22.0,Offensive rebound by Team,,114,108
4,2:17.0,Shooting foul by W. Cauley-Stein (drawn by R. Gobert),,114,108
4,2:17.0,R. Gobert makes free throw 1 of 2,,115,108
4,2:17.0,R. Gobert makes free throw 2 of 2,,116,108
4,2:05.0,,B. Hield makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),116,110
4,1:46.0,Shooting foul by W. Cauley-Stein (drawn by D. Mitchell),,116,110
4,1:46.0,D. Mitchell makes free throw 1 of 2,,117,110
4,1:46.0,D. Mitchell misses free throw 2 of 2,,117,110
4,1:46.0,,Defensive rebound by Team,117,110
4,1:45.0,Loose ball foul by R. Gobert (drawn by W. Cauley-Stein),,117,110
4,1:36.0,,B. Hield misses 2-pt jump shot from 15 ft,117,110
4,1:35.0,Defensive rebound by Team,,117,110
4,1:35.0,,Loose ball foul by B. Hield (drawn by J. Crowder),117,110
4,1:35.0,J. Crowder makes free throw 1 of 2,,118,110
4,1:35.0,J. Crowder makes free throw 2 of 2,,119,110
4,1:27.0,,B. Hield makes 2-pt jump shot from 12 ft,119,112
4,1:27.0,,H. Giles enters the game for Y. Ferrell,119,112
4,1:27.0,,I. Shumpert enters the game for B. Hield,119,112
4,1:11.0,Turnover by J. Ingles (lost ball; steal by W. Cauley-Stein),,119,112
4,1:11.0,,Sacramento full timeout,119,112
4,1:11.0,,Y. Ferrell enters the game for H. Giles,119,112
4,1:11.0,,B. Hield enters the game for I. Shumpert,119,112
4,1:01.0,,B. Hield misses 3-pt jump shot from 26 ft,119,112
4,1:00.0,Defensive rebound by Team,,119,112
4,0:42.0,D. Mitchell misses 2-pt jump shot from 11 ft,,119,112
4,0:39.0,,Defensive rebound by J. Jackson,119,112
4,0:36.0,,Shooting foul by R. Gobert (drawn by D. Fox),119,112
4,0:36.0,,D. Fox makes free throw 1 of 2,119,113
4,0:36.0,,D. Fox makes free throw 2 of 2,119,114
4,0:29.0,Personal foul by D. Fox (drawn by D. Exum),,119,114
4,0:29.0,D. Exum misses free throw 1 of 2,,119,114
4,0:29.0,Offensive rebound by Team,,119,114
4,0:29.0,D. Exum makes free throw 2 of 2,,120,114
4,0:22.0,,D. Fox misses 2-pt jump shot from 17 ft,120,114
4,0:20.0,,Offensive rebound by Team,120,114
4,0:20.0,Loose ball foul by D. Mitchell (drawn by W. Cauley-Stein),,120,114
4,0:20.0,,W. Cauley-Stein makes free throw 1 of 2,120,115
4,0:20.0,D. Favors enters the game for D. Exum,,120,115
4,0:20.0,,I. Shumpert enters the game for B. Hield,120,115
4,0:20.0,,W. Cauley-Stein misses free throw 2 of 2,120,115
4,0:19.0,Defensive rebound by D. Favors,,120,115
4,0:19.0,Personal foul by D. Fox (drawn by D. Favors),,120,115
4,0:19.0,D. Favors makes free throw 1 of 2,,121,115
4,0:19.0,D. Exum enters the game for J. Crowder,,121,115
4,0:19.0,,B. Hield enters the game for I. Shumpert,121,115
4,0:19.0,D. Favors misses free throw 2 of 2,,121,115
4,0:16.0,,Defensive rebound by D. Fox,121,115
4,0:14.0,,J. Jackson misses 3-pt jump shot from 25 ft,121,115
4,0:11.0,Defensive rebound by D. Mitchell,,121,115
4,0:11.0,Personal foul by B. Hield (drawn by D. Mitchell),,121,115
4,0:11.0,J. Crowder enters the game for D. Favors,,121,115
4,0:11.0,,N. Bjelica enters the game for B. Hield,121,115
4,0:11.0,D. Mitchell makes free throw 1 of 2,,122,115
4,0:11.0,D. Mitchell makes free throw 2 of 2,,123,115
4,0:04.0,,J. Jackson makes 2-pt layup from 1 ft,123,117
