QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
4,3:58.0,Defensive rebound by S. Labissière,,96,119
4,3:57.0,Personal foul by M. Plumlee (drawn by F. Mason),,96,119
4,3:57.0,,T. Welsh enters the game for M. Plumlee,96,119
4,3:45.0,B. McLemore misses 3-pt jump shot from 24 ft,,96,119
4,3:42.0,,Defensive rebound by T. Welsh,96,119
4,3:28.0,,M. Morris misses 2-pt jump shot from 10 ft,96,119
4,3:23.0,Defensive rebound by M. Bagley,,96,119
4,3:17.0,Shooting foul by J. Hernangómez (drawn by B. McLemore),,96,119
4,3:17.0,B. McLemore misses free throw 1 of 2,,96,119
4,3:17.0,Offensive rebound by Team,,96,119
4,3:17.0,B. McLemore misses free throw 2 of 2,,96,119
4,3:15.0,,Defensive rebound by J. Hernangómez,96,119
4,3:06.0,,T. Lyles misses 3-pt jump shot from 25 ft,96,119
4,3:03.0,,Offensive rebound by J. Hernangómez,96,119
4,3:01.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by J. Hernangómez),96,121
4,2:49.0,Turnover by F. Mason (bad pass; steal by J. Hernangómez),,96,121
4,2:45.0,,Offensive foul by J. Hernangómez (drawn by Y. Ferrell),96,121
4,2:45.0,,Turnover by J. Hernangómez (offensive foul),96,121
4,2:45.0,,D. Akoon-Purcell enters the game for T. Lyles,96,121
4,2:45.0,,T. Lydon enters the game for M. Morris,96,121
4,2:35.0,Shooting foul by T. Welsh (drawn by M. Bagley),,96,121
4,2:35.0,M. Bagley misses free throw 1 of 2,,96,121
4,2:35.0,Offensive rebound by Team,,96,121
4,2:35.0,M. Bagley makes free throw 2 of 2,,97,121
4,2:24.0,,T. Lydon makes 2-pt dunk from 1 ft (assist by T. Welsh),97,123
4,2:10.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by S. Labissière),,100,123
4,1:49.0,,M. Beasley misses 2-pt layup from 3 ft (block by M. Bagley),100,123
4,1:47.0,,Offensive rebound by T. Lydon,100,123
4,1:45.0,,D. Akoon-Purcell misses 2-pt jump shot from 20 ft,100,123
4,1:45.0,Defensive rebound by M. Bagley,,100,123
4,1:39.0,M. Bagley makes 2-pt layup from 1 ft,,102,123
4,1:32.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,102,123
4,1:29.0,Defensive rebound by S. Labissière,,102,123
4,1:28.0,Personal take foul by J. Hernangómez (drawn by Y. Ferrell),,102,123
4,1:28.0,Y. Ferrell makes free throw 1 of 2,,103,123
4,1:28.0,Y. Ferrell makes free throw 2 of 2,,104,123
4,1:14.0,,D. Akoon-Purcell misses 3-pt jump shot from 25 ft,104,123
4,1:09.0,Defensive rebound by F. Mason,,104,123
4,1:05.0,M. Bagley makes 2-pt layup from 3 ft,,106,123
4,0:49.0,,M. Beasley makes 2-pt jump shot from 22 ft (assist by T. Welsh),106,125
4,0:43.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by F. Mason),,109,125
4,0:30.0,,Shooting foul by M. Bagley (drawn by D. Akoon-Purcell),109,125
4,0:30.0,,D. Akoon-Purcell misses free throw 1 of 2,109,125
4,0:30.0,,Offensive rebound by Team,109,125
4,0:30.0,,D. Akoon-Purcell makes free throw 2 of 2,109,126
4,0:21.0,F. Mason makes 3-pt jump shot from 25 ft,,112,126
