QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
4,5:09.0,,Personal foul by T. Ferguson (drawn by D. Mitchell),100,93
4,5:09.0,D. Schröder enters the game for T. Ferguson,,100,93
4,4:57.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Rubio),100,95
4,4:39.0,P. George makes 2-pt jump shot from 16 ft,,102,95
4,4:26.0,,R. Gobert misses 2-pt layup from 2 ft,102,95
4,4:24.0,Defensive rebound by P. George,,102,95
4,4:11.0,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,104,95
4,3:52.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),104,97
4,3:35.0,P. George makes 2-pt jump shot from 16 ft,,106,97
4,3:22.0,,Personal foul by J. Grant (drawn by R. Gobert),106,97
4,3:22.0,,R. Gobert makes free throw 1 of 2,106,98
4,3:22.0,,R. Gobert makes free throw 2 of 2,106,99
4,3:08.0,Turnover by R. Westbrook (bad pass; steal by J. Ingles),,106,99
4,3:05.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),106,101
4,2:39.0,J. Grant misses 2-pt jump shot from 10 ft,,106,101
4,2:37.0,,Defensive rebound by R. Rubio,106,101
4,2:31.0,,J. Ingles misses 3-pt jump shot from 23 ft,106,101
4,2:28.0,,Offensive rebound by J. Crowder,106,101
4,2:27.0,,J. Crowder makes 2-pt jump shot from 6 ft,106,103
4,2:08.0,P. George misses 2-pt jump shot from 20 ft,,106,103
4,2:07.0,Offensive rebound by S. Adams,,106,103
4,2:07.0,Shooting foul by R. Rubio (drawn by S. Adams),,106,103
4,2:07.0,S. Adams makes free throw 1 of 2,,107,103
4,2:07.0,S. Adams misses free throw 2 of 2,,107,103
4,2:06.0,,Defensive rebound by J. Crowder,107,103
4,1:49.0,,R. Rubio misses 2-pt jump shot from 9 ft,107,103
4,1:46.0,Defensive rebound by R. Westbrook,,107,103
4,1:38.0,S. Adams misses 2-pt layup from 3 ft (block by R. Gobert),,107,103
4,1:35.0,,Defensive rebound by R. Gobert,107,103
4,1:32.0,,D. Mitchell misses 3-pt jump shot from 27 ft,107,103
4,1:28.0,Defensive rebound by S. Adams,,107,103
4,1:24.0,Shooting foul by D. Mitchell (drawn by J. Grant),,107,103
4,1:24.0,J. Grant misses free throw 1 of 2,,107,103
4,1:24.0,Offensive rebound by Team,,107,103
4,1:24.0,J. Grant misses free throw 2 of 2,,107,103
4,1:22.0,,Defensive rebound by D. Mitchell,107,103
4,1:09.0,,Turnover by R. Rubio (traveling),107,103
4,0:52.0,R. Westbrook misses 2-pt jump shot from 12 ft,,107,103
4,0:50.0,,Defensive rebound by D. Mitchell,107,103
4,0:47.0,,D. Mitchell makes 2-pt layup from 1 ft,107,105
4,0:34.0,Oklahoma City full timeout,,107,105
4,0:34.0,Oklahoma City full timeout,,107,105
4,0:32.0,Turnover by D. Schröder (bad pass; steal by D. Mitchell),,107,105
4,0:29.0,,Turnover by D. Mitchell (lost ball; steal by D. Schröder),107,105
4,0:11.0,R. Westbrook misses 3-pt jump shot from 26 ft,,107,105
4,0:08.0,,Defensive rebound by D. Mitchell,107,105
4,0:07.0,,Utah full timeout,107,105
4,0:07.0,T. Ferguson enters the game for D. Schröder,,107,105
4,0:07.0,,K. Korver enters the game for J. Crowder,107,105
4,0:01.0,,Shooting foul by R. Westbrook (drawn by D. Mitchell),107,105
4,0:01.0,,D. Mitchell misses free throw 1 of 2,107,105
4,0:01.0,,Offensive rebound by Team,107,105
4,0:01.0,D. Schröder enters the game for R. Westbrook,,107,105
4,0:01.0,,D. Favors enters the game for K. Korver,107,105
4,0:01.0,,Utah full timeout,107,105
4,0:01.0,N. Noel enters the game for T. Ferguson,,107,105
4,0:01.0,,J. Crowder enters the game for R. Rubio,107,105
4,0:01.0,,D. Mitchell makes free throw 2 of 2,107,106
4,0:00.0,D. Schröder misses 3-pt jump shot from 71 ft,,107,106
4,0:00.0,Offensive rebound by Team,,107,106
