QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
4,3:47.0,Defensive rebound by C. Joseph,,92,80
4,3:33.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by C. Joseph),,94,80
4,3:33.0,Shooting foul by I. Smith (drawn by B. Bogdanović),,94,80
4,3:33.0,,L. Galloway enters the game for I. Smith,94,80
4,3:33.0,B. Bogdanović makes free throw 1 of 1,,95,80
4,3:16.0,,R. Jackson misses 3-pt jump shot from 24 ft,95,80
4,3:14.0,Defensive rebound by T. Evans,,95,80
4,3:00.0,T. Evans misses 2-pt layup from 5 ft,,95,80
4,3:00.0,,Defensive rebound by R. Jackson,95,80
4,3:00.0,,Personal take foul by T. Evans (drawn by R. Jackson),95,80
4,2:52.0,,Turnover by A. Drummond (off goaltending),95,80
4,2:35.0,A. Holiday misses 2-pt layup from 2 ft,,95,80
4,2:35.0,Offensive rebound by D. Sabonis,,95,80
4,2:30.0,D. Sabonis misses 2-pt layup from 1 ft,,95,80
4,2:29.0,,Defensive rebound by A. Drummond,95,80
4,2:26.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by L. Galloway),95,83
4,2:08.0,T. Evans misses 2-pt jump shot from 21 ft,,95,83
4,2:04.0,,Defensive rebound by L. Galloway,95,83
4,2:04.0,,L. Galloway misses 2-pt layup from 2 ft (block by T. Evans),95,83
4,2:03.0,,Offensive rebound by A. Drummond,95,83
4,2:02.0,,A. Drummond makes 2-pt dunk at rim,95,85
4,2:02.0,Indiana full timeout,,95,85
4,2:02.0,M. Turner enters the game for T. Evans,,95,85
4,2:02.0,T. Young enters the game for D. Sabonis,,95,85
4,1:45.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by T. Young),,97,85
4,1:33.0,,A. Drummond misses 2-pt layup from 2 ft,97,85
4,1:30.0,Defensive rebound by B. Bogdanović,,97,85
4,1:11.0,M. Turner misses 2-pt layup from 2 ft,,97,85
4,1:10.0,Offensive rebound by M. Turner,,97,85
4,1:10.0,M. Turner makes 2-pt layup from 3 ft,,99,85
4,1:10.0,Shooting foul by A. Drummond (drawn by M. Turner),,99,85
4,1:10.0,M. Turner makes free throw 1 of 1,,100,85
4,1:10.0,,Detroit full timeout,100,85
4,1:04.0,,R. Jackson misses 3-pt jump shot from 25 ft,100,85
4,1:04.0,,Offensive rebound by A. Drummond,100,85
4,1:04.0,,A. Drummond makes 2-pt layup at rim,100,87
4,0:45.0,T. Young makes 3-pt jump shot from 24 ft (assist by C. Joseph),,103,87
4,0:43.0,,Turnover by L. Galloway (bad pass; steal by A. Holiday),103,87
4,0:43.0,A. Holiday makes 2-pt layup from 2 ft,,105,87
4,0:43.0,,Turnover by R. Jackson (offensive foul),105,87
4,0:43.0,,Offensive foul by R. Jackson (drawn by A. Holiday),105,87
4,0:30.0,T. Young makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,108,87
4,0:23.0,,L. Kennard misses 3-pt jump shot from 24 ft,108,87
4,0:23.0,,Offensive rebound by A. Drummond,108,87
4,0:23.0,,A. Drummond makes 2-pt dunk at rim,108,89
