QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
4,6:54.0,,T. Thompson makes 2-pt dunk from 1 ft,97,114
4,6:54.0,,Shooting foul by T. Prince (drawn by T. Thompson),97,114
4,6:54.0,,T. Thompson makes free throw 1 of 1,97,115
4,6:41.0,K. Bazemore makes 2-pt layup from 1 ft,,99,115
4,6:23.0,,J. Clarkson makes 2-pt jump shot from 10 ft,99,117
4,6:15.0,Turnover by D. Dedmon (bad pass),,99,117
4,6:03.0,,Shooting foul by T. Prince (drawn by T. Thompson),99,117
4,6:03.0,J. Lin enters the game for T. Prince,,99,117
4,6:03.0,,T. Thompson misses free throw 1 of 2,99,117
4,6:03.0,,Offensive rebound by Team,99,117
4,6:03.0,,T. Thompson makes free throw 2 of 2,99,118
4,5:56.0,Personal foul by G. Hill (drawn by T. Young),,99,118
4,5:50.0,Turnover by T. Young (bad pass; steal by R. Hood),,99,118
4,5:35.0,,Offensive foul by R. Hood (drawn by K. Bazemore),99,118
4,5:35.0,,Turnover by R. Hood (offensive foul),99,118
4,5:26.0,Turnover by K. Bazemore (bad pass),,99,118
4,5:12.0,,T. Thompson misses 2-pt layup from 2 ft (block by D. Dedmon),99,118
4,5:08.0,Defensive rebound by D. Bembry,,99,118
4,4:57.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Dedmon),,101,118
4,4:34.0,,Shooting foul by K. Bazemore (drawn by R. Hood),101,118
4,4:34.0,,R. Hood makes free throw 1 of 3,101,119
4,4:34.0,,R. Hood misses free throw 2 of 3,101,119
4,4:34.0,,Offensive rebound by Team,101,119
4,4:34.0,K. Huerter enters the game for D. Bembry,,101,119
4,4:34.0,,R. Hood makes free throw 3 of 3,101,120
4,4:23.0,D. Dedmon misses 2-pt jump shot from 9 ft,,101,120
4,4:23.0,,Defensive rebound by Team,101,120
4,4:09.0,,G. Hill misses 2-pt jump shot from 7 ft,101,120
4,4:06.0,Defensive rebound by K. Bazemore,,101,120
4,4:03.0,K. Huerter makes 2-pt layup from 1 ft (assist by K. Bazemore),,103,120
4,3:45.0,,Shooting foul by D. Dedmon (drawn by C. Osman),103,120
4,3:45.0,,C. Osman makes free throw 1 of 2,103,121
4,3:45.0,O. Spellman enters the game for T. Young,,103,121
4,3:45.0,,C. Osman makes free throw 2 of 2,103,122
4,3:38.0,K. Bazemore misses 3-pt jump shot from 27 ft,,103,122
4,3:34.0,,Defensive rebound by C. Osman,103,122
4,3:20.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by R. Hood),103,125
4,3:15.0,Personal foul by T. Thompson (drawn by J. Lin),,103,125
4,3:15.0,D. Bembry enters the game for D. Dedmon,,103,125
4,3:10.0,Turnover by K. Bazemore (out of bounds lost ball),,103,125
4,2:55.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Clarkson),103,128
4,2:42.0,,Cleveland full timeout,103,128
4,2:42.0,J. Adams enters the game for K. Bazemore,,103,128
4,2:42.0,T. Dorsey enters the game for D. Bembry,,103,128
4,2:42.0,,C. Sexton enters the game for G. Hill,103,128
4,2:28.0,Turnover by Team (shot clock),,103,128
4,2:28.0,,D. Nwaba enters the game for R. Hood,103,128
4,2:28.0,,A. Žižić enters the game for T. Thompson,103,128
4,2:14.0,,D. Nwaba misses 2-pt layup from 2 ft,103,128
4,2:07.0,,Offensive rebound by A. Žižić,103,128
4,2:07.0,,A. Žižić makes 2-pt layup at rim,103,130
4,1:55.0,K. Huerter makes 3-pt jump shot from 28 ft,,106,130
4,1:40.0,,Shooting foul by O. Spellman (drawn by A. Žižić),106,130
4,1:40.0,,A. Žižić makes free throw 1 of 2,106,131
4,1:40.0,,S. Dekker enters the game for C. Osman,106,131
4,1:40.0,,A. Žižić makes free throw 2 of 2,106,132
4,1:27.0,J. Lin misses 3-pt jump shot from 26 ft,,106,132
4,1:23.0,Offensive rebound by K. Huerter,,106,132
4,1:21.0,J. Adams misses 3-pt jump shot from 26 ft,,106,132
4,1:18.0,,Defensive rebound by D. Nwaba,106,132
4,1:17.0,,Turnover by D. Nwaba (lost ball; steal by J. Lin),106,132
4,1:17.0,K. Huerter makes 2-pt dunk from 1 ft,,108,132
4,1:11.0,,Personal foul by O. Spellman (drawn by C. Sexton),108,132
4,1:11.0,,C. Sexton makes free throw 1 of 2,108,133
4,1:11.0,,C. Sexton makes free throw 2 of 2,108,134
4,1:02.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by J. Lin),,111,134
4,0:51.0,,A. Žižić misses 2-pt jump shot from 2 ft (block by J. Adams),111,134
4,0:51.0,,Offensive rebound by Team,111,134
4,0:39.0,,J. Clarkson misses 3-pt jump shot from 27 ft,111,134
4,0:39.0,,Offensive rebound by C. Sexton,111,134
4,0:26.0,,C. Sexton makes 2-pt jump shot from 21 ft,111,136
4,0:20.0,T. Dorsey makes 3-pt jump shot from 27 ft (assist by J. Lin),,114,136
