QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
4,3:57.0,Charlotte full timeout,,105,111
4,3:57.0,D. Graham enters the game for J. Lamb,,105,111
4,3:47.0,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Graham),,108,111
4,3:23.0,,J. Green makes 3-pt jump shot from 25 ft (assist by B. Beal),108,114
4,3:07.0,K. Walker makes 2-pt layup from 1 ft,,110,114
4,2:57.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by B. Beal),110,116
4,2:45.0,K. Walker makes 3-pt jump shot from 26 ft,,113,116
4,2:24.0,,B. Beal makes 2-pt dunk from 2 ft (assist by T. Bryant),113,118
4,2:14.0,Personal foul by B. Beal (drawn by K. Walker),,113,118
4,2:14.0,K. Walker makes free throw 1 of 2,,114,118
4,2:14.0,M. Kidd-Gilchrist enters the game for D. Graham,,114,118
4,2:14.0,K. Walker misses free throw 2 of 2,,114,118
4,2:12.0,,Defensive rebound by T. Bryant,114,118
4,2:01.0,,T. Ariza makes 3-pt jump shot from 25 ft,114,121
4,1:44.0,N. Batum misses 3-pt jump shot from 26 ft,,114,121
4,1:41.0,,Defensive rebound by T. Bryant,114,121
4,1:21.0,,J. Green misses 3-pt jump shot from 25 ft,114,121
4,1:19.0,,Offensive rebound by Team,114,121
4,1:14.0,,B. Beal misses 2-pt layup from 2 ft (block by N. Batum),114,121
4,1:11.0,Defensive rebound by M. Williams,,114,121
4,1:03.0,K. Walker makes 2-pt layup from 2 ft,,116,121
4,0:42.0,,B. Beal makes 2-pt layup from 5 ft (assist by T. Satoranský),116,123
4,0:35.0,M. Williams misses 3-pt jump shot from 23 ft,,116,123
4,0:31.0,,Defensive rebound by T. Satoranský,116,123
4,0:25.0,,Personal take foul by M. Kidd-Gilchrist (drawn by T. Satoranský),116,123
4,0:24.0,,Personal take foul by M. Williams (drawn by J. Green),116,123
4,0:24.0,,J. Green makes free throw 1 of 2,116,124
4,0:24.0,,J. Green makes free throw 2 of 2,116,125
4,0:24.0,Charlotte full timeout,,116,125
4,0:24.0,,Technical foul by B. Beal,116,125
4,0:24.0,D. Graham enters the game for M. Kidd-Gilchrist,,116,125
4,0:24.0,K. Walker makes technical free throw,,117,125
4,0:23.0,Shooting foul by T. Bryant (drawn by C. Zeller),,117,125
4,0:23.0,C. Zeller makes free throw 1 of 2,,118,125
4,0:23.0,M. Kidd-Gilchrist enters the game for D. Graham,,118,125
4,0:23.0,C. Zeller makes free throw 2 of 2,,119,125
4,0:23.0,,Washington full timeout,119,125
4,0:23.0,D. Graham enters the game for C. Zeller,,119,125
4,0:21.0,,Turnover by T. Ariza (bad pass; steal by M. Williams),119,125
4,0:17.0,K. Walker makes 2-pt layup from 2 ft,,121,125
4,0:17.0,,Personal take foul by D. Graham (drawn by T. Satoranský),121,125
4,0:17.0,,T. Satoranský misses free throw 1 of 2,121,125
4,0:17.0,,Offensive rebound by Team,121,125
4,0:17.0,C. Zeller enters the game for M. Kidd-Gilchrist,,121,125
4,0:17.0,,T. Satoranský misses free throw 2 of 2,121,125
4,0:15.0,Defensive rebound by C. Zeller,,121,125
4,0:11.0,K. Walker makes 2-pt layup from 2 ft,,123,125
4,0:11.0,,Washington full timeout,123,125
4,0:11.0,M. Kidd-Gilchrist enters the game for C. Zeller,,123,125
4,0:09.0,,Personal take foul by M. Williams (drawn by B. Beal),123,125
4,0:09.0,,B. Beal makes free throw 1 of 2,123,126
4,0:09.0,C. Zeller enters the game for M. Kidd-Gilchrist,,123,126
4,0:09.0,,C. Randle enters the game for T. Bryant,123,126
4,0:09.0,,B. Beal makes free throw 2 of 2,123,127
4,0:02.0,K. Walker makes 3-pt jump shot from 27 ft (assist by M. Williams),,126,127
4,0:01.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Green),126,129
4,0:01.0,,Shooting foul by K. Walker (drawn by T. Ariza),126,129
4,0:01.0,,T. Ariza makes free throw 1 of 1,126,130
4,0:00.0,C. Zeller misses 3-pt jump shot from 32 ft,,126,130
4,0:00.0,Offensive rebound by Team,,126,130
