QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW ORLEANS_ACTION,OKLAHOMA CITY_SCORE,NEW ORLEANS_SCORE
4,4:14.0,,J. Holiday misses 2-pt jump shot from 12 ft,113,117
4,4:14.0,,Offensive rebound by J. Okafor,113,117
4,4:14.0,,J. Okafor makes 2-pt layup at rim,113,119
4,4:14.0,Oklahoma City full timeout,,113,119
4,4:05.0,T. Ferguson misses 3-pt jump shot from 26 ft,,113,119
4,4:01.0,Offensive rebound by S. Adams,,113,119
4,3:54.0,R. Westbrook misses 3-pt jump shot from 29 ft,,113,119
4,3:49.0,,Defensive rebound by J. Holiday,113,119
4,3:43.0,,J. Holiday makes 2-pt layup from 2 ft,113,121
4,3:28.0,P. George makes 2-pt jump shot from 19 ft,,115,121
4,3:00.0,,J. Holiday misses 3-pt jump shot from 25 ft,115,121
4,3:00.0,Defensive rebound by P. George,,115,121
4,2:52.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Felton),,118,121
4,2:29.0,,K. Williams misses 3-pt jump shot from 25 ft,118,121
4,2:21.0,,Offensive rebound by J. Randle,118,121
4,2:21.0,,J. Randle makes 2-pt layup at rim,118,123
4,2:14.0,R. Westbrook makes 2-pt layup from 1 ft,,120,123
4,1:57.0,,J. Holiday misses 2-pt jump shot from 14 ft,120,123
4,1:50.0,,Offensive rebound by J. Randle,120,123
4,1:47.0,,J. Randle misses 2-pt layup from 1 ft (block by R. Westbrook),120,123
4,1:43.0,Defensive rebound by R. Westbrook,,120,123
4,1:39.0,T. Ferguson misses 3-pt jump shot from 26 ft,,120,123
4,1:37.0,,Defensive rebound by K. Williams,120,123
4,1:30.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),120,125
4,1:30.0,Oklahoma City full timeout,,120,125
4,1:26.0,Shooting foul by J. Holiday (drawn by R. Westbrook),,120,125
4,1:26.0,R. Westbrook makes free throw 1 of 2,,121,125
4,1:26.0,R. Westbrook makes free throw 2 of 2,,122,125
4,1:12.0,,J. Randle makes 2-pt jump shot from 7 ft (assist by D. Miller),122,127
4,1:06.0,P. George misses 3-pt jump shot from 28 ft,,122,127
4,1:01.0,,Defensive rebound by J. Okafor,122,127
4,0:43.0,,J. Randle misses 2-pt jump shot from 20 ft,122,127
4,0:39.0,Defensive rebound by R. Westbrook,,122,127
4,0:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,122,127
4,0:27.0,,Defensive rebound by K. Williams,122,127
4,0:27.0,,Personal take foul by T. Ferguson (drawn by J. Randle),122,127
4,0:27.0,,J. Randle misses free throw 1 of 2,122,127
4,0:27.0,,Offensive rebound by Team,122,127
4,0:27.0,,J. Randle misses free throw 2 of 2,122,127
4,0:26.0,Defensive rebound by R. Westbrook,,122,127
4,0:26.0,Oklahoma City full timeout,,122,127
4,0:26.0,Offensive foul by S. Adams (drawn by J. Holiday),,122,127
4,0:26.0,Turnover by S. Adams (offensive foul),,122,127
4,0:26.0,,I. Clark enters the game for J. Okafor,122,127
4,0:26.0,,E. Moore enters the game for K. Williams,122,127
4,0:26.0,,Personal take foul by R. Felton (drawn by J. Holiday),122,127
4,0:26.0,,J. Holiday makes free throw 1 of 2,122,128
4,0:26.0,,J. Okafor enters the game for I. Clark,122,128
4,0:26.0,,K. Williams enters the game for E. Moore,122,128
4,0:26.0,,J. Holiday makes free throw 2 of 2,122,129
4,0:19.0,P. George misses 3-pt jump shot from 24 ft,,122,129
4,0:17.0,,Defensive rebound by D. Miller,122,129
4,0:17.0,,Personal take foul by T. Ferguson (drawn by J. Randle),122,129
4,0:17.0,,J. Randle makes free throw 1 of 2,122,130
4,0:17.0,,J. Randle makes free throw 2 of 2,122,131
4,0:16.0,P. George misses 3-pt jump shot from 29 ft,,122,131
4,0:11.0,,Defensive rebound by J. Randle,122,131
