QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
4,3:40.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),94,105
4,3:23.0,M. Harrell misses 2-pt layup from 2 ft,,94,105
4,3:21.0,,Defensive rebound by R. Westbrook,94,105
4,3:05.0,,Shooting foul by P. Beverley (drawn by S. Adams),94,105
4,3:05.0,,S. Adams misses free throw 1 of 2,94,105
4,3:05.0,,Offensive rebound by Team,94,105
4,3:05.0,,S. Adams makes free throw 2 of 2,94,106
4,2:40.0,M. Harrell makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,97,106
4,2:21.0,,Personal foul by P. Beverley (drawn by D. Schröder),97,106
4,2:16.0,,R. Westbrook misses 2-pt jump shot from 8 ft,97,106
4,2:12.0,,Offensive rebound by S. Adams,97,106
4,2:12.0,,S. Adams makes 2-pt layup from 1 ft,97,108
4,1:51.0,M. Harrell misses 2-pt jump shot from 4 ft,,97,108
4,1:50.0,,Defensive rebound by R. Westbrook,97,108
4,1:38.0,,P. George misses 3-pt jump shot from 26 ft,97,108
4,1:34.0,Defensive rebound by T. Harris,,97,108
4,1:29.0,T. Harris makes 2-pt jump shot from 3 ft,,99,108
4,1:16.0,,D. Schröder misses 3-pt jump shot from 22 ft,99,108
4,1:15.0,Defensive rebound by T. Harris,,99,108
4,1:15.0,LA Clippers full timeout,,99,108
4,1:14.0,M. Harrell makes 2-pt layup from 2 ft (assist by P. Beverley),,101,108
4,1:14.0,Shooting foul by S. Adams (drawn by M. Harrell),,101,108
4,1:14.0,M. Harrell makes free throw 1 of 1,,102,108
4,0:50.0,,Turnover by S. Adams (3 sec),102,108
4,0:50.0,LA Clippers full timeout,,102,108
4,0:50.0,,T. Ferguson enters the game for D. Schröder,102,108
4,0:39.0,D. Gallinari misses 2-pt jump shot from 17 ft,,102,108
4,0:34.0,,Defensive rebound by P. George,102,108
4,0:27.0,,Turnover by R. Westbrook (lost ball; steal by A. Bradley),102,108
4,0:20.0,Shooting foul by R. Westbrook (drawn by M. Harrell),,102,108
4,0:20.0,M. Harrell misses free throw 1 of 2,,102,108
4,0:20.0,Offensive rebound by Team,,102,108
4,0:20.0,M. Harrell misses free throw 2 of 2,,102,108
4,0:18.0,,Defensive rebound by J. Grant,102,108
4,0:18.0,,Oklahoma City full timeout,102,108
4,0:18.0,S. Thornwell enters the game for D. Gallinari,,102,108
4,0:18.0,,Á. Abrines enters the game for T. Ferguson,102,108
4,0:11.0,,J. Grant makes 2-pt dunk at rim (assist by P. George),102,110
4,0:02.0,S. Thornwell makes 2-pt jump shot from 8 ft (assist by P. Beverley),,104,110
