QUARTER,TIME_REMAINING,DENVER_ACTION,LA CLIPPERS_ACTION,DENVER_SCORE,LA CLIPPERS_SCORE
4,7:28.0,N. Jokić enters the game for M. Morris,,81,83
4,7:28.0,J. Murray enters the game for M. Plumlee,,81,83
4,7:28.0,,B. Marjanović makes free throw 1 of 1,81,84
4,7:14.0,N. Jokić misses 3-pt jump shot from 25 ft,,81,84
4,7:13.0,Offensive rebound by Team,,81,84
4,7:05.0,Shooting foul by S. Gilgeous-Alexander (drawn by N. Jokić),,81,84
4,7:05.0,Offensive rebound by Team,,81,84
4,7:05.0,N. Jokić misses free throw 1 of 2,,81,84
4,7:05.0,G. Harris enters the game for J. Hernangómez,,81,84
4,7:05.0,N. Jokić makes free throw 2 of 2,,82,84
4,6:55.0,,B. Marjanović makes 2-pt layup from 6 ft (assist by L. Williams),82,86
4,6:55.0,,Shooting foul by T. Lyles (drawn by B. Marjanović),82,86
4,6:55.0,,LA Clippers full timeout,82,86
4,6:55.0,,B. Marjanović makes free throw 1 of 1,82,87
4,6:55.0,P. Millsap enters the game for T. Lyles,,82,87
4,6:39.0,G. Harris makes 2-pt jump shot from 10 ft (assist by N. Jokić),,84,87
4,6:26.0,,Offensive foul by B. Marjanović (drawn by G. Harris),84,87
4,6:26.0,,Turnover by B. Marjanović (offensive foul),84,87
4,6:16.0,J. Murray misses 2-pt layup from 1 ft,,84,87
4,6:12.0,,Defensive rebound by T. Harris,84,87
4,5:58.0,,L. Williams misses 3-pt jump shot from 24 ft,84,87
4,5:54.0,Defensive rebound by N. Jokić,,84,87
4,5:46.0,G. Harris misses 2-pt layup from 1 ft,,84,87
4,5:44.0,,Defensive rebound by B. Marjanović,84,87
4,5:33.0,,D. Gallinari makes 3-pt jump shot from 28 ft (assist by L. Williams),84,90
4,5:18.0,N. Jokić misses 2-pt layup from 1 ft,,84,90
4,5:15.0,,Defensive rebound by D. Gallinari,84,90
4,5:14.0,,Shooting foul by J. Murray (drawn by T. Harris),84,90
4,5:14.0,,T. Harris makes free throw 1 of 2,84,91
4,5:14.0,,T. Harris makes free throw 2 of 2,84,92
4,5:07.0,W. Barton makes 2-pt jump shot from 13 ft,,86,92
4,4:35.0,,D. Gallinari misses 3-pt jump shot from 25 ft,86,92
4,4:33.0,Defensive rebound by W. Barton,,86,92
4,4:23.0,G. Harris misses 3-pt jump shot from 23 ft,,86,92
4,4:22.0,Offensive rebound by Team,,86,92
4,4:16.0,J. Murray makes 2-pt jump shot from 19 ft (assist by G. Harris),,88,92
4,3:51.0,,D. Gallinari misses 2-pt jump shot from 17 ft (block by N. Jokić),88,92
4,3:49.0,,Offensive rebound by Team,88,92
4,3:49.0,,Turnover by Team (shot clock),88,92
4,3:44.0,Personal foul by L. Williams (drawn by N. Jokić),,88,92
4,3:44.0,,A. Bradley enters the game for L. Williams,88,92
4,3:38.0,Denver full timeout,,88,92
4,3:38.0,,P. Beverley enters the game for S. Gilgeous-Alexander,88,92
4,3:33.0,Shooting foul by B. Marjanović (drawn by G. Harris),,88,92
4,3:33.0,G. Harris makes free throw 1 of 2,,89,92
4,3:33.0,G. Harris makes free throw 2 of 2,,90,92
4,3:18.0,,Shooting foul by J. Murray (drawn by D. Gallinari),90,92
4,3:18.0,,D. Gallinari makes free throw 1 of 2,90,93
4,3:18.0,,D. Gallinari makes free throw 2 of 2,90,94
4,3:04.0,G. Harris misses 2-pt jump shot from 11 ft (block by P. Beverley),,90,94
4,3:01.0,Offensive rebound by G. Harris,,90,94
4,2:55.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,93,94
4,2:40.0,,Offensive foul by D. Gallinari (drawn by N. Jokić),93,94
4,2:40.0,,Turnover by D. Gallinari (offensive foul),93,94
4,2:40.0,,M. Harrell enters the game for B. Marjanović,93,94
4,2:17.0,G. Harris misses 3-pt jump shot from 28 ft,,93,94
4,2:14.0,Offensive rebound by J. Murray,,93,94
4,2:00.0,P. Millsap makes 2-pt jump shot from 12 ft (assist by N. Jokić),,95,94
4,1:48.0,,Personal foul by N. Jokić (drawn by T. Harris),95,94
4,1:48.0,,T. Harris misses free throw 1 of 2,95,94
4,1:48.0,,Offensive rebound by Team,95,94
4,1:48.0,,T. Harris makes free throw 2 of 2,95,95
4,1:39.0,J. Murray misses 2-pt jump shot from 16 ft,,95,95
4,1:36.0,,Defensive rebound by P. Beverley,95,95
4,1:34.0,,Turnover by A. Bradley (step out of bounds),95,95
4,1:24.0,J. Murray misses 2-pt jump shot from 7 ft (block by A. Bradley),,95,95
4,1:24.0,N. Jokić makes 2-pt layup from 1 ft,,97,95
4,1:24.0,Offensive rebound by N. Jokić,,97,95
4,1:24.0,,LA Clippers full timeout,97,95
4,1:24.0,,L. Williams enters the game for A. Bradley,97,95
4,1:10.0,,P. Beverley misses 3-pt jump shot from 25 ft,97,95
4,1:06.0,Defensive rebound by P. Millsap,,97,95
4,0:44.0,G. Harris makes 2-pt jump shot from 14 ft,,99,95
4,0:44.0,,LA Clippers full timeout,99,95
4,0:37.0,,Turnover by L. Williams (lost ball),99,95
4,0:37.0,,Loose ball foul by L. Williams (drawn by G. Harris),99,95
4,0:37.0,G. Harris makes free throw 1 of 2,,100,95
4,0:37.0,M. Plumlee enters the game for N. Jokić,,100,95
4,0:37.0,G. Harris makes free throw 2 of 2,,101,95
4,0:29.0,,L. Williams misses 2-pt layup from 1 ft (block by M. Plumlee),101,95
4,0:27.0,Defensive rebound by P. Millsap,,101,95
4,0:27.0,Personal take foul by L. Williams (drawn by P. Millsap),,101,95
4,0:27.0,P. Millsap makes free throw 1 of 2,,102,95
4,0:27.0,,S. Gilgeous-Alexander enters the game for M. Harrell,102,95
4,0:27.0,P. Millsap makes free throw 2 of 2,,103,95
4,0:22.0,,L. Williams makes 3-pt jump shot from 29 ft (assist by P. Beverley),103,98
4,0:20.0,Personal take foul by D. Gallinari (drawn by P. Millsap),,103,98
4,0:20.0,,A. Bradley enters the game for D. Gallinari,103,98
4,0:20.0,P. Millsap misses free throw 1 of 2,,103,98
4,0:20.0,Offensive rebound by Team,,103,98
4,0:20.0,P. Millsap makes free throw 2 of 2,,104,98
4,0:14.0,,L. Williams misses 3-pt jump shot from 26 ft,104,98
4,0:12.0,Defensive rebound by P. Millsap,,104,98
4,0:12.0,Personal take foul by P. Beverley (drawn by P. Millsap),,104,98
4,0:12.0,P. Millsap misses free throw 1 of 2,,104,98
4,0:12.0,Offensive rebound by Team,,104,98
4,0:12.0,P. Millsap makes free throw 2 of 2,,105,98
4,0:06.0,,P. Beverley misses 2-pt layup from 1 ft,105,98
4,0:04.0,Defensive rebound by M. Plumlee,,105,98
4,0:03.0,Personal take foul by T. Harris (drawn by P. Millsap),,105,98
4,0:03.0,P. Millsap makes free throw 1 of 2,,106,98
4,0:03.0,P. Millsap makes free throw 2 of 2,,107,98
