QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
4,3:51.0,,D. Wade enters the game for H. Whiteside,91,81
4,3:28.0,D. Collison makes 2-pt jump shot from 21 ft,,93,81
4,3:14.0,,Shooting foul by T. Young (drawn by J. Richardson),93,81
4,3:14.0,,J. Richardson misses free throw 1 of 2,93,81
4,3:14.0,,Offensive rebound by Team,93,81
4,3:14.0,,J. Richardson makes free throw 2 of 2,93,82
4,3:02.0,T. Young misses 2-pt jump shot from 7 ft,,93,82
4,2:59.0,,Defensive rebound by K. Olynyk,93,82
4,2:51.0,,Shooting foul by C. Joseph (drawn by J. Richardson),93,82
4,2:51.0,,J. Richardson makes free throw 1 of 2,93,83
4,2:51.0,,J. Richardson makes free throw 2 of 2,93,84
4,2:36.0,Turnover by B. Bogdanović (step out of bounds),,93,84
4,2:27.0,,K. Olynyk misses 2-pt layup from 2 ft,93,84
4,2:25.0,Defensive rebound by M. Turner,,93,84
4,2:17.0,Shooting foul by B. Adebayo (drawn by D. Collison),,93,84
4,2:17.0,D. Collison makes free throw 1 of 2,,94,84
4,2:17.0,,D. Waiters enters the game for K. Olynyk,94,84
4,2:17.0,D. Collison makes free throw 2 of 2,,95,84
4,2:07.0,,D. Wade misses 2-pt layup from 1 ft,95,84
4,2:03.0,Defensive rebound by B. Bogdanović,,95,84
4,1:50.0,M. Turner misses 2-pt jump shot from 9 ft,,95,84
4,1:49.0,,Defensive rebound by J. Winslow,95,84
4,1:44.0,,Shooting foul by T. Young (drawn by J. Winslow),95,84
4,1:44.0,,J. Winslow makes free throw 1 of 2,95,85
4,1:44.0,,J. Winslow makes free throw 2 of 2,95,86
4,1:35.0,Personal foul by J. Winslow (drawn by D. Collison),,95,86
4,1:22.0,C. Joseph misses 3-pt jump shot from 25 ft,,95,86
4,1:19.0,,Defensive rebound by B. Adebayo,95,86
4,1:08.0,,D. Wade misses 3-pt jump shot from 24 ft,95,86
4,1:04.0,Defensive rebound by C. Joseph,,95,86
4,0:50.0,Turnover by D. Collison (lost ball; steal by D. Waiters),,95,86
4,0:47.0,,Miami full timeout,95,86
4,0:47.0,,K. Olynyk enters the game for B. Adebayo,95,86
4,0:44.0,,Turnover by K. Olynyk (step out of bounds),95,86
4,0:44.0,,B. Adebayo enters the game for K. Olynyk,95,86
4,0:19.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,95,86
4,0:17.0,,Defensive rebound by B. Adebayo,95,86
4,0:13.0,,B. Adebayo makes 2-pt dunk from 1 ft,95,88
