QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
4,3:59.0,,D. White misses 2-pt jump shot from 10 ft,84,117
4,3:57.0,,Offensive rebound by D. Cunningham,84,117
4,3:46.0,,Turnover by D. White (bad pass; steal by B. Marjanović),84,117
4,3:35.0,S. Thornwell misses 3-pt jump shot from 23 ft,,84,117
4,3:33.0,Offensive rebound by B. Marjanović,,84,117
4,3:33.0,Shooting foul by D. Cunningham (drawn by B. Marjanović),,84,117
4,3:33.0,B. Marjanović misses free throw 1 of 2,,84,117
4,3:33.0,Offensive rebound by Team,,84,117
4,3:33.0,B. Marjanović misses free throw 2 of 2,,84,117
4,3:26.0,,Defensive rebound by D. White,84,117
4,3:07.0,,C. Metu misses 2-pt jump shot from 12 ft,84,117
4,3:05.0,Defensive rebound by P. Beverley,,84,117
4,3:00.0,S. Thornwell misses 2-pt layup from 4 ft (block by J. Poeltl),,84,117
4,2:55.0,,Defensive rebound by D. Cunningham,84,117
4,2:51.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by D. White),84,120
4,2:37.0,Shooting foul by J. Poeltl (drawn by T. Wallace),,84,120
4,2:37.0,LA Clippers full timeout,,84,120
4,2:37.0,T. Wallace misses free throw 1 of 2,,84,120
4,2:37.0,Offensive rebound by Team,,84,120
4,2:37.0,T. Wallace makes free throw 2 of 2,,85,120
4,2:21.0,,C. Metu misses 2-pt layup from 6 ft,85,120
4,2:18.0,Defensive rebound by M. Scott,,85,120
4,2:15.0,P. Beverley misses 3-pt jump shot from 26 ft,,85,120
4,2:12.0,,Defensive rebound by D. White,85,120
4,1:58.0,,C. Metu misses 2-pt jump shot from 11 ft,85,120
4,1:56.0,Defensive rebound by P. Beverley,,85,120
4,1:44.0,T. Wallace makes 2-pt jump shot from 9 ft,,87,120
4,1:28.0,,D. White misses 2-pt jump shot from 9 ft,87,120
4,1:25.0,,Offensive rebound by D. Cunningham,87,120
4,1:21.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by Q. Pondexter),87,123
4,1:06.0,Turnover by S. Thornwell (bad pass; steal by C. Metu),,87,123
4,0:46.0,,D. White makes 2-pt jump shot from 12 ft (assist by J. Poeltl),87,125
4,0:24.0,T. Wallace misses 2-pt jump shot from 5 ft,,87,125
4,0:20.0,Offensive rebound by T. Wallace,,87,125
4,0:19.0,T. Wallace misses 2-pt layup from 4 ft,,87,125
4,0:19.0,Offensive rebound by B. Marjanović,,87,125
4,0:17.0,Turnover by B. Marjanović (lost ball; steal by D. Cunningham),,87,125
