QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
4,4:55.0,M. Muscala misses 2-pt jump shot from 13 ft,,120,93
4,4:53.0,,Defensive rebound by C. Wood,120,93
4,4:44.0,,D. Bertāns misses 3-pt jump shot from 24 ft,120,93
4,4:38.0,Defensive rebound by J. McGee,,120,93
4,4:29.0,Turnover by M. Muscala (bad pass; steal by C. Wood),,120,93
4,4:26.0,,C. Wood makes 2-pt jump shot from 1 ft,120,95
4,4:26.0,,Shooting foul by J. McGee (drawn by C. Wood),120,95
4,4:26.0,,C. Wood makes free throw 1 of 1,120,96
4,4:18.0,J. McGee misses 2-pt jump shot from 18 ft,,120,96
4,4:14.0,,Defensive rebound by C. Wood,120,96
4,4:07.0,,C. Wood misses 2-pt jump shot from 6 ft,120,96
4,4:04.0,Defensive rebound by J. McGee,,120,96
4,3:55.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by M. Muscala),,123,96
4,3:37.0,,C. Wood makes 2-pt dunk from 1 ft,123,98
4,3:19.0,R. Rondo makes 3-pt jump shot from 29 ft,,126,98
4,3:05.0,,Turnover by I. Clark (bad pass; steal by J. Jones),126,98
4,3:01.0,J. Jones makes 2-pt layup from 2 ft (assist by R. Rondo),,128,98
4,2:58.0,,Turnover by I. Clark (bad pass),128,98
4,2:58.0,LA Lakers full timeout,,128,98
4,2:58.0,I. Bonga enters the game for R. Bullock,,128,98
4,2:58.0,A. Caruso enters the game for J. McGee,,128,98
4,2:58.0,M. Wagner enters the game for M. Muscala,,128,98
4,2:58.0,J. Williams enters the game for R. Rondo,,128,98
4,2:51.0,Turnover by M. Wagner (bad pass),,128,98
4,2:40.0,,Shooting foul by I. Bonga (drawn by S. Hill),128,98
4,2:40.0,,S. Hill makes free throw 1 of 2,128,99
4,2:40.0,,S. Hill makes free throw 2 of 2,128,100
4,2:24.0,M. Wagner misses 3-pt jump shot from 26 ft,,128,100
4,2:21.0,,Defensive rebound by J. Okafor,128,100
4,2:10.0,,I. Clark misses 2-pt layup at rim (block by M. Wagner),128,100
4,2:10.0,,Offensive rebound by Team,128,100
4,2:02.0,,J. Okafor makes 2-pt jump shot from 10 ft,128,102
4,1:47.0,J. Jones misses 3-pt jump shot from 25 ft,,128,102
4,1:44.0,,Defensive rebound by I. Clark,128,102
4,1:41.0,,Turnover by I. Clark (lost ball; steal by I. Bonga),128,102
4,1:37.0,I. Bonga misses 3-pt jump shot from 27 ft,,128,102
4,1:34.0,,Defensive rebound by J. Okafor,128,102
4,1:26.0,,D. Bertāns misses 3-pt jump shot from 25 ft,128,102
4,1:23.0,Defensive rebound by M. Wagner,,128,102
4,1:18.0,Turnover by A. Caruso (bad pass),,128,102
4,1:04.0,,S. Hill misses 3-pt jump shot from 23 ft,128,102
4,1:00.0,Defensive rebound by M. Wagner,,128,102
4,0:50.0,I. Bonga misses 3-pt jump shot from 27 ft,,128,102
4,0:47.0,,Defensive rebound by S. Hill,128,102
4,0:42.0,,I. Clark misses 2-pt layup from 2 ft,128,102
4,0:38.0,Defensive rebound by A. Caruso,,128,102
4,0:34.0,J. Williams makes 2-pt dunk from 1 ft (assist by A. Caruso),,130,102
4,0:26.0,,I. Clark misses 3-pt jump shot from 28 ft,130,102
4,0:22.0,Defensive rebound by I. Bonga,,130,102
4,0:00.0,Turnover by Team (shot clock),,130,102
