QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
4,8:23.0,,Personal foul by M. Kidd-Gilchrist (drawn by J. Redick),92,93
4,8:23.0,M. Williams enters the game for M. Kidd-Gilchrist,,92,93
4,8:23.0,,D. Šarić enters the game for J. Embiid,92,93
4,8:23.0,,B. Simmons enters the game for J. Redick,92,93
4,8:21.0,,R. Covington misses 3-pt jump shot from 26 ft,92,93
4,8:17.0,Defensive rebound by N. Batum,,92,93
4,8:12.0,J. Lamb misses 2-pt layup from 1 ft,,92,93
4,8:10.0,Offensive rebound by C. Zeller,,92,93
4,8:07.0,K. Walker misses 2-pt layup from 2 ft (block by R. Covington),,92,93
4,8:03.0,,Defensive rebound by R. Covington,92,93
4,8:00.0,,D. Šarić misses 2-pt layup from 2 ft (block by M. Williams),92,93
4,7:58.0,Defensive rebound by M. Williams,,92,93
4,7:56.0,Shooting foul by M. Muscala (drawn by K. Walker),,92,93
4,7:56.0,K. Walker makes free throw 1 of 2,,93,93
4,7:56.0,K. Walker makes free throw 2 of 2,,94,93
4,7:37.0,,M. Fultz misses 2-pt jump shot from 19 ft,94,93
4,7:33.0,Defensive rebound by J. Lamb,,94,93
4,7:11.0,J. Lamb misses 2-pt jump shot from 11 ft,,94,93
4,7:09.0,,Defensive rebound by M. Muscala,94,93
4,7:05.0,,Shooting foul by C. Zeller (drawn by R. Covington),94,93
4,7:05.0,,R. Covington misses free throw 1 of 2,94,93
4,7:05.0,,Offensive rebound by Team,94,93
4,7:05.0,B. Biyombo enters the game for C. Zeller,,94,93
4,7:05.0,,R. Covington makes free throw 2 of 2,94,94
4,6:51.0,K. Walker misses 3-pt jump shot from 25 ft,,94,94
4,6:48.0,,Defensive rebound by M. Fultz,94,94
4,6:43.0,,D. Šarić misses 3-pt jump shot from 27 ft,94,94
4,6:40.0,Defensive rebound by K. Walker,,94,94
4,6:27.0,J. Lamb misses 2-pt jump shot from 7 ft,,94,94
4,6:24.0,,Defensive rebound by M. Muscala,94,94
4,6:22.0,,Philadelphia full timeout,94,94
4,6:22.0,,J. Redick enters the game for M. Fultz,94,94
4,6:05.0,,B. Simmons makes 2-pt layup from 3 ft (assist by M. Muscala),94,96
4,5:46.0,K. Walker misses 3-pt jump shot from 26 ft,,94,96
4,5:43.0,,Defensive rebound by B. Simmons,94,96
4,5:31.0,,Personal foul by K. Walker (drawn by M. Muscala),94,96
4,5:31.0,,J. Embiid enters the game for M. Muscala,94,96
4,5:17.0,,B. Simmons misses 2-pt jump shot from 3 ft,94,96
4,5:14.0,Defensive rebound by K. Walker,,94,96
4,5:08.0,M. Williams misses 3-pt jump shot from 25 ft,,94,96
4,5:06.0,,Defensive rebound by B. Simmons,94,96
4,4:52.0,,Shooting foul by J. Lamb (drawn by B. Simmons),94,96
4,4:52.0,,B. Simmons makes free throw 1 of 2,94,97
4,4:52.0,M. Bridges enters the game for J. Lamb,,94,97
4,4:52.0,,B. Simmons misses free throw 2 of 2,94,97
4,4:50.0,Defensive rebound by N. Batum,,94,97
4,4:42.0,Shooting foul by J. Embiid (drawn by K. Walker),,94,97
4,4:42.0,K. Walker makes free throw 1 of 2,,95,97
4,4:42.0,K. Walker makes free throw 2 of 2,,96,97
4,4:34.0,,J. Embiid misses 2-pt layup from 4 ft (block by K. Walker),96,97
4,4:31.0,Defensive rebound by M. Bridges,,96,97
4,4:15.0,K. Walker misses 3-pt jump shot from 27 ft,,96,97
4,4:13.0,,Defensive rebound by J. Embiid,96,97
4,3:54.0,,J. Embiid misses 2-pt jump shot from 11 ft,96,97
4,3:51.0,Defensive rebound by N. Batum,,96,97
4,3:43.0,K. Walker misses 2-pt layup from 3 ft,,96,97
4,3:40.0,Offensive rebound by B. Biyombo,,96,97
4,3:38.0,M. Bridges misses 3-pt jump shot from 26 ft,,96,97
4,3:36.0,,Defensive rebound by R. Covington,96,97
4,3:35.0,,Philadelphia full timeout,96,97
4,3:35.0,M. Kidd-Gilchrist enters the game for M. Williams,,96,97
4,3:23.0,,D. Šarić misses 2-pt hook shot from 6 ft,96,97
4,3:21.0,,Offensive rebound by J. Embiid,96,97
4,3:19.0,,J. Embiid makes 2-pt dunk at rim,96,99
4,3:06.0,K. Walker makes 3-pt jump shot from 27 ft (assist by N. Batum),,99,99
4,2:42.0,,B. Simmons misses 2-pt jump shot from 18 ft,99,99
4,2:39.0,Defensive rebound by M. Kidd-Gilchrist,,99,99
4,2:17.0,K. Walker misses 3-pt jump shot from 25 ft,,99,99
4,2:14.0,Offensive rebound by N. Batum,,99,99
4,2:12.0,N. Batum misses 2-pt layup from 2 ft,,99,99
4,2:12.0,,Defensive rebound by D. Šarić,99,99
4,2:03.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),99,102
4,2:00.0,Charlotte full timeout,,99,102
4,2:00.0,C. Zeller enters the game for B. Biyombo,,99,102
4,1:49.0,K. Walker makes 2-pt layup from 2 ft,,101,102
4,1:44.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),101,105
4,1:32.0,K. Walker misses 3-pt jump shot from 25 ft,,101,105
4,1:29.0,,Defensive rebound by J. Embiid,101,105
4,1:13.0,,J. Embiid misses 3-pt jump shot from 26 ft,101,105
4,1:10.0,Defensive rebound by K. Walker,,101,105
4,1:07.0,M. Bridges misses 3-pt jump shot from 24 ft,,101,105
4,1:05.0,,Defensive rebound by B. Simmons,101,105
4,0:52.0,,Turnover by B. Simmons (offensive foul),101,105
4,0:52.0,,Offensive foul by B. Simmons (drawn by M. Kidd-Gilchrist),101,105
4,0:52.0,J. Lamb enters the game for M. Bridges,,101,105
4,0:52.0,M. Williams enters the game for M. Kidd-Gilchrist,,101,105
4,0:42.0,C. Zeller misses 2-pt layup from 2 ft (block by R. Covington),,101,105
4,0:39.0,,Defensive rebound by J. Embiid,101,105
4,0:19.0,,J. Embiid misses 3-pt jump shot from 26 ft,101,105
4,0:17.0,Defensive rebound by Team,,101,105
4,0:17.0,,Loose ball foul by R. Covington (drawn by K. Walker),101,105
4,0:17.0,Charlotte full timeout,,101,105
4,0:17.0,,T. McConnell enters the game for D. Šarić,101,105
4,0:12.0,M. Williams misses 3-pt jump shot from 24 ft,,101,105
4,0:07.0,Offensive rebound by N. Batum,,101,105
4,0:02.0,Shooting foul by B. Simmons (drawn by K. Walker),,101,105
4,0:02.0,K. Walker misses free throw 1 of 3,,101,105
4,0:02.0,Offensive rebound by Team,,101,105
4,0:02.0,M. Bridges enters the game for M. Williams,,101,105
4,0:02.0,M. Kidd-Gilchrist enters the game for C. Zeller,,101,105
4,0:02.0,,D. Šarić enters the game for T. McConnell,101,105
4,0:02.0,K. Walker makes free throw 2 of 3,,102,105
4,0:02.0,K. Walker makes free throw 3 of 3,,103,105
4,0:02.0,,Philadelphia full timeout,103,105
