QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
4,6:19.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Wade),94,91
4,5:59.0,J. Tatum makes 2-pt jump shot from 12 ft (assist by K. Irving),,96,91
4,5:37.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by D. Wade),96,94
4,5:24.0,Shooting foul by H. Whiteside (drawn by J. Tatum),,96,94
4,5:24.0,J. Tatum makes free throw 1 of 2,,97,94
4,5:24.0,G. Hayward enters the game for T. Rozier,,97,94
4,5:24.0,J. Tatum makes free throw 2 of 2,,98,94
4,5:07.0,,D. Waiters misses 3-pt jump shot from 23 ft,98,94
4,5:04.0,,Offensive rebound by D. Wade,98,94
4,5:02.0,Defensive rebound by M. Smart,,98,94
4,5:02.0,,G. Dragić misses 3-pt jump shot from 25 ft,98,94
4,4:56.0,J. Tatum makes 2-pt layup from 2 ft (assist by M. Smart),,100,94
4,4:56.0,,Miami full timeout,100,94
4,4:51.0,,Offensive foul by H. Whiteside (drawn by M. Smart),100,94
4,4:51.0,,Turnover by H. Whiteside (offensive foul),100,94
4,4:29.0,J. Tatum misses 2-pt layup from 1 ft,,100,94
4,4:26.0,,Defensive rebound by H. Whiteside,100,94
4,4:24.0,,Turnover by H. Whiteside (bad pass; steal by J. Tatum),100,94
4,4:20.0,K. Irving misses 3-pt jump shot from 24 ft,,100,94
4,4:16.0,,Defensive rebound by D. Wade,100,94
4,4:16.0,,Miami full timeout,100,94
4,4:11.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Waiters),100,96
4,4:11.0,,Shooting foul by K. Irving (drawn by H. Whiteside),100,96
4,4:11.0,A. Horford enters the game for A. Baynes,,100,96
4,4:11.0,,H. Whiteside misses free throw 1 of 1,100,96
4,4:08.0,Defensive rebound by A. Horford,,100,96
4,3:56.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by J. Tatum),,103,96
4,3:37.0,,D. Wade misses 3-pt jump shot from 23 ft,103,96
4,3:33.0,Defensive rebound by G. Hayward,,103,96
4,3:22.0,Personal foul by D. Wade (drawn by G. Hayward),,103,96
4,3:22.0,,K. Olynyk enters the game for J. Johnson,103,96
4,3:22.0,,J. Winslow enters the game for H. Whiteside,103,96
4,3:13.0,A. Horford makes 2-pt jump shot from 17 ft (assist by G. Hayward),,105,96
4,3:02.0,,K. Olynyk misses 3-pt jump shot from 25 ft,105,96
4,3:00.0,Defensive rebound by J. Tatum,,105,96
4,2:50.0,Shooting foul by J. Winslow (drawn by K. Irving),,105,96
4,2:50.0,Offensive rebound by Team,,105,96
4,2:50.0,K. Irving misses free throw 1 of 2,,105,96
4,2:50.0,,B. Adebayo enters the game for J. Winslow,105,96
4,2:50.0,K. Irving makes free throw 2 of 2,,106,96
4,2:50.0,T. Rozier enters the game for K. Irving,,106,96
4,2:31.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by D. Wade),106,99
4,2:13.0,G. Hayward makes 2-pt jump shot from 12 ft,,108,99
4,1:52.0,,Turnover by D. Wade (bad pass; steal by M. Smart),108,99
4,1:47.0,Turnover by J. Tatum (step out of bounds),,108,99
4,1:33.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by B. Adebayo),108,102
4,1:14.0,Shooting foul by B. Adebayo (drawn by G. Hayward),,108,102
4,1:14.0,G. Hayward makes free throw 1 of 2,,109,102
4,1:14.0,G. Hayward makes free throw 2 of 2,,110,102
4,1:06.0,,D. Waiters misses 3-pt jump shot from 25 ft,110,102
4,1:00.0,Defensive rebound by T. Rozier,,110,102
4,0:41.0,J. Tatum misses 3-pt jump shot from 23 ft,,110,102
4,0:39.0,Offensive rebound by Team,,110,102
4,0:36.0,Turnover by Team (shot clock),,110,102
4,0:32.0,,G. Dragić misses 2-pt layup from 2 ft,110,102
4,0:30.0,Defensive rebound by G. Hayward,,110,102
4,0:27.0,Personal take foul by G. Dragić (drawn by G. Hayward),,110,102
4,0:27.0,G. Hayward makes free throw 1 of 2,,111,102
4,0:27.0,G. Hayward makes free throw 2 of 2,,112,102
4,0:27.0,,Miami full timeout,112,102
4,0:21.0,,B. Adebayo misses 3-pt jump shot from 25 ft,112,102
4,0:18.0,Defensive rebound by A. Horford,,112,102
