QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
4,4:17.0,,Offensive rebound by R. Hood,96,78
4,4:08.0,,R. Hood misses 3-pt jump shot from 24 ft,96,78
4,4:06.0,Defensive rebound by R. Lopez,,96,78
4,3:51.0,K. Dunn makes 2-pt jump shot from 22 ft (assist by R. Lopez),,98,78
4,3:48.0,,Cleveland full timeout,98,78
4,3:48.0,,C. Osman enters the game for A. Burks,98,78
4,3:25.0,,A. Žižić makes 2-pt jump shot from 14 ft (assist by C. Osman),98,80
4,3:08.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by R. Lopez),,101,80
4,2:49.0,,A. Žižić makes 2-pt hook shot from 8 ft,101,82
4,2:38.0,Chicago full timeout,,101,82
4,2:38.0,R. Arcidiacono enters the game for K. Dunn,,101,82
4,2:38.0,A. Blakeney enters the game for C. Hutchison,,101,82
4,2:38.0,C. Felício enters the game for Z. LaVine,,101,82
4,2:38.0,S. Harrison enters the game for R. Lopez,,101,82
4,2:38.0,W. Selden enters the game for L. Markkanen,,101,82
4,2:38.0,,C. Payne enters the game for R. Hood,101,82
4,2:29.0,A. Blakeney misses 2-pt jump shot from 14 ft,,101,82
4,2:27.0,,Defensive rebound by A. Žižić,101,82
4,2:22.0,,C. Sexton misses 3-pt jump shot from 25 ft,101,82
4,2:22.0,,Offensive rebound by Team,101,82
4,2:22.0,Loose ball foul by C. Felício (drawn by A. Žižić),,101,82
4,2:09.0,,C. Payne makes 2-pt jump shot from 11 ft (assist by A. Žižić),101,84
4,1:47.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,101,84
4,1:43.0,,Defensive rebound by D. Adel,101,84
4,1:39.0,,C. Osman misses 3-pt jump shot from 25 ft,101,84
4,1:36.0,Defensive rebound by A. Blakeney,,101,84
4,1:29.0,Shooting foul by A. Žižić (drawn by A. Blakeney),,101,84
4,1:29.0,A. Blakeney misses free throw 1 of 2,,101,84
4,1:29.0,Offensive rebound by Team,,101,84
4,1:29.0,,J. Blossomgame enters the game for C. Osman,101,84
4,1:29.0,A. Blakeney makes free throw 2 of 2,,102,84
4,1:12.0,,Personal foul by W. Selden (drawn by J. Blossomgame),102,84
4,1:12.0,,J. Blossomgame misses free throw 1 of 2,102,84
4,1:12.0,,Offensive rebound by Team,102,84
4,1:12.0,,J. Blossomgame makes free throw 2 of 2,102,85
4,0:58.0,A. Blakeney misses 2-pt jump shot from 12 ft,,102,85
4,0:55.0,,Defensive rebound by A. Žižić,102,85
4,0:44.0,,C. Payne makes 2-pt layup from 6 ft (assist by A. Žižić),102,87
4,0:30.0,Shooting foul by A. Žižić (drawn by W. Selden),,102,87
4,0:30.0,W. Selden makes free throw 1 of 2,,103,87
4,0:30.0,W. Selden makes free throw 2 of 2,,104,87
4,0:19.0,,A. Žižić misses 2-pt layup from 1 ft,104,87
4,0:18.0,,Offensive rebound by J. Blossomgame,104,87
4,0:18.0,,J. Blossomgame misses 2-pt layup from 1 ft,104,87
4,0:18.0,,Offensive rebound by A. Žižić,104,87
4,0:18.0,,Shooting foul by R. Arcidiacono (drawn by A. Žižić),104,87
4,0:18.0,,A. Žižić makes free throw 1 of 2,104,88
4,0:18.0,,A. Žižić misses free throw 2 of 2,104,88
4,0:16.0,Defensive rebound by C. Felício,,104,88
