QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
4,8:08.0,Offensive rebound by E. Payton,,120,118
4,8:08.0,E. Payton misses 2-pt layup from 4 ft (block by K. Looney),,120,118
4,8:08.0,,Defensive rebound by Team,120,118
4,8:02.0,,S. Livingston misses 2-pt jump shot from 13 ft,120,118
4,8:00.0,,Offensive rebound by K. Looney,120,118
4,8:00.0,,Shooting foul by D. Miller (drawn by K. Looney),120,118
4,8:00.0,,K. Looney misses free throw 1 of 2,120,118
4,8:00.0,,Offensive rebound by Team,120,118
4,8:00.0,J. Holiday enters the game for A. Davis,,120,118
4,8:00.0,J. Randle enters the game for E. Payton,,120,118
4,8:00.0,,K. Durant enters the game for A. Iguodala,120,118
4,8:00.0,,K. Looney misses free throw 2 of 2,120,118
4,7:58.0,Defensive rebound by N. Mirotić,,120,118
4,7:44.0,N. Mirotić misses 2-pt jump shot from 17 ft,,120,118
4,7:43.0,,Defensive rebound by A. McKinnie,120,118
4,7:29.0,,A. McKinnie misses 2-pt jump shot from 8 ft (block by N. Mirotić),120,118
4,7:29.0,,Offensive rebound by Team,120,118
4,7:27.0,,K. Durant misses 2-pt jump shot from 16 ft,120,118
4,7:26.0,Defensive rebound by J. Holiday,,120,118
4,7:10.0,E. Moore misses 2-pt hook shot from 12 ft,,120,118
4,7:09.0,,Defensive rebound by K. Thompson,120,118
4,6:56.0,,A. McKinnie makes 2-pt dunk from 2 ft (assist by K. Durant),120,120
4,6:33.0,J. Holiday makes 2-pt dunk from 3 ft (assist by J. Randle),,122,120
4,6:33.0,,Golden State full timeout,122,120
4,6:33.0,A. Davis enters the game for N. Mirotić,,122,120
4,6:33.0,,S. Curry enters the game for K. Thompson,122,120
4,6:21.0,,A. McKinnie misses 3-pt jump shot from 26 ft,122,120
4,6:19.0,Defensive rebound by A. Davis,,122,120
4,6:12.0,Turnover by J. Randle (lost ball; steal by S. Curry),,122,120
4,6:12.0,,D. Green enters the game for A. McKinnie,122,120
4,5:58.0,,S. Curry misses 3-pt jump shot from 27 ft,122,120
4,5:56.0,,Offensive rebound by K. Looney,122,120
4,5:53.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by K. Looney),122,123
4,5:33.0,E. Moore misses 3-pt jump shot from 27 ft,,122,123
4,5:31.0,,Defensive rebound by K. Durant,122,123
4,5:19.0,,K. Durant misses 2-pt jump shot from 7 ft,122,123
4,5:18.0,Defensive rebound by J. Randle,,122,123
4,5:08.0,Shooting foul by K. Looney (drawn by J. Randle),,122,123
4,5:08.0,J. Randle makes free throw 1 of 2,,123,123
4,5:08.0,J. Randle makes free throw 2 of 2,,124,123
4,4:59.0,,S. Curry misses 3-pt jump shot from 27 ft,124,123
4,4:57.0,,Offensive rebound by K. Looney,124,123
4,4:49.0,,S. Livingston makes 2-pt jump shot from 12 ft,124,125
4,4:36.0,A. Davis misses 3-pt jump shot from 29 ft,,124,125
4,4:34.0,,Defensive rebound by K. Durant,124,125
4,4:25.0,,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),124,127
4,4:02.0,A. Davis misses 2-pt hook shot from 9 ft,,124,127
4,4:01.0,Offensive rebound by J. Holiday,,124,127
4,3:58.0,J. Holiday misses 2-pt layup from 2 ft,,124,127
4,3:57.0,,Defensive rebound by K. Durant,124,127
4,3:53.0,,D. Green misses 3-pt jump shot from 28 ft,124,127
4,3:51.0,,Offensive rebound by K. Durant,124,127
4,3:51.0,,Shooting foul by J. Randle (drawn by K. Durant),124,127
4,3:51.0,,K. Durant makes free throw 1 of 2,124,128
4,3:51.0,,K. Thompson enters the game for S. Livingston,124,128
4,3:51.0,,K. Durant makes free throw 2 of 2,124,129
4,3:51.0,New Orleans full timeout,,124,129
4,3:51.0,N. Mirotić enters the game for J. Randle,,124,129
4,3:34.0,A. Davis makes 2-pt hook shot from 9 ft,,126,129
4,3:10.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Durant),126,132
4,2:51.0,A. Davis misses 2-pt jump shot from 8 ft (block by K. Durant),,126,132
4,2:50.0,,Defensive rebound by K. Looney,126,132
4,2:49.0,,Personal take foul by D. Miller (drawn by S. Curry),126,132
4,2:28.0,,S. Curry misses 2-pt layup from 3 ft,126,132
4,2:27.0,,Offensive rebound by K. Looney,126,132
4,2:26.0,,K. Looney makes 2-pt layup at rim,126,134
4,2:22.0,New Orleans full timeout,,126,134
4,2:22.0,J. Randle enters the game for A. Davis,,126,134
4,2:10.0,Shooting foul by K. Thompson (drawn by J. Randle),,126,134
4,2:10.0,J. Randle makes free throw 1 of 2,,127,134
4,2:10.0,J. Randle makes free throw 2 of 2,,128,134
4,1:51.0,,S. Curry makes 2-pt layup from 9 ft,128,136
4,1:44.0,N. Mirotić makes 3-pt jump shot from 29 ft (assist by J. Holiday),,131,136
4,1:44.0,A. Davis enters the game for J. Randle,,131,136
4,1:44.0,,A. Iguodala enters the game for K. Looney,131,136
4,1:27.0,,D. Green makes 3-pt jump shot from 22 ft (assist by A. Iguodala),131,139
4,1:16.0,N. Mirotić misses 3-pt jump shot from 25 ft,,131,139
4,1:13.0,,Defensive rebound by K. Durant,131,139
4,1:02.0,,S. Curry misses 3-pt jump shot from 30 ft,131,139
4,1:00.0,Defensive rebound by E. Moore,,131,139
4,0:57.0,J. Holiday makes 2-pt layup from 1 ft (assist by E. Moore),,133,139
4,0:57.0,Shooting foul by K. Durant (drawn by J. Holiday),,133,139
4,0:57.0,J. Holiday misses free throw 1 of 1,,133,139
4,0:55.0,,Defensive rebound by D. Green,133,139
4,0:44.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),133,141
4,0:33.0,E. Moore makes 2-pt layup from 2 ft (assist by A. Davis),,135,141
4,0:25.0,,Personal foul by A. Davis (drawn by S. Curry),135,141
4,0:25.0,,S. Curry makes free throw 1 of 2,135,142
4,0:25.0,,S. Curry makes free throw 2 of 2,135,143
4,0:25.0,New Orleans full timeout,,135,143
4,0:25.0,I. Clark enters the game for A. Davis,,135,143
4,0:25.0,J. Randle enters the game for D. Miller,,135,143
4,0:20.0,J. Randle makes 2-pt jump shot from 6 ft,,137,143
4,0:20.0,,Personal take foul by N. Mirotić (drawn by K. Durant),137,143
4,0:20.0,,K. Durant makes free throw 1 of 2,137,144
4,0:20.0,,K. Durant makes free throw 2 of 2,137,145
4,0:16.0,J. Randle makes 3-pt jump shot from 28 ft,,140,145
4,0:13.0,,Personal take foul by N. Mirotić (drawn by S. Curry),140,145
4,0:13.0,,S. Curry makes free throw 1 of 2,140,146
4,0:13.0,,S. Curry makes free throw 2 of 2,140,147
4,0:06.0,J. Holiday misses 3-pt jump shot from 34 ft,,140,147
4,0:03.0,,Defensive rebound by K. Durant,140,147
