QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
4,9:48.0,,Shooting foul by N. Mirotić (drawn by H. Whiteside),86,83
4,9:48.0,,H. Whiteside makes free throw 1 of 1,86,84
4,9:34.0,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,89,84
4,9:07.0,,D. Waiters misses 3-pt jump shot from 25 ft,89,84
4,9:06.0,Defensive rebound by P. Connaughton,,89,84
4,8:59.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,89,84
4,8:56.0,,Defensive rebound by K. Olynyk,89,84
4,8:41.0,,D. Waiters makes 2-pt layup from 2 ft,89,86
4,8:23.0,P. Connaughton makes 3-pt jump shot from 23 ft (assist by D. Wilson),,92,86
4,8:23.0,,Miami full timeout,92,86
4,8:23.0,B. Lopez enters the game for D. Wilson,,92,86
4,8:23.0,,B. Adebayo enters the game for G. Dragić,92,86
4,8:23.0,,J. Winslow enters the game for H. Whiteside,92,86
4,8:03.0,,J. Winslow misses 3-pt jump shot from 24 ft,92,86
4,8:01.0,Defensive rebound by E. Bledsoe,,92,86
4,7:48.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,94,86
4,7:40.0,,B. Adebayo misses 2-pt layup from 2 ft (block by G. Antetokounmpo),94,86
4,7:39.0,Defensive rebound by B. Lopez,,94,86
4,7:24.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,97,86
4,7:09.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by B. Adebayo),97,89
4,6:52.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,99,89
4,6:52.0,Shooting foul by J. Richardson (drawn by G. Antetokounmpo),,99,89
4,6:52.0,G. Antetokounmpo makes free throw 1 of 1,,100,89
4,6:36.0,,D. Waiters misses 2-pt layup from 2 ft (block by B. Lopez),100,89
4,6:33.0,Defensive rebound by B. Lopez,,100,89
4,6:16.0,E. Bledsoe misses 2-pt layup from 1 ft,,100,89
4,6:14.0,,Defensive rebound by B. Adebayo,100,89
4,6:10.0,,Personal foul by G. Antetokounmpo (drawn by K. Olynyk),100,89
4,6:10.0,,K. Olynyk misses free throw 1 of 2,100,89
4,6:10.0,,Offensive rebound by Team,100,89
4,6:10.0,K. Middleton enters the game for N. Mirotić,,100,89
4,6:10.0,,K. Olynyk makes free throw 2 of 2,100,90
4,5:51.0,Personal foul by D. Waiters (drawn by G. Antetokounmpo),,100,90
4,5:51.0,,D. Wade enters the game for K. Olynyk,100,90
4,5:44.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,100,90
4,5:43.0,Offensive rebound by G. Antetokounmpo,,100,90
4,5:40.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,102,90
4,5:40.0,Shooting foul by D. Waiters (drawn by G. Antetokounmpo),,102,90
4,5:40.0,G. Antetokounmpo makes free throw 1 of 1,,103,90
4,5:26.0,,D. Waiters misses 3-pt jump shot from 25 ft,103,90
4,5:24.0,Defensive rebound by G. Antetokounmpo,,103,90
4,5:20.0,Milwaukee full timeout,,103,90
4,5:20.0,E. İlyasova enters the game for P. Connaughton,,103,90
4,5:20.0,,K. Olynyk enters the game for D. Waiters,103,90
4,5:04.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,105,90
4,4:46.0,,J. Winslow misses 2-pt jump shot from 19 ft,105,90
4,4:44.0,Defensive rebound by G. Antetokounmpo,,105,90
4,4:25.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,108,90
4,4:14.0,,D. Wade makes 2-pt layup from 1 ft,108,92
4,4:03.0,Turnover by G. Antetokounmpo (bad pass),,108,92
4,3:50.0,,J. Winslow misses 3-pt jump shot from 24 ft,108,92
4,3:48.0,Defensive rebound by K. Middleton,,108,92
4,3:45.0,Milwaukee full timeout,,108,92
4,3:45.0,,D. Waiters enters the game for J. Winslow,108,92
4,3:40.0,,Violation by Team (kicked ball),108,92
4,3:32.0,K. Middleton misses 2-pt jump shot from 18 ft,,108,92
4,3:31.0,,Defensive rebound by K. Olynyk,108,92
4,3:29.0,,Turnover by K. Olynyk (bad pass; steal by E. Bledsoe),108,92
4,3:28.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,108,92
4,3:27.0,,Defensive rebound by D. Waiters,108,92
4,3:07.0,,J. Richardson misses 2-pt jump shot from 18 ft,108,92
4,3:04.0,Defensive rebound by G. Antetokounmpo,,108,92
4,2:46.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,108,92
4,2:42.0,Offensive rebound by G. Antetokounmpo,,108,92
4,2:39.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,110,92
4,2:28.0,,D. Wade makes 2-pt jump shot from 7 ft (assist by B. Adebayo),110,94
4,2:03.0,B. Lopez misses 2-pt jump shot from 16 ft,,110,94
4,2:02.0,,Defensive rebound by Team,110,94
4,2:02.0,T. Snell enters the game for E. Bledsoe,,110,94
4,2:02.0,,D. Jones enters the game for J. Richardson,110,94
4,2:02.0,,R. McGruder enters the game for D. Wade,110,94
4,1:36.0,,K. Olynyk misses 2-pt jump shot from 17 ft,110,94
4,1:32.0,Defensive rebound by K. Middleton,,110,94
4,1:26.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Lopez),,113,94
4,1:20.0,,Personal take foul by T. Snell (drawn by K. Olynyk),113,94
4,1:20.0,,K. Olynyk makes free throw 1 of 2,113,95
4,1:20.0,P. Connaughton enters the game for G. Antetokounmpo,,113,95
4,1:20.0,N. Mirotić enters the game for B. Lopez,,113,95
4,1:20.0,D. Wilson enters the game for K. Middleton,,113,95
4,1:20.0,,K. Olynyk makes free throw 2 of 2,113,96
4,0:55.0,N. Mirotić misses 2-pt jump shot from 21 ft (block by B. Adebayo),,113,96
4,0:52.0,,Defensive rebound by B. Adebayo,113,96
4,0:51.0,,B. Adebayo misses 2-pt layup from 2 ft,113,96
4,0:50.0,,Offensive rebound by D. Jones,113,96
4,0:49.0,,D. Jones makes 2-pt dunk at rim,113,98
4,0:30.0,P. Connaughton misses 2-pt hook shot from 7 ft,,113,98
4,0:26.0,,Defensive rebound by K. Olynyk,113,98
4,0:15.0,,R. McGruder misses 2-pt jump shot from 12 ft,113,98
4,0:12.0,Defensive rebound by P. Connaughton,,113,98
