QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
4,5:03.0,,Offensive rebound by D. Dedmon,113,110
4,5:03.0,,D. Dedmon misses 2-pt layup at rim,113,110
4,5:02.0,Defensive rebound by J. Leuer,,113,110
4,4:50.0,A. Drummond misses 2-pt dunk from 1 ft (block by J. Collins),,113,110
4,4:47.0,,Defensive rebound by K. Bazemore,113,110
4,4:46.0,,Personal foul by B. Brown (drawn by T. Young),113,110
4,4:43.0,,Shooting foul by J. Leuer (drawn by D. Dedmon),113,110
4,4:43.0,,D. Dedmon makes free throw 1 of 2,113,111
4,4:43.0,,D. Dedmon makes free throw 2 of 2,113,112
4,4:18.0,R. Jackson misses 3-pt jump shot from 26 ft,,113,112
4,4:15.0,,Defensive rebound by K. Bazemore,113,112
4,4:06.0,,J. Collins misses 3-pt jump shot from 23 ft,113,112
4,4:03.0,Defensive rebound by R. Jackson,,113,112
4,3:51.0,A. Drummond misses 2-pt hook shot from 7 ft,,113,112
4,3:47.0,,Defensive rebound by D. Dedmon,113,112
4,3:44.0,,T. Young makes 2-pt layup from 2 ft,113,114
4,3:44.0,,Shooting foul by B. Brown (drawn by T. Young),113,114
4,3:44.0,,T. Young makes free throw 1 of 1,113,115
4,3:44.0,Detroit full timeout,,113,115
4,3:25.0,W. Ellington misses 2-pt jump shot from 23 ft,,113,115
4,3:22.0,,Defensive rebound by K. Bazemore,113,115
4,3:08.0,,T. Young misses 3-pt jump shot from 26 ft,113,115
4,3:05.0,Defensive rebound by A. Drummond,,113,115
4,2:45.0,B. Brown misses 2-pt jump shot from 12 ft,,113,115
4,2:43.0,Offensive rebound by A. Drummond,,113,115
4,2:42.0,A. Drummond makes 2-pt layup at rim,,115,115
4,2:28.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),115,118
4,2:15.0,Offensive foul by J. Leuer (drawn by T. Prince),,115,118
4,2:15.0,Turnover by J. Leuer (offensive foul),,115,118
4,2:15.0,L. Kennard enters the game for J. Leuer,,115,118
4,1:53.0,,D. Dedmon makes 2-pt jump shot from 5 ft,115,120
4,1:42.0,R. Jackson makes 2-pt layup from 2 ft,,117,120
4,1:42.0,Shooting foul by J. Collins (drawn by R. Jackson),,117,120
4,1:42.0,T. Maker enters the game for L. Kennard,,117,120
4,1:42.0,R. Jackson makes free throw 1 of 1,,118,120
4,1:25.0,,T. Young makes 2-pt layup from 1 ft,118,122
4,1:10.0,A. Drummond makes 2-pt hook shot from 11 ft (assist by T. Maker),,120,122
4,0:55.0,,Turnover by T. Young (bad pass; steal by A. Drummond),120,122
4,0:43.0,Shooting foul by K. Bazemore (drawn by A. Drummond),,120,122
4,0:43.0,A. Drummond makes free throw 1 of 2,,121,122
4,0:43.0,A. Drummond makes free throw 2 of 2,,122,122
4,0:43.0,,Atlanta full timeout,122,122
4,0:31.0,,T. Young misses 2-pt jump shot from 14 ft,122,122
4,0:29.0,Defensive rebound by R. Jackson,,122,122
4,0:29.0,Detroit full timeout,,122,122
4,0:29.0,,D. Bembry enters the game for J. Collins,122,122
4,0:17.0,T. Maker makes 3-pt jump shot from 23 ft (assist by R. Jackson),,125,122
4,0:16.0,,Atlanta full timeout,125,122
4,0:16.0,,V. Carter enters the game for K. Bazemore,125,122
4,0:16.0,,J. Collins enters the game for D. Bembry,125,122
4,0:10.0,,T. Young misses 3-pt jump shot from 32 ft,125,122
4,0:06.0,,Offensive rebound by J. Collins,125,122
4,0:05.0,,V. Carter misses 3-pt jump shot from 25 ft,125,122
4,0:00.0,Defensive rebound by A. Drummond,,125,122
