QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
4,7:45.0,,W. Ellington misses 2-pt jump shot from 3 ft,96,92
4,7:42.0,Defensive rebound by K. Oubre,,96,92
4,7:31.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Wall),,99,92
4,7:13.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),99,95
4,6:47.0,J. Wall misses 2-pt jump shot from 16 ft,,99,95
4,6:45.0,,Defensive rebound by B. Adebayo,99,95
4,6:39.0,,Turnover by W. Ellington (offensive foul),99,95
4,6:39.0,,Offensive foul by W. Ellington (drawn by J. Wall),99,95
4,6:39.0,B. Beal enters the game for I. Mahinmi,,99,95
4,6:39.0,D. Howard enters the game for K. Oubre,,99,95
4,6:39.0,,R. McGruder enters the game for B. Adebayo,99,95
4,6:39.0,,H. Whiteside enters the game for T. Johnson,99,95
4,6:25.0,A. Rivers makes 2-pt jump shot from 10 ft,,101,95
4,6:02.0,,Turnover by R. McGruder (lost ball; steal by J. Wall),101,95
4,5:57.0,J. Wall makes 2-pt dunk from 2 ft,,103,95
4,5:44.0,,J. Richardson misses 2-pt jump shot from 17 ft,103,95
4,5:42.0,Defensive rebound by J. Green,,103,95
4,5:27.0,A. Rivers makes 2-pt jump shot from 8 ft,,105,95
4,5:27.0,,Miami full timeout,105,95
4,5:27.0,,T. Johnson enters the game for W. Ellington,105,95
4,5:11.0,,J. Winslow misses 2-pt jump shot from 9 ft,105,95
4,5:09.0,Defensive rebound by A. Rivers,,105,95
4,5:03.0,J. Green misses 3-pt jump shot from 29 ft,,105,95
4,5:01.0,,Defensive rebound by T. Johnson,105,95
4,4:51.0,,Turnover by T. Johnson (bad pass; steal by B. Beal),105,95
4,4:49.0,Shooting foul by J. Richardson (drawn by B. Beal),,105,95
4,4:49.0,B. Beal makes free throw 1 of 2,,106,95
4,4:49.0,B. Beal misses free throw 2 of 2,,106,95
4,4:46.0,,Defensive rebound by H. Whiteside,106,95
4,4:37.0,,J. Winslow misses 3-pt jump shot from 25 ft,106,95
4,4:33.0,,Offensive rebound by H. Whiteside,106,95
4,4:33.0,,H. Whiteside misses 2-pt layup from 1 ft,106,95
4,4:32.0,Defensive rebound by D. Howard,,106,95
4,4:25.0,J. Wall makes 3-pt jump shot from 25 ft (assist by A. Rivers),,109,95
4,4:24.0,,Miami full timeout,109,95
4,4:24.0,,W. Ellington enters the game for J. Winslow,109,95
4,4:16.0,,Personal foul by D. Howard (drawn by R. McGruder),109,95
4,4:09.0,,T. Johnson misses 2-pt jump shot from 3 ft,109,95
4,4:09.0,Defensive rebound by Team,,109,95
4,4:09.0,,Loose ball foul by H. Whiteside (drawn by D. Howard),109,95
4,4:09.0,D. Howard makes free throw 1 of 2,,110,95
4,4:09.0,D. Howard misses free throw 2 of 2,,110,95
4,4:07.0,,Defensive rebound by W. Ellington,110,95
4,4:02.0,,Personal foul by J. Green (drawn by W. Ellington),110,95
4,3:46.0,,J. Richardson makes 2-pt jump shot from 13 ft,110,97
4,3:42.0,Washington full timeout,,110,97
4,3:41.0,Personal take foul by J. Richardson (drawn by D. Howard),,110,97
4,3:41.0,D. Howard makes free throw 1 of 2,,111,97
4,3:41.0,D. Howard makes free throw 2 of 2,,112,97
4,3:29.0,,W. Ellington misses 3-pt jump shot from 26 ft,112,97
4,3:27.0,Defensive rebound by J. Green,,112,97
4,3:13.0,J. Green makes 2-pt dunk from 2 ft (assist by J. Wall),,114,97
4,3:01.0,,J. Richardson makes 2-pt layup from 2 ft,114,99
4,2:37.0,J. Wall misses 2-pt jump shot from 17 ft,,114,99
4,2:35.0,,Defensive rebound by W. Ellington,114,99
4,2:34.0,,Shooting foul by A. Rivers (drawn by R. McGruder),114,99
4,2:34.0,,R. McGruder makes free throw 1 of 2,114,100
4,2:34.0,,R. McGruder misses free throw 2 of 2,114,100
4,2:34.0,,Offensive rebound by Team,114,100
4,2:32.0,Loose ball foul by B. Beal (drawn by H. Whiteside),,114,100
4,2:32.0,,H. Whiteside makes free throw 1 of 2,114,101
4,2:32.0,,H. Whiteside makes free throw 2 of 2,114,102
4,2:10.0,J. Green misses 3-pt jump shot from 25 ft,,114,102
4,2:09.0,,Defensive rebound by H. Whiteside,114,102
4,2:09.0,,Personal foul by D. Howard (drawn by H. Whiteside),114,102
4,2:09.0,,H. Whiteside makes free throw 1 of 2,114,103
4,2:09.0,,H. Whiteside misses free throw 2 of 2,114,103
4,2:05.0,Defensive rebound by A. Rivers,,114,103
4,1:47.0,J. Green misses 2-pt layup from 2 ft (block by H. Whiteside),,114,103
4,1:46.0,,Defensive rebound by Team,114,103
4,1:38.0,,R. McGruder misses 3-pt jump shot from 25 ft,114,103
4,1:34.0,Defensive rebound by B. Beal,,114,103
4,1:13.0,Turnover by J. Wall (lost ball; steal by H. Whiteside),,114,103
4,1:05.0,,J. Richardson makes 2-pt layup from 1 ft,114,105
4,0:43.0,A. Rivers makes 2-pt layup from 3 ft,,116,105
4,0:33.0,,R. McGruder misses 2-pt jump shot from 3 ft,116,105
4,0:32.0,,H. Whiteside makes 2-pt layup from 1 ft,116,107
4,0:32.0,,Offensive rebound by H. Whiteside,116,107
4,0:11.0,Offensive foul by D. Howard (drawn by H. Whiteside),,116,107
4,0:11.0,Turnover by D. Howard (offensive foul),,116,107
4,0:03.0,,Shooting foul by J. Wall (drawn by J. Richardson),116,107
4,0:03.0,,J. Richardson makes free throw 1 of 3,116,108
4,0:03.0,,J. Richardson makes free throw 2 of 3,116,109
4,0:03.0,,J. Richardson makes free throw 3 of 3,116,110
