QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
4,4:28.0,,L. Shamet misses 2-pt layup from 1 ft,95,116
4,4:25.0,Defensive rebound by N. Vonleh,,95,116
4,4:20.0,K. Knox misses 3-pt jump shot from 23 ft,,95,116
4,4:17.0,,Defensive rebound by B. Simmons,95,116
4,4:08.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by J. Butler),95,119
4,3:47.0,Shooting foul by W. Chandler (drawn by T. Hardaway),,95,119
4,3:47.0,T. Hardaway makes free throw 1 of 3,,96,119
4,3:47.0,T. Hardaway makes free throw 2 of 3,,97,119
4,3:47.0,T. Hardaway makes free throw 3 of 3,,98,119
4,3:47.0,M. Hezonja enters the game for E. Freedom,,98,119
4,3:47.0,L. Kornet enters the game for E. Mudiay,,98,119
4,3:47.0,F. Ntilikina enters the game for N. Vonleh,,98,119
4,3:47.0,,Philadelphia full timeout,98,119
4,3:47.0,,D. Jackson enters the game for J. Butler,98,119
4,3:47.0,,A. Johnson enters the game for W. Chandler,98,119
4,3:47.0,,F. Korkmaz enters the game for M. Muscala,98,119
4,3:47.0,,S. Milton enters the game for B. Simmons,98,119
4,3:47.0,,Personal take foul by T. Hardaway (drawn by D. Jackson),98,119
4,3:47.0,D. Dotson enters the game for T. Hardaway,,98,119
4,3:35.0,,S. Milton makes 3-pt jump shot from 26 ft (assist by A. Johnson),98,122
4,3:17.0,L. Kornet makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,101,122
4,2:53.0,,A. Johnson makes 2-pt layup from 2 ft (assist by S. Milton),101,124
4,2:40.0,D. Dotson makes 2-pt layup from 2 ft,,103,124
4,2:19.0,,S. Milton misses 3-pt jump shot from 25 ft,103,124
4,2:15.0,Defensive rebound by M. Hezonja,,103,124
4,2:02.0,D. Dotson misses 2-pt layup from 3 ft,,103,124
4,1:59.0,,Defensive rebound by F. Korkmaz,103,124
4,1:50.0,,A. Johnson makes 3-pt jump shot from 26 ft (assist by D. Jackson),103,127
4,1:38.0,K. Knox misses 2-pt layup from 2 ft,,103,127
4,1:36.0,,Defensive rebound by D. Jackson,103,127
4,1:26.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,103,127
4,1:22.0,Defensive rebound by K. Knox,,103,127
4,1:18.0,Shooting foul by A. Johnson (drawn by K. Knox),,103,127
4,1:18.0,K. Knox makes free throw 1 of 2,,104,127
4,1:18.0,K. Knox makes free throw 2 of 2,,105,127
4,1:09.0,,Personal take foul by M. Hezonja (drawn by S. Milton),105,127
4,1:09.0,,S. Milton makes free throw 1 of 2,105,128
4,1:09.0,,S. Milton makes free throw 2 of 2,105,129
4,1:01.0,F. Ntilikina misses 2-pt layup from 3 ft,,105,129
4,0:56.0,Offensive rebound by L. Kornet,,105,129
4,0:56.0,L. Kornet misses 2-pt dunk at rim,,105,129
4,0:55.0,,Defensive rebound by S. Milton,105,129
4,0:55.0,,D. Jackson makes 2-pt layup from 6 ft (assist by S. Milton),105,131
4,0:44.0,Shooting foul by A. Johnson (drawn by M. Hezonja),,105,131
4,0:44.0,M. Hezonja makes free throw 1 of 2,,106,131
4,0:44.0,M. Hezonja makes free throw 2 of 2,,107,131
4,0:20.0,,Turnover by Team (shot clock),107,131
4,0:08.0,,Violation by Team (kicked ball),107,131
4,0:02.0,D. Dotson makes 2-pt dunk from 1 ft,,109,131
