QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
4,4:11.0,,Defensive rebound by T. Sefolosha,93,121
4,4:02.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by R. Neto),93,124
4,3:44.0,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),,95,124
4,3:33.0,,R. Neto makes 2-pt layup from 1 ft,95,126
4,3:20.0,D. Cunningham misses 3-pt jump shot from 23 ft,,95,126
4,3:15.0,,Defensive rebound by T. Sefolosha,95,126
4,3:10.0,,G. Niang misses 3-pt jump shot from 23 ft,95,126
4,3:06.0,Defensive rebound by D. Cunningham,,95,126
4,2:55.0,J. Poeltl makes 2-pt layup from 4 ft (assist by D. Cunningham),,97,126
4,2:55.0,Shooting foul by G. Niang (drawn by J. Poeltl),,97,126
4,2:55.0,J. Poeltl makes free throw 1 of 1,,98,126
4,2:38.0,,G. Niang makes 2-pt jump shot from 11 ft,98,128
4,2:13.0,J. Poeltl makes 2-pt jump shot from 9 ft (assist by C. Metu),,100,128
4,2:02.0,,E. Udoh makes 2-pt dunk from 3 ft (assist by D. Exum),100,130
4,1:46.0,D. Cunningham misses 3-pt jump shot from 23 ft,,100,130
4,1:40.0,Offensive rebound by J. Poeltl,,100,130
4,1:40.0,J. Poeltl misses 2-pt layup at rim,,100,130
4,1:39.0,,Defensive rebound by E. Udoh,100,130
4,1:33.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by E. Udoh),100,133
4,1:23.0,C. Metu misses 2-pt jump shot from 23 ft,,100,133
4,1:20.0,,Defensive rebound by G. Niang,100,133
4,1:11.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by G. Niang),100,135
4,0:59.0,C. Metu misses 2-pt layup from 3 ft,,100,135
4,0:57.0,,Defensive rebound by G. Niang,100,135
4,0:54.0,,R. Neto makes 2-pt layup from 2 ft (assist by G. Niang),100,137
4,0:41.0,M. Belinelli makes 3-pt jump shot from 25 ft,,103,137
4,0:29.0,,D. Exum makes 2-pt layup from 2 ft,103,139
4,0:20.0,C. Metu makes 2-pt dunk from 2 ft (assist by M. Belinelli),,105,139
