QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
4,6:46.0,,R. Gobert enters the game for D. Mitchell,87,95
4,6:46.0,,K. Korver enters the game for R. O'Neale,87,95
4,6:40.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),87,98
4,6:28.0,,Violation by Team (kicked ball),87,98
4,6:19.0,K. Durant makes 2-pt jump shot from 16 ft,,89,98
4,6:01.0,,Turnover by J. Ingles (bad pass; steal by A. McKinnie),89,98
4,5:55.0,A. McKinnie makes 2-pt dunk from 1 ft (assist by K. Thompson),,91,98
4,5:36.0,,R. Gobert misses 2-pt hook shot from 6 ft,91,98
4,5:34.0,Defensive rebound by D. Green,,91,98
4,5:29.0,S. Curry misses 2-pt layup from 3 ft,,91,98
4,5:28.0,,Defensive rebound by R. Rubio,91,98
4,5:22.0,,R. Rubio misses 2-pt layup from 2 ft,91,98
4,5:22.0,Defensive rebound by Team,,91,98
4,5:22.0,,Loose ball foul by R. Gobert (drawn by K. Durant),91,98
4,5:11.0,K. Durant makes 3-pt jump shot from 26 ft,,94,98
4,4:58.0,,Personal foul by A. McKinnie (drawn by R. Gobert),94,98
4,4:58.0,,D. Mitchell enters the game for K. Korver,94,98
4,4:48.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),94,100
4,4:32.0,A. McKinnie makes 2-pt dunk from 1 ft (assist by S. Curry),,96,100
4,4:15.0,,Turnover by R. Rubio (traveling),96,100
4,4:05.0,K. Durant makes 2-pt jump shot from 14 ft,,98,100
4,3:47.0,,R. Gobert misses 2-pt layup from 2 ft,98,100
4,3:45.0,Defensive rebound by K. Thompson,,98,100
4,3:36.0,Personal foul by R. Rubio (drawn by S. Curry),,98,100
4,3:36.0,Golden State full timeout,,98,100
4,3:24.0,S. Curry misses 3-pt jump shot from 26 ft,,98,100
4,3:22.0,,Defensive rebound by R. Gobert,98,100
4,3:09.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),98,102
4,3:02.0,Personal foul by J. Crowder (drawn by K. Durant),,98,102
4,2:50.0,D. Green misses 2-pt layup from 3 ft (block by R. Gobert),,98,102
4,2:49.0,Offensive rebound by A. McKinnie,,98,102
4,2:49.0,A. McKinnie misses 2-pt layup from 3 ft,,98,102
4,2:49.0,,Defensive rebound by J. Crowder,98,102
4,2:42.0,,J. Ingles makes 2-pt layup from 2 ft (assist by R. Rubio),98,104
4,2:23.0,A. McKinnie misses 3-pt jump shot from 25 ft,,98,104
4,2:18.0,,Defensive rebound by R. Gobert,98,104
4,2:10.0,,Turnover by D. Mitchell (traveling),98,104
4,2:00.0,S. Curry makes 2-pt layup from 2 ft,,100,104
4,1:36.0,,Shooting foul by K. Thompson (drawn by D. Mitchell),100,104
4,1:36.0,,D. Mitchell makes free throw 1 of 3,100,105
4,1:36.0,,D. Mitchell misses free throw 2 of 3,100,105
4,1:36.0,,Offensive rebound by Team,100,105
4,1:36.0,,D. Mitchell makes free throw 3 of 3,100,106
4,1:31.0,S. Curry misses 3-pt jump shot from 26 ft,,100,106
4,1:28.0,,Defensive rebound by R. Gobert,100,106
4,1:22.0,,J. Ingles misses 3-pt jump shot from 25 ft,100,106
4,1:18.0,Defensive rebound by K. Thompson,,100,106
4,1:13.0,K. Durant makes 3-pt jump shot from 27 ft,,103,106
4,0:55.0,,D. Mitchell misses 3-pt jump shot from 26 ft,103,106
4,0:52.0,Defensive rebound by K. Thompson,,103,106
4,0:39.0,K. Durant misses 3-pt jump shot from 24 ft,,103,106
4,0:37.0,,Defensive rebound by D. Mitchell,103,106
4,0:17.0,,Turnover by D. Mitchell (out of bounds lost ball),103,106
4,0:17.0,Golden State full timeout,,103,106
4,0:17.0,A. Iguodala enters the game for A. McKinnie,,103,106
4,0:07.0,A. Iguodala misses 3-pt jump shot from 25 ft,,103,106
4,0:04.0,Offensive rebound by S. Curry,,103,106
4,0:02.0,Turnover by S. Curry (out of bounds lost ball),,103,106
4,0:02.0,,Utah full timeout,103,106
4,0:02.0,,Personal foul by A. Iguodala (drawn by D. Mitchell),103,106
4,0:02.0,,D. Mitchell makes free throw 1 of 2,103,107
4,0:02.0,,D. Mitchell makes free throw 2 of 2,103,108
