QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
4,6:01.0,,J. Green misses 3-pt jump shot from 23 ft,116,97
4,5:58.0,,Offensive rebound by O. Porter,116,97
4,5:56.0,,T. Ariza misses 3-pt jump shot from 25 ft,116,97
4,5:53.0,,Offensive rebound by O. Porter,116,97
4,5:51.0,,J. McRae misses 2-pt layup from 3 ft,116,97
4,5:48.0,Defensive rebound by T. Snell,,116,97
4,5:45.0,G. Antetokounmpo makes 2-pt layup at rim (assist by T. Snell),,118,97
4,5:28.0,,Shooting foul by D. Wilson (drawn by B. Beal),118,97
4,5:28.0,,B. Beal makes free throw 1 of 2,118,98
4,5:28.0,G. Hill enters the game for G. Antetokounmpo,,118,98
4,5:28.0,K. Middleton enters the game for P. Connaughton,,118,98
4,5:28.0,,B. Beal makes free throw 2 of 2,118,99
4,5:05.0,G. Hill makes 3-pt jump shot from 24 ft (assist by T. Snell),,121,99
4,4:47.0,,J. McRae makes 2-pt jump shot from 11 ft,121,101
4,4:34.0,D. Wilson makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,124,101
4,4:24.0,,J. McRae misses 3-pt jump shot from 23 ft,124,101
4,4:19.0,Defensive rebound by D. Wilson,,124,101
4,3:58.0,G. Hill misses 3-pt jump shot from 27 ft,,124,101
4,3:55.0,Offensive rebound by M. Brogdon,,124,101
4,3:55.0,M. Brogdon makes 2-pt layup from 1 ft,,126,101
4,3:55.0,,Washington full timeout,126,101
4,3:55.0,S. Brown enters the game for M. Brogdon,,126,101
4,3:55.0,P. Connaughton enters the game for K. Middleton,,126,101
4,3:55.0,C. Wood enters the game for T. Snell,,126,101
4,3:55.0,,T. Brown enters the game for T. Ariza,126,101
4,3:55.0,,S. Dekker enters the game for B. Beal,126,101
4,3:55.0,,J. Jenkins enters the game for J. Green,126,101
4,3:55.0,,C. Randle enters the game for O. Porter,126,101
4,3:37.0,,T. Brown makes 2-pt jump shot from 18 ft (assist by S. Dekker),126,103
4,3:15.0,C. Wood misses 2-pt jump shot from 7 ft,,126,103
4,3:12.0,,Defensive rebound by S. Dekker,126,103
4,3:03.0,,Turnover by T. Brown (bad pass; steal by G. Hill),126,103
4,2:56.0,S. Brown misses 3-pt jump shot from 27 ft,,126,103
4,2:51.0,,Defensive rebound by J. McRae,126,103
4,2:46.0,,J. McRae makes 2-pt jump shot from 13 ft,126,105
4,2:27.0,P. Connaughton misses 3-pt jump shot from 27 ft,,126,105
4,2:21.0,,Defensive rebound by T. Brown,126,105
4,2:10.0,,J. Jenkins makes 3-pt jump shot from 26 ft (assist by T. Brown),126,108
4,1:44.0,G. Hill misses 2-pt jump shot from 12 ft,,126,108
4,1:38.0,,Defensive rebound by J. Jenkins,126,108
4,1:36.0,,Turnover by J. McRae (bad pass; steal by G. Hill),126,108
4,1:31.0,P. Connaughton makes 2-pt dunk at rim (assist by G. Hill),,128,108
4,1:24.0,,T. Brown misses 2-pt layup from 2 ft,128,108
4,1:24.0,,Offensive rebound by T. Brown,128,108
4,1:20.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by J. Jenkins),128,111
4,1:08.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by D. Wilson),,131,111
4,1:00.0,,S. Dekker misses 3-pt jump shot from 26 ft,131,111
4,0:55.0,,Offensive rebound by J. McRae,131,111
4,0:55.0,,Personal foul by S. Brown (drawn by J. McRae),131,111
4,0:55.0,,J. McRae misses free throw 1 of 2,131,111
4,0:55.0,,Offensive rebound by Team,131,111
4,0:55.0,,J. McRae makes free throw 2 of 2,131,112
4,0:41.0,C. Wood misses 2-pt hook shot from 9 ft,,131,112
4,0:36.0,,Defensive rebound by T. Brown,131,112
4,0:34.0,,Shooting foul by P. Connaughton (drawn by J. McRae),131,112
4,0:34.0,,J. McRae misses free throw 1 of 2,131,112
4,0:34.0,,Offensive rebound by Team,131,112
4,0:34.0,,J. McRae misses free throw 2 of 2,131,112
4,0:31.0,Defensive rebound by D. Wilson,,131,112
4,0:11.0,S. Brown misses 3-pt jump shot from 27 ft,,131,112
4,0:07.0,,Defensive rebound by T. Brown,131,112
4,0:01.0,,J. McRae makes 3-pt jump shot from 28 ft (assist by T. Brown),131,115
