QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
4,2:30.0,,T. Young misses 2-pt jump shot from 23 ft,123,107
4,2:29.0,,Offensive rebound by J. Collins,123,107
4,2:29.0,,J. Collins makes 2-pt layup at rim,123,109
4,2:29.0,,Shooting foul by J. Lamb (drawn by J. Collins),123,109
4,2:29.0,,J. Collins misses free throw 1 of 1,123,109
4,2:27.0,Defensive rebound by N. Batum,,123,109
4,2:07.0,K. Walker makes 2-pt layup from 1 ft (assist by J. Lamb),,125,109
4,1:54.0,,T. Young makes 2-pt layup from 2 ft,125,111
4,1:37.0,J. Lamb misses 3-pt jump shot from 25 ft,,125,111
4,1:33.0,,Defensive rebound by D. Dedmon,125,111
4,1:26.0,,K. Huerter makes 3-pt jump shot from 26 ft,125,114
4,1:17.0,M. Williams makes 2-pt dunk from 2 ft (assist by N. Batum),,127,114
4,1:08.0,,T. Young makes 3-pt jump shot from 26 ft,127,117
4,0:47.0,J. Lamb misses 2-pt jump shot from 9 ft,,127,117
4,0:44.0,Offensive rebound by J. Lamb,,127,117
4,0:41.0,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft (assist by J. Lamb),,129,117
4,0:35.0,,Turnover by T. Young (bad pass; steal by N. Batum),129,117
4,0:18.0,K. Walker misses 3-pt jump shot from 26 ft,,129,117
4,0:16.0,,Defensive rebound by D. Dedmon,129,117
4,0:13.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),129,120
