QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
4,5:09.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by A. Wiggins),108,95
4,4:54.0,K. Durant makes 2-pt jump shot from 15 ft (assist by Q. Cook),,110,95
4,4:45.0,,D. Šarić misses 3-pt jump shot from 25 ft,110,95
4,4:42.0,,Offensive rebound by K. Towns,110,95
4,4:28.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Okogie),110,97
4,4:12.0,Q. Cook misses 3-pt jump shot from 25 ft,,110,97
4,4:08.0,,Defensive rebound by A. Wiggins,110,97
4,4:06.0,,J. Okogie makes 2-pt layup from 2 ft (assist by A. Wiggins),110,99
4,4:04.0,Golden State full timeout,,110,99
4,4:04.0,S. Curry enters the game for Q. Cook,,110,99
4,4:04.0,D. Green enters the game for A. McKinnie,,110,99
4,3:46.0,Turnover by K. Thompson (bad pass; steal by J. Okogie),,110,99
4,3:33.0,,K. Towns misses 2-pt jump shot from 13 ft,110,99
4,3:30.0,Defensive rebound by D. Green,,110,99
4,3:15.0,K. Durant makes 2-pt jump shot from 16 ft,,112,99
4,3:01.0,,T. Jones misses 2-pt layup from 2 ft,112,99
4,3:00.0,Defensive rebound by D. Green,,112,99
4,2:56.0,Turnover by S. Curry (bad pass),,112,99
4,2:43.0,,D. Šarić makes 2-pt layup at rim (assist by K. Towns),112,101
4,2:29.0,Turnover by S. Curry (bad pass; steal by T. Jones),,112,101
4,2:27.0,,Personal foul by D. Green (drawn by T. Jones),112,101
4,2:27.0,,T. Jones makes free throw 1 of 2,112,102
4,2:27.0,K. Looney enters the game for J. Jerebko,,112,102
4,2:27.0,,T. Jones makes free throw 2 of 2,112,103
4,2:14.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,115,103
4,2:12.0,,Minnesota full timeout,115,103
4,1:54.0,,A. Wiggins misses 3-pt jump shot from 26 ft (block by D. Green),115,103
4,1:50.0,,Offensive rebound by K. Towns,115,103
4,1:49.0,,T. Jones misses 3-pt jump shot from 25 ft,115,103
4,1:49.0,Defensive rebound by Team,,115,103
4,1:49.0,,Loose ball foul by K. Towns (drawn by D. Green),115,103
4,1:49.0,Golden State full timeout,,115,103
4,1:49.0,A. McKinnie enters the game for K. Durant,,115,103
4,1:32.0,Turnover by D. Green (bad pass; steal by A. Wiggins),,115,103
4,1:18.0,,D. Šarić misses 2-pt jump shot from 11 ft,115,103
4,1:14.0,Defensive rebound by A. McKinnie,,115,103
4,0:59.0,Offensive foul by K. Looney (drawn by T. Jones),,115,103
4,0:59.0,Turnover by K. Looney (offensive foul),,115,103
4,0:59.0,J. Bell enters the game for S. Curry,,115,103
4,0:59.0,J. Evans enters the game for D. Green,,115,103
4,0:59.0,D. Lee enters the game for K. Thompson,,115,103
4,0:55.0,,T. Jones misses 2-pt jump shot from 17 ft,115,103
4,0:52.0,,Offensive rebound by K. Towns,115,103
4,0:51.0,,K. Towns makes 2-pt jump shot from 8 ft,115,105
4,0:34.0,D. Lee makes 2-pt jump shot from 21 ft (assist by K. Looney),,117,105
4,0:27.0,,Shooting foul by J. Evans (drawn by T. Jones),117,105
4,0:27.0,,T. Jones makes free throw 1 of 2,117,106
4,0:27.0,,T. Jones makes free throw 2 of 2,117,107
4,0:19.0,J. Evans misses 2-pt jump shot from 20 ft,,117,107
4,0:17.0,,Defensive rebound by J. Okogie,117,107
4,0:00.0,,A. Wiggins misses 3-pt jump shot from 25 ft,117,107
4,0:00.0,,Offensive rebound by Team,117,107
