QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
4,7:43.0,Violation by Team (def goaltending),,81,96
4,7:27.0,Personal foul by S. Johnson (drawn by N. Vonleh),,81,96
4,7:27.0,,A. Drummond enters the game for Z. Pachulia,81,96
4,7:27.0,A. Trier misses 2-pt jump shot from 14 ft (block by B. Brown),,81,96
4,7:17.0,Offensive rebound by A. Trier,,81,96
4,7:17.0,Shooting foul by B. Brown (drawn by A. Trier),,81,96
4,7:17.0,A. Trier makes free throw 1 of 2,,82,96
4,7:17.0,A. Trier makes free throw 2 of 2,,83,96
4,6:53.0,,Turnover by A. Drummond (lost ball; steal by E. Freedom),83,96
4,6:45.0,Shooting foul by R. Bullock (drawn by T. Hardaway),,83,96
4,6:45.0,,B. Griffin enters the game for B. Brown,83,96
4,6:45.0,T. Hardaway makes free throw 1 of 3,,84,96
4,6:45.0,T. Hardaway makes free throw 2 of 3,,85,96
4,6:45.0,T. Hardaway makes free throw 3 of 3,,86,96
4,6:35.0,,I. Smith makes 2-pt jump shot from 9 ft,86,98
4,6:26.0,E. Freedom makes 2-pt layup from 1 ft (assist by T. Hardaway),,88,98
4,6:03.0,,B. Griffin makes 2-pt layup from 3 ft,88,100
4,5:53.0,N. Vonleh misses 3-pt jump shot from 27 ft,,88,100
4,5:48.0,,Defensive rebound by R. Bullock,88,100
4,5:44.0,,I. Smith misses 3-pt jump shot from 24 ft,88,100
4,5:42.0,,Offensive rebound by Team,88,100
4,5:42.0,,A. Drummond misses 2-pt layup from 2 ft,88,100
4,5:42.0,,Offensive rebound by A. Drummond,88,100
4,5:42.0,,R. Jackson enters the game for I. Smith,88,100
4,5:40.0,,R. Bullock makes 2-pt jump shot from 13 ft (assist by R. Jackson),88,102
4,5:21.0,A. Trier misses 2-pt layup from 6 ft (block by A. Drummond),,88,102
4,5:18.0,Offensive rebound by N. Vonleh,,88,102
4,5:17.0,T. Hardaway misses 3-pt jump shot from 26 ft,,88,102
4,5:14.0,,Defensive rebound by B. Griffin,88,102
4,5:10.0,,Personal foul by N. Vonleh (drawn by B. Griffin),88,102
4,5:00.0,,B. Griffin misses 2-pt layup from 3 ft (block by N. Vonleh),88,102
4,4:56.0,Defensive rebound by T. Hardaway,,88,102
4,4:53.0,Turnover by A. Trier (bad pass; steal by R. Jackson),,88,102
4,4:47.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),88,104
4,4:46.0,New York full timeout,,88,104
4,4:46.0,K. Knox enters the game for T. Hardaway,,88,104
4,4:46.0,F. Ntilikina enters the game for E. Freedom,,88,104
4,4:46.0,,L. Galloway enters the game for R. Bullock,88,104
4,4:28.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by A. Trier),,91,104
4,3:58.0,,L. Galloway misses 3-pt jump shot from 24 ft,91,104
4,3:55.0,Defensive rebound by A. Trier,,91,104
4,3:50.0,N. Vonleh makes 3-pt jump shot from 28 ft (assist by A. Trier),,94,104
4,3:33.0,,Personal foul by F. Ntilikina (drawn by B. Griffin),94,104
4,3:19.0,,B. Griffin misses 2-pt jump shot from 21 ft,94,104
4,3:14.0,Defensive rebound by N. Vonleh,,94,104
4,3:01.0,A. Trier makes 2-pt layup from 5 ft,,96,104
4,3:01.0,,Detroit full timeout,96,104
4,2:48.0,,Personal foul by K. Knox (drawn by B. Griffin),96,104
4,2:48.0,,B. Griffin makes free throw 1 of 2,96,105
4,2:48.0,,B. Griffin makes free throw 2 of 2,96,106
4,2:30.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,96,106
4,2:29.0,,Defensive rebound by Team,96,106
4,2:29.0,Loose ball foul by N. Vonleh (drawn by B. Griffin),,96,106
4,2:29.0,E. Freedom enters the game for N. Vonleh,,96,106
4,2:29.0,,B. Griffin makes free throw 1 of 2,96,107
4,2:29.0,,B. Griffin makes free throw 2 of 2,96,108
4,2:13.0,K. Knox makes 2-pt layup from 2 ft (assist by A. Trier),,98,108
4,2:13.0,Shooting foul by L. Galloway (drawn by K. Knox),,98,108
4,2:13.0,K. Knox makes free throw 1 of 1,,99,108
4,1:56.0,,L. Galloway misses 3-pt jump shot from 23 ft,99,108
4,1:53.0,Defensive rebound by A. Trier,,99,108
4,1:50.0,Personal foul by S. Johnson (drawn by A. Trier),,99,108
4,1:50.0,A. Trier misses free throw 1 of 2,,99,108
4,1:50.0,Offensive rebound by Team,,99,108
4,1:50.0,A. Trier makes free throw 2 of 2,,100,108
4,1:31.0,,S. Johnson makes 2-pt jump shot from 16 ft (assist by B. Griffin),100,110
4,1:21.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,100,110
4,1:18.0,,Defensive rebound by R. Jackson,100,110
4,1:04.0,,R. Jackson misses 2-pt layup from 4 ft,100,110
4,1:02.0,Defensive rebound by E. Freedom,,100,110
4,0:57.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by A. Trier),,103,110
4,0:36.0,,B. Griffin misses 2-pt layup from 6 ft (block by E. Freedom),103,110
4,0:34.0,Defensive rebound by A. Trier,,103,110
4,0:32.0,A. Trier misses 2-pt layup from 1 ft (block by S. Johnson),,103,110
4,0:32.0,,Defensive rebound by L. Galloway,103,110
4,0:30.0,,Detroit full timeout,103,110
4,0:30.0,M. Hezonja enters the game for E. Freedom,,103,110
4,0:30.0,,R. Bullock enters the game for A. Drummond,103,110
4,0:27.0,,Personal foul by M. Hezonja (drawn by R. Jackson),103,110
4,0:27.0,,R. Jackson makes free throw 1 of 2,103,111
4,0:27.0,T. Hardaway enters the game for M. Hezonja,,103,111
4,0:27.0,,R. Jackson makes free throw 2 of 2,103,112
4,0:21.0,A. Trier makes 2-pt layup from 2 ft,,105,112
4,0:18.0,,Personal foul by D. Dotson (drawn by R. Jackson),105,112
4,0:18.0,,R. Jackson makes free throw 1 of 2,105,113
4,0:18.0,,R. Jackson makes free throw 2 of 2,105,114
4,0:13.0,D. Dotson makes 3-pt jump shot from 31 ft,,108,114
4,0:07.0,,Personal foul by D. Dotson (drawn by S. Johnson),108,114
4,0:07.0,,S. Johnson misses free throw 1 of 2,108,114
4,0:07.0,,Offensive rebound by Team,108,114
4,0:07.0,,S. Johnson makes free throw 2 of 2,108,115
4,0:07.0,New York full timeout,,108,115
4,0:07.0,E. Freedom enters the game for F. Ntilikina,,108,115
4,0:06.0,Turnover by K. Knox (bad pass),,108,115
