QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
4,6:44.0,,D. Harris misses 2-pt layup from 2 ft,105,103
4,6:42.0,Defensive rebound by A. Davis,,105,103
4,6:38.0,Turnover by A. Davis (lost ball; steal by J. Barea),,105,103
4,6:33.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),105,105
4,6:17.0,J. Okafor misses 2-pt dunk from 2 ft (block by M. Kleber),,105,105
4,6:14.0,Offensive rebound by A. Davis,,105,105
4,6:13.0,F. Jackson makes 2-pt layup at rim (assist by A. Davis),,107,105
4,6:01.0,,J. Barea makes 3-pt jump shot from 24 ft,107,108
4,5:38.0,A. Davis makes 2-pt jump shot from 7 ft,,109,108
4,5:24.0,,J. Barea makes 3-pt jump shot from 24 ft,109,111
4,5:22.0,New Orleans full timeout,,109,111
4,5:22.0,J. Holiday enters the game for T. Frazier,,109,111
4,5:22.0,D. Miller enters the game for S. Hill,,109,111
4,5:22.0,E. Moore enters the game for F. Jackson,,109,111
4,5:22.0,J. Randle enters the game for J. Okafor,,109,111
4,5:22.0,,H. Barnes enters the game for D. Harris,109,111
4,5:22.0,,L. Dončić enters the game for M. Kleber,109,111
4,5:22.0,,D. Jordan enters the game for D. Powell,109,111
4,5:11.0,A. Davis makes 2-pt jump shot from 7 ft (assist by D. Miller),,111,111
4,5:02.0,,Shooting foul by J. Holiday (drawn by D. Jordan),111,111
4,5:02.0,,D. Jordan makes free throw 1 of 2,111,112
4,5:02.0,,W. Matthews enters the game for D. Finney-Smith,111,112
4,5:02.0,,D. Jordan makes free throw 2 of 2,111,113
4,4:53.0,Personal foul by W. Matthews (drawn by A. Davis),,111,113
4,4:44.0,A. Davis makes 2-pt jump shot from 6 ft,,113,113
4,4:18.0,,L. Dončić misses 3-pt jump shot from 26 ft,113,113
4,4:14.0,Defensive rebound by A. Davis,,113,113
4,3:53.0,A. Davis misses 2-pt jump shot from 20 ft,,113,113
4,3:50.0,,Defensive rebound by L. Dončić,113,113
4,3:43.0,,Personal foul by D. Miller (drawn by W. Matthews),113,113
4,3:29.0,,J. Barea makes 2-pt jump shot from 8 ft,113,115
4,3:17.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,115,115
4,2:59.0,,H. Barnes misses 3-pt jump shot from 26 ft,115,115
4,2:56.0,Defensive rebound by A. Davis,,115,115
4,2:43.0,D. Miller misses 3-pt jump shot from 25 ft,,115,115
4,2:40.0,,Defensive rebound by D. Jordan,115,115
4,2:24.0,,J. Barea misses 2-pt layup from 2 ft,115,115
4,2:20.0,,Offensive rebound by D. Jordan,115,115
4,2:20.0,,D. Jordan makes 2-pt layup at rim,115,117
4,2:07.0,A. Davis makes 2-pt jump shot from 9 ft,,117,117
4,1:49.0,,H. Barnes makes 2-pt jump shot from 13 ft (assist by L. Dončić),117,119
4,1:35.0,J. Randle misses 2-pt jump shot from 12 ft,,117,119
4,1:31.0,,Defensive rebound by W. Matthews,117,119
4,1:20.0,,Personal foul by E. Moore (drawn by D. Jordan),117,119
4,1:08.0,,L. Dončić misses 2-pt jump shot from 5 ft,117,119
4,1:05.0,Defensive rebound by E. Moore,,117,119
4,1:02.0,Turnover by J. Randle (offensive foul),,117,119
4,1:02.0,Offensive foul by J. Randle (drawn by J. Barea),,117,119
4,0:43.0,,Turnover by D. Jordan (lost ball; steal by J. Holiday),117,119
4,0:42.0,Shooting foul by J. Barea (drawn by J. Randle),,117,119
4,0:42.0,J. Randle makes free throw 1 of 2,,118,119
4,0:42.0,,D. Powell enters the game for J. Barea,118,119
4,0:42.0,J. Randle makes free throw 2 of 2,,119,119
4,0:42.0,,Dallas full timeout,119,119
4,0:42.0,,J. Barea enters the game for D. Powell,119,119
4,0:30.0,,Personal foul by J. Randle (drawn by L. Dončić),119,119
4,0:30.0,,L. Dončić makes free throw 1 of 2,119,120
4,0:30.0,,D. Finney-Smith enters the game for J. Barea,119,120
4,0:30.0,,L. Dončić makes free throw 2 of 2,119,121
4,0:19.0,A. Davis misses 3-pt jump shot from 25 ft,,119,121
4,0:16.0,,Defensive rebound by L. Dončić,119,121
4,0:11.0,,Personal foul by D. Miller (drawn by L. Dončić),119,121
4,0:11.0,,L. Dončić makes free throw 1 of 2,119,122
4,0:11.0,,L. Dončić misses free throw 2 of 2,119,122
4,0:10.0,Defensive rebound by Team,,119,122
4,0:10.0,New Orleans full timeout,,119,122
4,0:03.0,A. Davis misses 3-pt jump shot from 26 ft,,119,122
4,0:03.0,,Defensive rebound by L. Dončić,119,122
