QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
4,3:25.0,S. Brown makes 2-pt dunk from 2 ft (assist by M. Brogdon),,97,106
4,3:01.0,,J. Green misses 3-pt jump shot from 26 ft,97,106
4,2:58.0,Defensive rebound by K. Middleton,,97,106
4,2:46.0,E. İlyasova makes 2-pt jump shot from 7 ft (assist by K. Middleton),,99,106
4,2:27.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by B. Beal),99,109
4,2:11.0,Personal foul by J. Green (drawn by M. Brogdon),,99,109
4,2:11.0,T. Snell enters the game for D. Wilson,,99,109
4,2:00.0,K. Middleton makes 2-pt layup from 2 ft,,101,109
4,1:43.0,,B. Beal makes 2-pt dunk from 1 ft (assist by T. Satoranský),101,111
4,1:37.0,Shooting foul by T. Ariza (drawn by K. Middleton),,101,111
4,1:37.0,K. Middleton makes free throw 1 of 2,,102,111
4,1:37.0,K. Middleton makes free throw 2 of 2,,103,111
4,1:11.0,,T. Ariza misses 3-pt jump shot from 27 ft,103,111
4,1:08.0,Defensive rebound by K. Middleton,,103,111
4,1:00.0,K. Middleton misses 3-pt jump shot from 26 ft,,103,111
4,0:57.0,,Defensive rebound by O. Porter,103,111
4,0:42.0,,Shooting foul by T. Snell (drawn by T. Satoranský),103,111
4,0:42.0,,T. Satoranský makes free throw 1 of 2,103,112
4,0:42.0,D. Wilson enters the game for K. Middleton,,103,112
4,0:42.0,,T. Satoranský makes free throw 2 of 2,103,113
4,0:38.0,M. Brogdon misses 3-pt jump shot from 30 ft,,103,113
4,0:34.0,,Defensive rebound by O. Porter,103,113
4,0:16.0,,T. Ariza misses 3-pt jump shot from 24 ft,103,113
4,0:12.0,Defensive rebound by D. Wilson,,103,113
4,0:02.0,D. Wilson makes 3-pt jump shot from 30 ft (assist by M. Brogdon),,106,113
