QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
4,7:19.0,C. Swanigan makes 2-pt layup from 9 ft (assist by B. Bogdanović),,78,102
4,7:12.0,,Offensive foul by R. Gobert (drawn by C. Swanigan),78,102
4,7:12.0,,Turnover by R. Gobert (offensive foul),78,102
4,7:02.0,F. Mason makes 2-pt jump shot from 12 ft,,80,102
4,6:45.0,,D. Mitchell misses 2-pt jump shot from 6 ft,80,102
4,6:42.0,Defensive rebound by Y. Ferrell,,80,102
4,6:39.0,T. Williams misses 3-pt jump shot from 22 ft,,80,102
4,6:36.0,,Defensive rebound by R. Gobert,80,102
4,6:24.0,,D. Mitchell misses 3-pt jump shot from 26 ft,80,102
4,6:21.0,Defensive rebound by B. Bogdanović,,80,102
4,6:11.0,B. Bogdanović makes 2-pt layup from 4 ft,,82,102
4,5:59.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Gobert),82,104
4,5:59.0,,Shooting foul by Y. Ferrell (drawn by D. Mitchell),82,104
4,5:59.0,,J. Ingles enters the game for R. Gobert,82,104
4,5:59.0,,E. Udoh enters the game for G. Niang,82,104
4,5:59.0,,D. Mitchell makes free throw 1 of 1,82,105
4,5:47.0,Turnover by F. Mason (bad pass),,82,105
4,5:27.0,,Shooting foul by F. Mason (drawn by D. Mitchell),82,105
4,5:27.0,,D. Mitchell makes free throw 1 of 2,82,106
4,5:27.0,,D. Mitchell makes free throw 2 of 2,82,107
4,5:27.0,,G. Allen enters the game for J. Ingles,82,107
4,5:27.0,,G. Niang enters the game for D. Mitchell,82,107
4,5:08.0,B. Bogdanović makes 2-pt jump shot from 6 ft,,84,107
4,5:08.0,Shooting foul by R. O'Neale (drawn by B. Bogdanović),,84,107
4,5:08.0,B. Bogdanović makes free throw 1 of 1,,85,107
4,4:55.0,,G. Niang makes 2-pt hook shot from 4 ft,85,109
4,4:47.0,Y. Ferrell makes 2-pt layup from 3 ft,,87,109
4,4:47.0,Shooting foul by R. O'Neale (drawn by Y. Ferrell),,87,109
4,4:47.0,Y. Ferrell makes free throw 1 of 1,,88,109
4,4:26.0,,G. Allen misses 2-pt dunk from 3 ft,88,109
4,4:23.0,Defensive rebound by B. Bogdanović,,88,109
4,4:18.0,Turnover by T. Williams (bad pass),,88,109
4,4:10.0,,G. Allen misses 2-pt layup from 2 ft,88,109
4,4:08.0,Defensive rebound by F. Mason,,88,109
4,3:59.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,88,109
4,3:54.0,,Defensive rebound by G. Niang,88,109
4,3:50.0,,Personal foul by C. Swanigan (drawn by E. Udoh),88,109
4,3:50.0,,E. Udoh makes free throw 1 of 2,88,110
4,3:50.0,C. Brewer enters the game for B. Bogdanović,,88,110
4,3:50.0,,T. Cavanaugh enters the game for R. O'Neale,88,110
4,3:50.0,,N. Mitrou-Long enters the game for T. Sefolosha,88,110
4,3:50.0,Sacramento full timeout,,88,110
4,3:50.0,,E. Udoh misses free throw 2 of 2,88,110
4,3:47.0,Defensive rebound by C. Brewer,,88,110
4,3:30.0,C. Swanigan makes 2-pt hook shot from 6 ft (assist by T. Williams),,90,110
4,3:14.0,,E. Udoh makes 2-pt layup from 3 ft (assist by G. Allen),90,112
4,3:05.0,Shooting foul by G. Allen (drawn by F. Mason),,90,112
4,3:05.0,F. Mason makes free throw 1 of 2,,91,112
4,3:05.0,,T. Bradley enters the game for E. Udoh,91,112
4,3:05.0,F. Mason makes free throw 2 of 2,,92,112
4,2:58.0,,G. Allen misses 3-pt jump shot from 26 ft,92,112
4,2:53.0,Defensive rebound by C. Swanigan,,92,112
4,2:46.0,F. Mason makes 2-pt layup from 2 ft,,94,112
4,2:32.0,,G. Allen makes 2-pt jump shot from 3 ft,94,114
4,2:18.0,F. Mason makes 2-pt layup from 7 ft (assist by C. Brewer),,96,114
4,2:18.0,,Violation by Team (def goaltending),96,114
4,2:03.0,,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by G. Niang),96,117
4,1:49.0,Shooting foul by T. Bradley (drawn by C. Swanigan),,96,117
4,1:49.0,C. Swanigan misses free throw 1 of 2,,96,117
4,1:49.0,Offensive rebound by Team,,96,117
4,1:49.0,C. Swanigan misses free throw 2 of 2,,96,117
4,1:46.0,,Defensive rebound by T. Bradley,96,117
4,1:35.0,,Turnover by N. Mitrou-Long (out of bounds lost ball),96,117
4,1:23.0,C. Swanigan misses 3-pt jump shot from 26 ft,,96,117
4,1:19.0,Offensive rebound by T. Williams,,96,117
4,1:19.0,T. Williams makes 2-pt layup from 2 ft,,98,117
4,1:06.0,,T. Bradley makes 2-pt layup from 2 ft (assist by N. Mitrou-Long),98,119
4,1:06.0,Sacramento full timeout,,98,119
4,1:06.0,B. Bogdanović enters the game for C. Swanigan,,98,119
4,0:49.0,Offensive foul by F. Mason (drawn by G. Allen),,98,119
4,0:49.0,Turnover by F. Mason (offensive foul),,98,119
4,0:39.0,,T. Cavanaugh misses 3-pt jump shot from 26 ft,98,119
4,0:34.0,Defensive rebound by F. Mason,,98,119
4,0:31.0,F. Mason misses 3-pt jump shot from 27 ft,,98,119
4,0:29.0,,Defensive rebound by T. Bradley,98,119
4,0:14.0,,Turnover by G. Allen (offensive foul),98,119
4,0:14.0,,Offensive foul by G. Allen (drawn by Y. Ferrell),98,119
4,0:04.0,F. Mason misses 3-pt jump shot from 30 ft,,98,119
4,0:00.0,,Defensive rebound by T. Cavanaugh,98,119
