QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
4,6:51.0,,Shooting foul by E. Bledsoe (drawn by Z. LaVine),92,81
4,6:51.0,,Chicago full timeout,92,81
4,6:51.0,E. İlyasova enters the game for G. Antetokounmpo,,92,81
4,6:51.0,K. Middleton enters the game for P. Connaughton,,92,81
4,6:51.0,,Z. LaVine makes free throw 1 of 3,92,82
4,6:51.0,,Z. LaVine makes free throw 2 of 3,92,83
4,6:51.0,,Z. LaVine makes free throw 3 of 3,92,84
4,6:36.0,E. İlyasova misses 3-pt jump shot from 24 ft,,92,84
4,6:34.0,,Defensive rebound by R. Arcidiacono,92,84
4,6:29.0,,O. Porter misses 3-pt jump shot from 26 ft,92,84
4,6:29.0,Defensive rebound by E. İlyasova,,92,84
4,6:07.0,M. Brogdon makes 3-pt jump shot from 27 ft (assist by B. Lopez),,95,84
4,5:41.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by L. Markkanen),95,86
4,5:30.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by B. Lopez),,98,86
4,5:12.0,,Turnover by Z. LaVine (bad pass; steal by E. Bledsoe),98,86
4,5:09.0,Shooting foul by Z. LaVine (drawn by E. Bledsoe),,98,86
4,5:09.0,E. Bledsoe makes free throw 1 of 2,,99,86
4,5:09.0,,K. Dunn enters the game for R. Arcidiacono,99,86
4,5:09.0,E. Bledsoe makes free throw 2 of 2,,100,86
4,4:58.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by Z. LaVine),100,88
4,4:50.0,Offensive foul by E. İlyasova (drawn by K. Dunn),,100,88
4,4:50.0,Turnover by E. İlyasova (offensive foul),,100,88
4,4:50.0,G. Hill enters the game for M. Brogdon,,100,88
4,4:40.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by Z. LaVine),100,90
4,4:30.0,Turnover by K. Middleton (bad pass),,100,90
4,4:16.0,,Turnover by R. Lopez (lost ball; steal by K. Middleton),100,90
4,4:14.0,Turnover by E. Bledsoe (discontinued dribble),,100,90
4,4:02.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by O. Porter),100,92
4,4:01.0,Milwaukee full timeout,,100,92
4,4:01.0,G. Antetokounmpo enters the game for E. İlyasova,,100,92
4,3:48.0,K. Middleton misses 3-pt jump shot from 25 ft,,100,92
4,3:46.0,,Defensive rebound by Z. LaVine,100,92
4,3:32.0,,O. Porter misses 2-pt jump shot from 17 ft,100,92
4,3:30.0,Defensive rebound by K. Middleton,,100,92
4,3:24.0,G. Hill misses 3-pt jump shot from 25 ft,,100,92
4,3:21.0,,Defensive rebound by L. Markkanen,100,92
4,3:15.0,,Personal foul by G. Antetokounmpo (drawn by R. Lopez),100,92
4,3:15.0,M. Brogdon enters the game for G. Hill,,100,92
4,3:09.0,,Z. LaVine makes 3-pt jump shot from 26 ft,100,95
4,2:58.0,B. Lopez misses 3-pt jump shot from 23 ft,,100,95
4,2:58.0,,Defensive rebound by L. Markkanen,100,95
4,2:55.0,,Personal foul by B. Lopez (drawn by L. Markkanen),100,95
4,2:55.0,,L. Markkanen makes free throw 1 of 2,100,96
4,2:55.0,,L. Markkanen makes free throw 2 of 2,100,97
4,2:37.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,103,97
4,2:20.0,,Z. LaVine misses 2-pt layup from 4 ft,103,97
4,2:18.0,Defensive rebound by B. Lopez,,103,97
4,2:08.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,103,97
4,2:05.0,,Defensive rebound by Team,103,97
4,1:50.0,,O. Porter misses 2-pt jump shot from 9 ft,103,97
4,1:48.0,,Offensive rebound by O. Porter,103,97
4,1:45.0,,Turnover by O. Porter (bad pass; steal by B. Lopez),103,97
4,1:42.0,Shooting foul by L. Markkanen (drawn by E. Bledsoe),,103,97
4,1:42.0,E. Bledsoe makes free throw 1 of 2,,104,97
4,1:42.0,E. Bledsoe makes free throw 2 of 2,,105,97
4,1:33.0,,Turnover by K. Dunn (bad pass; steal by K. Middleton),105,97
4,1:31.0,Personal take foul by K. Dunn (drawn by M. Brogdon),,105,97
4,1:31.0,M. Brogdon makes free throw 1 of 2,,106,97
4,1:31.0,M. Brogdon makes free throw 2 of 2,,107,97
4,1:19.0,,Z. LaVine misses 3-pt jump shot from 25 ft,107,97
4,1:16.0,Defensive rebound by G. Antetokounmpo,,107,97
4,1:03.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,110,97
4,0:52.0,,Z. LaVine misses 2-pt layup from 3 ft (block by B. Lopez),110,97
4,0:52.0,,Offensive rebound by Team,110,97
4,0:52.0,S. Brown enters the game for G. Antetokounmpo,,110,97
4,0:52.0,G. Hill enters the game for E. Bledsoe,,110,97
4,0:52.0,D. Wilson enters the game for K. Middleton,,110,97
4,0:52.0,,R. Lopez misses 3-pt jump shot from 24 ft,110,97
4,0:47.0,Defensive rebound by D. Wilson,,110,97
4,0:28.0,B. Lopez makes 2-pt dunk at rim (assist by G. Hill),,112,97
4,0:16.0,,Shooting foul by B. Lopez (drawn by L. Markkanen),112,97
4,0:16.0,,L. Markkanen makes free throw 1 of 2,112,98
4,0:16.0,T. Duval enters the game for M. Brogdon,,112,98
4,0:16.0,C. Wood enters the game for B. Lopez,,112,98
4,0:16.0,,L. Markkanen makes free throw 2 of 2,112,99
