QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
4,5:19.0,,Personal foul by S. Dinwiddie (drawn by B. Simmons),109,99
4,5:19.0,Brooklyn full timeout,,109,99
4,5:19.0,A. Crabbe enters the game for J. Dudley,,109,99
4,5:19.0,,B. Simmons misses free throw 1 of 2,109,99
4,5:19.0,,Offensive rebound by Team,109,99
4,5:19.0,,B. Simmons makes free throw 2 of 2,109,100
4,5:05.0,Personal foul by T. McConnell (drawn by S. Dinwiddie),,109,100
4,5:05.0,S. Dinwiddie makes free throw 1 of 2,,110,100
4,5:05.0,S. Dinwiddie makes free throw 2 of 2,,111,100
4,4:59.0,,Turnover by T. McConnell (out of bounds lost ball),111,100
4,4:43.0,Brooklyn full timeout,,111,100
4,4:43.0,,W. Chandler enters the game for T. McConnell,111,100
4,4:37.0,Turnover by S. Dinwiddie (lost ball; steal by J. Redick),,111,100
4,4:32.0,,Shooting foul by E. Davis (drawn by J. Embiid),111,100
4,4:32.0,,J. Embiid makes free throw 1 of 2,111,101
4,4:32.0,,J. Embiid makes free throw 2 of 2,111,102
4,4:07.0,Turnover by S. Dinwiddie (lost ball; steal by F. Korkmaz),,111,102
4,3:58.0,,J. Redick misses 3-pt jump shot from 26 ft,111,102
4,3:55.0,Defensive rebound by Team,,111,102
4,3:35.0,J. Harris misses 2-pt layup from 8 ft,,111,102
4,3:32.0,,Defensive rebound by W. Chandler,111,102
4,3:24.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by W. Chandler),111,105
4,3:07.0,R. Kurucs misses 2-pt jump shot from 4 ft (block by B. Simmons),,111,105
4,3:06.0,Offensive rebound by E. Davis,,111,105
4,3:04.0,Shooting foul by W. Chandler (drawn by E. Davis),,111,105
4,3:04.0,E. Davis makes free throw 1 of 2,,112,105
4,3:04.0,,Philadelphia full timeout,112,105
4,3:04.0,E. Davis makes free throw 2 of 2,,113,105
4,2:50.0,,Turnover by F. Korkmaz (bad pass; steal by R. Kurucs),113,105
4,2:35.0,Turnover by S. Dinwiddie (out of bounds lost ball),,113,105
4,2:25.0,,Turnover by F. Korkmaz (bad pass; steal by R. Kurucs),113,105
4,2:00.0,S. Dinwiddie makes 2-pt layup from 2 ft,,115,105
4,1:53.0,,F. Korkmaz makes 2-pt jump shot from 12 ft (assist by B. Simmons),115,107
4,1:45.0,E. Davis makes 2-pt layup from 1 ft (assist by A. Crabbe),,117,107
4,1:45.0,,Philadelphia full timeout,117,107
4,1:35.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Redick),117,109
4,1:35.0,,Shooting foul by R. Kurucs (drawn by B. Simmons),117,109
4,1:35.0,,B. Simmons makes free throw 1 of 1,117,110
4,1:33.0,Personal foul by W. Chandler (drawn by A. Crabbe),,117,110
4,1:33.0,A. Crabbe makes free throw 1 of 2,,118,110
4,1:33.0,A. Crabbe makes free throw 2 of 2,,119,110
4,1:20.0,,B. Simmons makes 2-pt layup from 3 ft,119,112
4,1:14.0,Personal take foul by W. Chandler (drawn by A. Crabbe),,119,112
4,1:14.0,A. Crabbe makes free throw 1 of 2,,120,112
4,1:14.0,A. Crabbe makes free throw 2 of 2,,121,112
4,1:08.0,,J. Embiid misses 3-pt jump shot from 25 ft,121,112
4,1:04.0,Defensive rebound by A. Crabbe,,121,112
4,0:54.0,Personal take foul by J. Embiid (drawn by S. Dinwiddie),,121,112
4,0:54.0,S. Dinwiddie makes free throw 1 of 2,,122,112
4,0:54.0,S. Dinwiddie makes free throw 2 of 2,,123,112
4,0:54.0,,Philadelphia full timeout,123,112
4,0:54.0,,A. Johnson enters the game for W. Chandler,123,112
4,0:54.0,,T. McConnell enters the game for J. Embiid,123,112
4,0:54.0,,S. Milton enters the game for J. Redick,123,112
4,0:54.0,,L. Shamet enters the game for B. Simmons,123,112
4,0:43.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by F. Korkmaz),123,115
4,0:36.0,Turnover by R. Kurucs (bad pass; steal by L. Shamet),,123,115
4,0:31.0,,S. Milton misses 3-pt jump shot from 26 ft,123,115
4,0:28.0,,Offensive rebound by T. McConnell,123,115
4,0:26.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by T. McConnell),123,118
4,0:22.0,Brooklyn full timeout,,123,118
4,0:22.0,Brooklyn full timeout,,123,118
4,0:22.0,J. Dudley enters the game for E. Davis,,123,118
4,0:21.0,Personal take foul by A. Johnson (drawn by S. Dinwiddie),,123,118
4,0:21.0,S. Dinwiddie makes free throw 1 of 2,,124,118
4,0:21.0,S. Dinwiddie makes free throw 2 of 2,,125,118
4,0:16.0,,L. Shamet makes 3-pt jump shot from 28 ft (assist by T. McConnell),125,121
4,0:12.0,Personal take foul by L. Shamet (drawn by S. Dinwiddie),,125,121
4,0:12.0,S. Dinwiddie makes free throw 1 of 2,,126,121
4,0:12.0,S. Dinwiddie makes free throw 2 of 2,,127,121
4,0:05.0,,Shooting foul by J. Harris (drawn by L. Shamet),127,121
4,0:05.0,,L. Shamet misses free throw 1 of 3,127,121
4,0:05.0,,Offensive rebound by Team,127,121
4,0:05.0,,L. Shamet makes free throw 2 of 3,127,122
4,0:05.0,,L. Shamet misses free throw 3 of 3,127,122
4,0:04.0,,Offensive rebound by A. Johnson,127,122
4,0:04.0,,A. Johnson makes 2-pt layup from 2 ft,127,124
