QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
4,5:35.0,,B. Hield enters the game for J. Jackson,90,94
4,5:24.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),90,97
4,5:04.0,D. Lillard misses 2-pt layup from 2 ft,,90,97
4,5:02.0,,Defensive rebound by N. Bjelica,90,97
4,4:44.0,,N. Bjelica misses 3-pt jump shot from 25 ft,90,97
4,4:40.0,,Offensive rebound by W. Cauley-Stein,90,97
4,4:38.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by A. Aminu),90,97
4,4:37.0,Defensive rebound by Team,,90,97
4,4:21.0,C. McCollum misses 2-pt jump shot from 19 ft,,90,97
4,4:18.0,,Defensive rebound by N. Bjelica,90,97
4,4:04.0,,B. Hield makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),90,99
4,3:42.0,C. McCollum misses 3-pt jump shot from 23 ft,,90,99
4,3:40.0,Offensive rebound by J. Nurkić,,90,99
4,3:40.0,Shooting foul by B. Hield (drawn by J. Nurkić),,90,99
4,3:40.0,J. Nurkić makes free throw 1 of 2,,91,99
4,3:40.0,J. Nurkić makes free throw 2 of 2,,92,99
4,3:24.0,,D. Fox misses 2-pt jump shot from 5 ft,92,99
4,3:22.0,Defensive rebound by A. Aminu,,92,99
4,3:16.0,D. Lillard misses 2-pt jump shot from 19 ft,,92,99
4,3:12.0,,Defensive rebound by W. Cauley-Stein,92,99
4,3:10.0,,B. Hield makes 2-pt layup from 1 ft,92,101
4,3:09.0,Portland full timeout,,92,101
4,3:09.0,,Sacramento full timeout,92,101
4,3:02.0,C. McCollum makes 2-pt jump shot from 20 ft,,94,101
4,2:44.0,Violation by Team (kicked ball),,94,101
4,2:36.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,94,101
4,2:28.0,,Offensive rebound by N. Bjelica,94,101
4,2:28.0,,N. Bjelica misses 2-pt layup at rim,94,101
4,2:27.0,Defensive rebound by M. Harkless,,94,101
4,2:18.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by A. Aminu),,97,101
4,2:03.0,,D. Fox makes 2-pt jump shot from 15 ft,97,103
4,1:56.0,Personal foul by D. Fox (drawn by D. Lillard),,97,103
4,1:48.0,A. Aminu misses 3-pt jump shot from 23 ft,,97,103
4,1:44.0,,Defensive rebound by D. Fox,97,103
4,1:38.0,,D. Fox misses 2-pt jump shot from 7 ft,97,103
4,1:36.0,Defensive rebound by J. Nurkić,,97,103
4,1:25.0,Personal foul by D. Fox (drawn by J. Nurkić),,97,103
4,1:25.0,J. Nurkić makes free throw 1 of 2,,98,103
4,1:25.0,J. Nurkić makes free throw 2 of 2,,99,103
4,1:12.0,,Personal foul by M. Harkless (drawn by B. Bogdanović),99,103
4,1:06.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,99,103
4,1:05.0,,Offensive rebound by Team,99,103
4,0:52.0,,W. Cauley-Stein misses 2-pt layup from 6 ft (block by J. Nurkić),99,103
4,0:48.0,Defensive rebound by D. Lillard,,99,103
4,0:46.0,D. Lillard makes 2-pt layup from 2 ft,,101,103
4,0:27.0,,W. Cauley-Stein misses 2-pt layup from 3 ft (block by J. Nurkić),101,103
4,0:27.0,,Offensive rebound by Team,101,103
4,0:27.0,,Sacramento full timeout,101,103
4,0:25.0,,N. Bjelica misses 2-pt layup from 3 ft (block by M. Harkless),101,103
4,0:20.0,Defensive rebound by A. Aminu,,101,103
4,0:15.0,D. Lillard makes 2-pt layup from 2 ft,,103,103
4,0:00.0,,D. Fox misses 2-pt jump shot from 20 ft,103,103
4,0:00.0,,Offensive rebound by Team,103,103
1OT,4:44.0,M. Harkless misses 2-pt jump shot from 9 ft,,103,103
1OT,4:41.0,,Defensive rebound by N. Bjelica,103,103
1OT,4:26.0,,Shooting foul by M. Harkless (drawn by B. Bogdanović),103,103
1OT,4:26.0,,B. Bogdanović makes free throw 1 of 2,103,104
1OT,4:26.0,,B. Bogdanović makes free throw 2 of 2,103,105
1OT,4:16.0,Shooting foul by D. Fox (drawn by D. Lillard),,103,105
1OT,4:16.0,D. Lillard makes free throw 1 of 3,,104,105
1OT,4:16.0,D. Lillard makes free throw 2 of 3,,105,105
1OT,4:16.0,D. Lillard makes free throw 3 of 3,,106,105
1OT,4:03.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,106,105
1OT,4:02.0,Defensive rebound by Team,,106,105
1OT,4:02.0,,Loose ball foul by N. Bjelica (drawn by J. Nurkić),106,105
1OT,3:49.0,D. Lillard makes 2-pt jump shot from 20 ft,,108,105
1OT,3:40.0,,N. Bjelica misses 2-pt layup from 3 ft (block by A. Aminu),108,105
1OT,3:40.0,Defensive rebound by Team,,108,105
1OT,3:24.0,D. Lillard misses 3-pt jump shot from 25 ft,,108,105
1OT,3:20.0,Offensive rebound by J. Nurkić,,108,105
1OT,3:14.0,A. Aminu misses 3-pt jump shot from 25 ft,,108,105
1OT,3:09.0,,Defensive rebound by W. Cauley-Stein,108,105
1OT,2:52.0,,D. Fox misses 2-pt jump shot from 9 ft,108,105
1OT,2:50.0,Defensive rebound by M. Harkless,,108,105
1OT,2:30.0,D. Lillard misses 3-pt jump shot from 25 ft,,108,105
1OT,2:27.0,,Defensive rebound by N. Bjelica,108,105
1OT,2:15.0,,B. Hield misses 2-pt jump shot from 15 ft,108,105
1OT,2:13.0,,Offensive rebound by Team,108,105
1OT,2:13.0,Loose ball foul by J. Nurkić (drawn by W. Cauley-Stein),,108,105
1OT,2:05.0,,B. Hield misses 3-pt jump shot from 25 ft,108,105
1OT,2:00.0,,Offensive rebound by D. Fox,108,105
1OT,1:58.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,108,105
1OT,1:58.0,Defensive rebound by J. Nurkić,,108,105
1OT,1:41.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by J. Nurkić),,110,105
1OT,1:39.0,,Sacramento full timeout,110,105
1OT,1:22.0,,Turnover by B. Hield (lost ball; steal by J. Nurkić),110,105
1OT,1:06.0,C. McCollum misses 2-pt layup from 1 ft,,110,105
1OT,1:04.0,Offensive rebound by M. Harkless,,110,105
1OT,1:04.0,M. Harkless makes 2-pt layup from 1 ft,,112,105
1OT,1:01.0,,N. Bjelica misses 3-pt jump shot from 25 ft,112,105
1OT,0:58.0,Defensive rebound by D. Lillard,,112,105
1OT,0:58.0,Personal foul by B. Hield (drawn by D. Lillard),,112,105
1OT,0:36.0,C. McCollum misses 2-pt jump shot from 21 ft,,112,105
1OT,0:33.0,,Defensive rebound by W. Cauley-Stein,112,105
1OT,0:26.0,,D. Fox misses 3-pt jump shot from 25 ft,112,105
1OT,0:24.0,,Offensive rebound by Team,112,105
1OT,0:24.0,Loose ball foul by M. Harkless (drawn by W. Cauley-Stein),,112,105
1OT,0:23.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),112,108
1OT,0:21.0,Personal take foul by B. Hield (drawn by C. McCollum),,112,108
1OT,0:21.0,C. McCollum misses free throw 1 of 2,,112,108
1OT,0:21.0,Offensive rebound by Team,,112,108
1OT,0:21.0,C. McCollum misses free throw 2 of 2,,112,108
1OT,0:19.0,,Defensive rebound by B. Bogdanović,112,108
1OT,0:14.0,,B. Hield misses 2-pt layup from 1 ft,112,108
1OT,0:13.0,Defensive rebound by J. Nurkić,,112,108
1OT,0:13.0,Personal take foul by N. Bjelica (drawn by J. Nurkić),,112,108
1OT,0:13.0,,J. Jackson enters the game for N. Bjelica,112,108
1OT,0:13.0,J. Nurkić makes free throw 1 of 2,,113,108
1OT,0:13.0,J. Nurkić misses free throw 2 of 2,,113,108
1OT,0:11.0,,Defensive rebound by B. Bogdanović,113,108
1OT,0:06.0,,B. Hield misses 3-pt jump shot from 25 ft,113,108
1OT,0:03.0,Defensive rebound by J. Nurkić,,113,108
