QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
4,1:44.0,,Turnover by T. Young (bad pass; steal by K. Walker),87,97
4,1:37.0,Charlotte full timeout,,87,97
4,1:29.0,Shooting foul by M. Turner (drawn by C. Zeller),,87,97
4,1:29.0,C. Zeller makes free throw 1 of 2,,88,97
4,1:29.0,C. Zeller misses free throw 2 of 2,,88,97
4,1:28.0,,Defensive rebound by M. Turner,88,97
4,1:07.0,,W. Matthews misses 2-pt jump shot from 15 ft,88,97
4,1:05.0,Defensive rebound by M. Williams,,88,97
4,0:57.0,J. Lamb misses 3-pt jump shot from 27 ft,,88,97
4,0:55.0,,Defensive rebound by M. Turner,88,97
4,0:47.0,,W. Matthews misses 3-pt jump shot from 27 ft,88,97
4,0:43.0,,Offensive rebound by T. Young,88,97
4,0:31.0,,D. Collison misses 2-pt jump shot from 8 ft,88,97
4,0:28.0,Defensive rebound by C. Zeller,,88,97
4,0:21.0,N. Batum makes 2-pt layup from 1 ft (assist by M. Williams),,90,97
4,0:15.0,,Personal take foul by M. Williams (drawn by T. Young),90,97
4,0:15.0,,Indiana full timeout,90,97
4,0:07.0,,Personal take foul by J. Lamb (drawn by M. Turner),90,97
4,0:07.0,M. Monk enters the game for J. Lamb,,90,97
4,0:07.0,,M. Turner makes free throw 1 of 2,90,98
4,0:07.0,,M. Turner makes free throw 2 of 2,90,99
4,0:01.0,M. Williams misses 3-pt jump shot from 30 ft,,90,99
4,0:00.0,Offensive rebound by Team,,90,99
