QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
4,3:14.0,Personal foul by P. Siakam (drawn by F. Korkmaz),,88,107
4,3:14.0,,J. Lin enters the game for K. Leonard,88,107
4,3:14.0,,P. McCaw enters the game for K. Lowry,88,107
4,3:14.0,,J. Meeks enters the game for P. Siakam,88,107
4,3:09.0,F. Korkmaz misses 2-pt jump shot from 16 ft,,88,107
4,3:06.0,,Defensive rebound by J. Lin,88,107
4,3:02.0,,Shooting foul by G. Monroe (drawn by S. Ibaka),88,107
4,3:02.0,,S. Ibaka makes free throw 1 of 2,88,108
4,3:02.0,,M. Miller enters the game for F. VanVleet,88,108
4,3:02.0,,S. Ibaka misses free throw 2 of 2,88,108
4,2:59.0,Defensive rebound by J. Bolden,,88,108
4,2:50.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,88,108
4,2:48.0,,Defensive rebound by Team,88,108
4,2:48.0,,E. Moreland enters the game for S. Ibaka,88,108
4,2:36.0,,Turnover by J. Lin (bad pass; steal by Z. Smith),88,108
4,2:31.0,J. Bolden makes 3-pt jump shot from 28 ft (assist by F. Korkmaz),,91,108
4,2:12.0,,M. Miller misses 3-pt jump shot from 30 ft,91,108
4,2:10.0,Defensive rebound by G. Monroe,,91,108
4,2:02.0,Personal foul by E. Moreland (drawn by G. Monroe),,91,108
4,2:02.0,G. Monroe makes free throw 1 of 2,,92,108
4,2:02.0,G. Monroe makes free throw 2 of 2,,93,108
4,1:38.0,,J. Lin misses 2-pt jump shot from 19 ft,93,108
4,1:35.0,Defensive rebound by F. Korkmaz,,93,108
4,1:27.0,T. McConnell misses 2-pt jump shot from 7 ft,,93,108
4,1:23.0,,Defensive rebound by J. Meeks,93,108
4,1:15.0,,J. Meeks misses 2-pt hook shot from 4 ft,93,108
4,1:13.0,Defensive rebound by F. Korkmaz,,93,108
4,1:05.0,Shooting foul by J. Meeks (drawn by F. Korkmaz),,93,108
4,1:05.0,F. Korkmaz makes free throw 1 of 2,,94,108
4,1:05.0,F. Korkmaz makes free throw 2 of 2,,95,108
4,0:51.0,,Turnover by P. McCaw (bad pass; steal by J. Bolden),95,108
4,0:45.0,J. Bolden misses 3-pt jump shot from 29 ft,,95,108
4,0:42.0,,Defensive rebound by E. Moreland,95,108
4,0:24.0,,J. Lin misses 2-pt layup from 5 ft (block by G. Monroe),95,108
4,0:24.0,,Offensive rebound by Team,95,108
4,0:22.0,,M. Miller misses 2-pt jump shot from 16 ft,95,108
4,0:20.0,Defensive rebound by F. Korkmaz,,95,108
4,0:02.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,95,108
4,0:00.0,,Defensive rebound by E. Moreland,95,108
