QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
4,3:13.0,,B. Forbes misses 3-pt jump shot from 25 ft,111,117
4,3:10.0,Defensive rebound by K. Oubre,,111,117
4,3:04.0,M. Bridges makes 2-pt layup from 3 ft (assist by J. Jackson),,113,117
4,3:04.0,,San Antonio full timeout,113,117
4,2:50.0,,D. Bertāns misses 3-pt jump shot from 26 ft,113,117
4,2:49.0,,Offensive rebound by L. Aldridge,113,117
4,2:49.0,,L. Aldridge makes 2-pt dunk at rim,113,119
4,2:27.0,D. Booker misses 2-pt layup from 1 ft,,113,119
4,2:27.0,Offensive rebound by Team,,113,119
4,2:24.0,M. Bridges makes 2-pt dunk at rim (assist by J. Jackson),,115,119
4,2:06.0,,Turnover by L. Aldridge (lost ball; steal by M. Bridges),115,119
4,1:54.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by J. Crawford),,118,119
4,1:39.0,,Turnover by R. Gay (bad pass; steal by M. Bridges),118,119
4,1:31.0,K. Oubre misses 2-pt layup from 2 ft,,118,119
4,1:29.0,,Defensive rebound by L. Aldridge,118,119
4,1:12.0,,Personal foul by J. Jackson (drawn by R. Gay),118,119
4,1:12.0,,R. Gay makes free throw 1 of 2,118,120
4,1:12.0,,D. White enters the game for P. Mills,118,120
4,1:12.0,,R. Gay makes free throw 2 of 2,118,121
4,0:57.0,K. Oubre makes 2-pt dunk at rim (assist by J. Jackson),,120,121
4,0:33.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by R. Gay),120,124
4,0:29.0,Personal foul by D. White (drawn by D. Booker),,120,124
4,0:29.0,Phoenix full timeout,,120,124
4,0:29.0,,P. Mills enters the game for R. Gay,120,124
4,0:24.0,D. Booker makes 2-pt jump shot from 17 ft,,122,124
4,0:24.0,,San Antonio full timeout,122,124
4,0:24.0,,M. Belinelli enters the game for B. Forbes,122,124
4,0:24.0,,R. Gay enters the game for D. White,122,124
4,0:19.0,,Turnover by M. Belinelli (lost ball; steal by D. Booker),122,124
4,0:19.0,J. Jackson makes 2-pt dunk from 1 ft,,124,124
4,0:00.0,,R. Gay makes 2-pt jump shot from 21 ft,124,126
