QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
4,2:45.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Leonard),114,120
4,2:34.0,D. Russell misses 3-pt jump shot from 26 ft,,114,120
4,2:31.0,,Defensive rebound by S. Ibaka,114,120
4,2:21.0,,K. Lowry misses 3-pt jump shot from 24 ft,114,120
4,2:18.0,,Offensive rebound by S. Ibaka,114,120
4,2:17.0,,S. Ibaka misses 2-pt hook shot from 2 ft (block by J. Allen),114,120
4,2:16.0,Defensive rebound by D. Russell,,114,120
4,2:12.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by J. Harris),,117,120
4,1:53.0,,D. Green misses 3-pt jump shot from 24 ft,117,120
4,1:49.0,Defensive rebound by A. Crabbe,,117,120
4,1:34.0,A. Crabbe makes 3-pt jump shot from 28 ft (assist by D. Russell),,120,120
4,1:14.0,,K. Leonard misses 3-pt jump shot from 25 ft,120,120
4,1:13.0,Defensive rebound by Team,,120,120
4,1:13.0,,Loose ball foul by S. Ibaka (drawn by J. Harris),120,120
4,1:13.0,J. Harris makes free throw 1 of 2,,121,120
4,1:13.0,J. Harris makes free throw 2 of 2,,122,120
4,1:03.0,,K. Leonard makes 2-pt jump shot from 21 ft,122,122
4,0:50.0,D. Russell makes 3-pt jump shot from 26 ft (assist by C. LeVert),,125,122
4,0:50.0,,Toronto full timeout,125,122
4,0:36.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),125,125
4,0:23.0,J. Harris misses 2-pt jump shot from 11 ft,,125,125
4,0:20.0,,Defensive rebound by K. Lowry,125,125
4,0:04.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by K. Lowry),125,127
4,0:04.0,Brooklyn full timeout,,125,127
4,0:04.0,,P. McCaw enters the game for S. Ibaka,125,127
4,0:01.0,D. Russell misses 3-pt jump shot from 26 ft,,125,127
4,0:01.0,,Defensive rebound by K. Lowry,125,127
