QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
4,5:32.0,D. Ayton makes 2-pt jump shot from 11 ft (assist by M. Bridges),,92,94
4,5:17.0,,H. Barnes misses 2-pt jump shot from 4 ft,92,94
4,5:17.0,,Offensive rebound by Team,92,94
4,5:17.0,,Personal foul by M. Bridges (drawn by N. Bjelica),92,94
4,4:59.0,,D. Fox makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),92,96
4,4:38.0,D. Booker misses 2-pt jump shot from 20 ft,,92,96
4,4:34.0,,Defensive rebound by D. Fox,92,96
4,4:32.0,,Personal foul by D. Bender (drawn by W. Cauley-Stein),92,96
4,4:32.0,T. Daniels enters the game for D. Melton,,92,96
4,4:24.0,,B. Hield misses 3-pt jump shot from 25 ft,92,96
4,4:18.0,Defensive rebound by M. Bridges,,92,96
4,4:16.0,D. Booker makes 2-pt layup from 2 ft,,94,96
4,4:16.0,Shooting foul by B. Hield (drawn by D. Booker),,94,96
4,4:16.0,D. Booker makes free throw 1 of 1,,95,96
4,4:02.0,,Shooting foul by D. Ayton (drawn by W. Cauley-Stein),95,96
4,4:02.0,,W. Cauley-Stein misses free throw 1 of 2,95,96
4,4:02.0,,Offensive rebound by Team,95,96
4,4:02.0,,W. Cauley-Stein makes free throw 2 of 2,95,97
4,3:49.0,T. Daniels misses 3-pt jump shot from 23 ft,,95,97
4,3:48.0,Offensive rebound by Team,,95,97
4,3:48.0,Phoenix full timeout,,95,97
4,3:44.0,T. Daniels misses 3-pt jump shot from 23 ft,,95,97
4,3:42.0,,Defensive rebound by N. Bjelica,95,97
4,3:40.0,,Personal foul by T. Daniels (drawn by D. Fox),95,97
4,3:40.0,,D. Fox makes free throw 1 of 2,95,98
4,3:40.0,,D. Fox misses free throw 2 of 2,95,98
4,3:37.0,Defensive rebound by D. Ayton,,95,98
4,3:18.0,D. Booker misses 3-pt jump shot from 25 ft,,95,98
4,3:16.0,,Defensive rebound by N. Bjelica,95,98
4,3:13.0,,Sacramento full timeout,95,98
4,3:13.0,,M. Bagley enters the game for W. Cauley-Stein,95,98
4,2:57.0,,H. Barnes makes 2-pt layup from 3 ft,95,100
4,2:43.0,Shooting foul by B. Hield (drawn by T. Daniels),,95,100
4,2:43.0,T. Daniels makes free throw 1 of 2,,96,100
4,2:43.0,T. Daniels makes free throw 2 of 2,,97,100
4,2:33.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by N. Bjelica),97,103
4,2:12.0,D. Ayton misses 2-pt layup from 2 ft,,97,103
4,2:09.0,,Defensive rebound by N. Bjelica,97,103
4,2:08.0,,B. Hield makes 2-pt layup from 2 ft,97,105
4,1:56.0,Personal foul by M. Bagley (drawn by D. Booker),,97,105
4,1:56.0,D. Booker makes free throw 1 of 2,,98,105
4,1:56.0,D. Booker makes free throw 2 of 2,,99,105
4,1:38.0,,D. Fox misses 2-pt layup from 2 ft,99,105
4,1:33.0,,Offensive rebound by M. Bagley,99,105
4,1:33.0,,M. Bagley misses 2-pt layup from 5 ft (block by T. Daniels),99,105
4,1:33.0,Defensive rebound by T. Daniels,,99,105
4,1:30.0,D. Ayton makes 2-pt layup from 1 ft (assist by T. Daniels),,101,105
4,1:30.0,,Sacramento full timeout,101,105
4,1:13.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by N. Bjelica),101,107
4,0:53.0,T. Daniels misses 3-pt jump shot from 26 ft,,101,107
4,0:50.0,Offensive rebound by D. Ayton,,101,107
4,0:50.0,D. Ayton makes 2-pt layup from 1 ft,,103,107
4,0:35.0,,M. Bagley makes 2-pt layup from 2 ft (assist by H. Barnes),103,109
4,0:35.0,,Shooting foul by D. Ayton (drawn by M. Bagley),103,109
4,0:35.0,,M. Bagley makes free throw 1 of 1,103,110
4,0:27.0,Turnover by D. Booker (bad pass; steal by D. Fox),,103,110
4,0:24.0,,D. Fox makes 2-pt dunk from 1 ft,103,112
4,0:24.0,Phoenix full timeout,,103,112
4,0:15.0,D. Booker misses 3-pt jump shot from 23 ft,,103,112
4,0:13.0,,Defensive rebound by B. Hield,103,112
