QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
4,6:20.0,,K. Kuzma misses 2-pt layup from 4 ft,108,103
4,6:18.0,Defensive rebound by W. Cauley-Stein,,108,103
4,6:16.0,B. Hield misses 3-pt jump shot from 24 ft,,108,103
4,6:11.0,Offensive rebound by W. Cauley-Stein,,108,103
4,6:04.0,Personal foul by L. Ball (drawn by W. Cauley-Stein),,108,103
4,6:04.0,I. Shumpert enters the game for B. Bogdanović,,108,103
4,6:04.0,,K. Caldwell-Pope enters the game for J. Hart,108,103
4,5:51.0,D. Fox misses 2-pt jump shot from 13 ft,,108,103
4,5:48.0,,Defensive rebound by T. Chandler,108,103
4,5:41.0,,L. Ball misses 3-pt jump shot from 26 ft (block by D. Fox),108,103
4,5:36.0,Defensive rebound by W. Cauley-Stein,,108,103
4,5:34.0,Turnover by W. Cauley-Stein (lost ball; steal by B. Ingram),,108,103
4,5:28.0,,K. Caldwell-Pope misses 2-pt layup from 3 ft,108,103
4,5:28.0,,Offensive rebound by K. Kuzma,108,103
4,5:28.0,,K. Kuzma misses 2-pt layup at rim,108,103
4,5:28.0,,Offensive rebound by Team,108,103
4,5:24.0,,T. Chandler misses 2-pt layup from 2 ft (block by W. Cauley-Stein),108,103
4,5:24.0,Defensive rebound by J. Jackson,,108,103
4,5:24.0,Sacramento full timeout,,108,103
4,5:24.0,,J. Hart enters the game for L. Ball,108,103
4,5:24.0,,J. McGee enters the game for T. Chandler,108,103
4,5:06.0,I. Shumpert misses 2-pt jump shot from 13 ft,,108,103
4,5:04.0,,Defensive rebound by J. McGee,108,103
4,4:45.0,,K. Kuzma misses 2-pt jump shot from 6 ft,108,103
4,4:43.0,Defensive rebound by D. Fox,,108,103
4,4:38.0,Personal foul by K. Caldwell-Pope (drawn by B. Hield),,108,103
4,4:30.0,D. Fox makes 2-pt jump shot from 17 ft,,110,103
4,4:11.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,110,103
4,4:07.0,,Offensive rebound by J. McGee,110,103
4,4:02.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Hart),110,106
4,3:44.0,J. Jackson misses 2-pt layup from 6 ft,,110,106
4,3:41.0,Offensive rebound by W. Cauley-Stein,,110,106
4,3:40.0,I. Shumpert misses 3-pt jump shot from 23 ft,,110,106
4,3:37.0,,Defensive rebound by J. McGee,110,106
4,3:32.0,,B. Ingram makes 2-pt layup from 2 ft,110,108
4,3:32.0,Sacramento full timeout,,110,108
4,3:32.0,B. Bogdanović enters the game for J. Jackson,,110,108
4,3:17.0,I. Shumpert misses 3-pt jump shot from 23 ft,,110,108
4,3:14.0,,Defensive rebound by J. McGee,110,108
4,2:55.0,,B. Ingram makes 2-pt jump shot from 19 ft,110,110
4,2:42.0,D. Fox misses 2-pt jump shot from 15 ft,,110,110
4,2:38.0,,Defensive rebound by J. McGee,110,110
4,2:21.0,,J. McGee misses 2-pt hook shot from 8 ft,110,110
4,2:21.0,,Offensive rebound by Team,110,110
4,2:19.0,,K. Kuzma misses 3-pt jump shot from 24 ft,110,110
4,2:16.0,,Offensive rebound by K. Caldwell-Pope,110,110
4,2:13.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. McGee),110,113
4,2:01.0,B. Hield misses 3-pt jump shot from 26 ft,,110,113
4,1:57.0,,Defensive rebound by B. Ingram,110,113
4,1:46.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft,110,115
4,1:39.0,Def 3 sec tech foul by Team,,110,115
4,1:39.0,B. Hield misses technical free throw,,110,115
4,1:39.0,Offensive rebound by Team,,110,115
4,1:31.0,D. Fox misses 2-pt jump shot from 13 ft,,110,115
4,1:25.0,,Defensive rebound by K. Kuzma,110,115
4,1:22.0,,Personal foul by I. Shumpert (drawn by B. Ingram),110,115
4,1:22.0,,LA Lakers full timeout,110,115
4,1:09.0,,Turnover by B. Ingram (lost ball; steal by I. Shumpert),110,115
4,1:08.0,I. Shumpert makes 2-pt layup from 1 ft,,112,115
4,0:54.0,,J. Hart makes 2-pt layup from 1 ft,112,117
4,0:38.0,D. Fox misses 3-pt jump shot from 24 ft,,112,117
4,0:34.0,,Defensive rebound by K. Kuzma,112,117
4,0:33.0,,Personal take foul by B. Hield (drawn by K. Caldwell-Pope),112,117
4,0:33.0,,K. Caldwell-Pope makes free throw 1 of 2,112,118
4,0:33.0,,K. Caldwell-Pope makes free throw 2 of 2,112,119
4,0:26.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,112,119
4,0:24.0,,Defensive rebound by J. McGee,112,119
4,0:24.0,,Personal foul by I. Shumpert (drawn by K. Kuzma),112,119
4,0:24.0,,K. Kuzma makes free throw 1 of 2,112,120
4,0:24.0,,K. Kuzma makes free throw 2 of 2,112,121
4,0:16.0,D. Fox makes 2-pt layup from 1 ft (assist by B. Hield),,114,121
