QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
4,5:18.0,,D. Dotson misses 3-pt jump shot from 26 ft,87,98
4,5:16.0,,Offensive rebound by Team,87,98
4,5:16.0,A. Crabbe enters the game for J. Harris,,87,98
4,5:16.0,,A. Trier enters the game for M. Robinson,87,98
4,5:15.0,,Personal foul by C. LeVert (drawn by T. Hardaway),87,98
4,5:15.0,,T. Hardaway makes free throw 1 of 2,87,99
4,5:15.0,,T. Hardaway makes free throw 2 of 2,87,100
4,5:06.0,D. Russell misses 2-pt jump shot from 6 ft,,87,100
4,5:03.0,Offensive rebound by D. Russell,,87,100
4,5:01.0,C. LeVert makes 2-pt jump shot from 5 ft (assist by D. Russell),,89,100
4,4:49.0,,T. Hardaway misses 3-pt jump shot from 26 ft,89,100
4,4:47.0,,Offensive rebound by N. Vonleh,89,100
4,4:47.0,,N. Vonleh makes 2-pt dunk from 1 ft,89,102
4,4:46.0,,Technical foul by N. Vonleh,89,102
4,4:46.0,D. Russell makes technical free throw,,90,102
4,4:37.0,Turnover by D. Russell (lost ball; steal by N. Vonleh),,90,102
4,4:28.0,,F. Ntilikina makes 2-pt hook shot from 12 ft,90,104
4,4:28.0,,Shooting foul by D. Russell (drawn by F. Ntilikina),90,104
4,4:28.0,,F. Ntilikina makes free throw 1 of 1,90,105
4,4:13.0,Turnover by S. Dinwiddie (bad pass; steal by T. Hardaway),,90,105
4,4:09.0,,A. Trier makes 2-pt layup from 1 ft (assist by T. Hardaway),90,107
4,4:09.0,Brooklyn full timeout,,90,107
4,4:09.0,K. Faried enters the game for S. Dinwiddie,,90,107
4,4:09.0,D. Musa enters the game for C. LeVert,,90,107
4,4:09.0,S. Napier enters the game for D. Russell,,90,107
4,3:49.0,D. Musa makes 2-pt jump shot from 5 ft,,92,107
4,3:25.0,,F. Ntilikina makes 2-pt jump shot from 16 ft (assist by N. Vonleh),92,109
4,3:11.0,,Violation by Team (kicked ball),92,109
4,3:04.0,Shooting foul by N. Vonleh (drawn by S. Napier),,92,109
4,3:04.0,S. Napier makes free throw 1 of 2,,93,109
4,3:04.0,S. Napier makes free throw 2 of 2,,94,109
4,2:49.0,,T. Hardaway makes 2-pt jump shot from 19 ft,94,111
4,2:24.0,Shooting foul by N. Vonleh (drawn by S. Napier),,94,111
4,2:24.0,S. Napier makes free throw 1 of 2,,95,111
4,2:24.0,,R. Baker enters the game for D. Dotson,95,111
4,2:24.0,,L. Kornet enters the game for T. Hardaway,95,111
4,2:24.0,,E. Mudiay enters the game for F. Ntilikina,95,111
4,2:24.0,S. Napier makes free throw 2 of 2,,96,111
4,2:14.0,,N. Vonleh misses 3-pt jump shot from 26 ft,96,111
4,2:11.0,Defensive rebound by K. Faried,,96,111
4,1:59.0,S. Napier misses 2-pt jump shot from 8 ft,,96,111
4,1:56.0,,Defensive rebound by N. Vonleh,96,111
4,1:48.0,,R. Baker misses 2-pt jump shot from 19 ft,96,111
4,1:45.0,Defensive rebound by K. Faried,,96,111
4,1:32.0,Turnover by K. Faried (lost ball; steal by R. Baker),,96,111
4,1:21.0,,A. Trier makes 2-pt dunk from 1 ft (assist by L. Kornet),96,113
4,1:09.0,S. Napier misses 2-pt jump shot from 9 ft,,96,113
4,1:06.0,,Defensive rebound by A. Trier,96,113
4,0:45.0,,N. Vonleh makes 2-pt dunk from 1 ft (assist by A. Trier),96,115
4,0:37.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,96,115
4,0:33.0,,Defensive rebound by A. Trier,96,115
4,0:11.0,,Turnover by Team (shot clock),96,115
4,0:01.0,A. Crabbe misses 3-pt jump shot from 29 ft,,96,115
4,0:01.0,,Defensive rebound by N. Vonleh,96,115
