QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
4,6:21.0,D. Sabonis misses 2-pt layup from 1 ft,,90,87
4,6:20.0,,Defensive rebound by W. Chandler,90,87
4,6:15.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Simmons),90,89
4,6:04.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by D. Sabonis),,92,89
4,5:38.0,,J. Redick misses 3-pt jump shot from 27 ft,92,89
4,5:35.0,Defensive rebound by V. Oladipo,,92,89
4,5:31.0,V. Oladipo misses 2-pt jump shot from 18 ft,,92,89
4,5:26.0,,Defensive rebound by W. Chandler,92,89
4,5:26.0,,Philadelphia full timeout,92,89
4,5:26.0,B. Bogdanović enters the game for D. McDermott,,92,89
4,5:26.0,M. Turner enters the game for T. Young,,92,89
4,5:26.0,,J. Embiid enters the game for M. Muscala,92,89
4,5:26.0,,F. Korkmaz enters the game for J. Redick,92,89
4,5:20.0,,Shooting foul by M. Turner (drawn by B. Simmons),92,89
4,5:20.0,,B. Simmons misses free throw 1 of 2,92,89
4,5:20.0,,Offensive rebound by Team,92,89
4,5:20.0,T. Young enters the game for M. Turner,,92,89
4,5:20.0,,B. Simmons makes free throw 2 of 2,92,90
4,5:08.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by T. Young),,94,90
4,4:51.0,,W. Chandler misses 3-pt jump shot from 26 ft,94,90
4,4:49.0,Defensive rebound by C. Joseph,,94,90
4,4:39.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Young),,96,90
4,4:39.0,,Philadelphia full timeout,96,90
4,4:39.0,,J. Redick enters the game for F. Korkmaz,96,90
4,4:32.0,,Turnover by B. Simmons (turnover),96,90
4,4:32.0,Personal foul by B. Simmons (drawn by T. Young),,96,90
4,4:32.0,,F. Korkmaz enters the game for L. Shamet,96,90
4,4:21.0,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),,98,90
4,4:21.0,Shooting foul by J. Embiid (drawn by T. Young),,98,90
4,4:21.0,T. Young makes free throw 1 of 1,,99,90
4,4:07.0,,Shooting foul by D. Sabonis (drawn by J. Embiid),99,90
4,4:07.0,,J. Embiid makes free throw 1 of 2,99,91
4,4:07.0,,J. Embiid makes free throw 2 of 2,99,92
4,3:56.0,V. Oladipo misses 3-pt jump shot from 26 ft,,99,92
4,3:52.0,Offensive rebound by T. Young,,99,92
4,3:46.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Joseph),,102,92
4,3:23.0,,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by W. Chandler),102,95
4,3:21.0,Indiana full timeout,,102,95
4,3:04.0,V. Oladipo makes 2-pt jump shot from 19 ft,,104,95
4,2:48.0,,Shooting foul by T. Young (drawn by J. Embiid),104,95
4,2:48.0,,J. Embiid makes free throw 1 of 2,104,96
4,2:48.0,,J. Embiid makes free throw 2 of 2,104,97
4,2:30.0,Turnover by V. Oladipo (bad pass; steal by B. Simmons),,104,97
4,2:24.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,104,97
4,2:21.0,,Offensive rebound by W. Chandler,104,97
4,2:12.0,,J. Redick misses 2-pt layup from 3 ft,104,97
4,2:08.0,,Offensive rebound by J. Embiid,104,97
4,2:08.0,,J. Embiid makes 2-pt layup at rim,104,99
4,1:54.0,T. Young misses 2-pt jump shot from 3 ft,,104,99
4,1:54.0,Offensive rebound by D. Sabonis,,104,99
4,1:54.0,D. Sabonis makes 2-pt layup from 1 ft,,106,99
4,1:51.0,,Offensive foul by B. Simmons (drawn by T. Young),106,99
4,1:51.0,,Turnover by B. Simmons (offensive foul),106,99
4,1:38.0,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),,108,99
4,1:38.0,,Philadelphia full timeout,108,99
4,1:25.0,,Turnover by J. Embiid (out of bounds lost ball),108,99
4,1:25.0,,T. McConnell enters the game for F. Korkmaz,108,99
4,1:03.0,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),,110,99
4,1:03.0,,Philadelphia full timeout,110,99
4,1:03.0,,F. Korkmaz enters the game for T. McConnell,110,99
4,1:01.0,,Turnover by B. Simmons (bad pass; steal by V. Oladipo),110,99
4,0:45.0,C. Joseph makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,113,99
4,0:39.0,,B. Simmons makes 2-pt dunk at rim (assist by J. Redick),113,101
4,0:38.0,Personal take foul by J. Embiid (drawn by V. Oladipo),,113,101
4,0:38.0,,T. McConnell enters the game for J. Embiid,113,101
4,0:38.0,,M. Muscala enters the game for J. Redick,113,101
4,0:38.0,,L. Shamet enters the game for B. Simmons,113,101
4,0:19.0,V. Oladipo misses 2-pt layup from 2 ft (block by W. Chandler),,113,101
4,0:15.0,,Defensive rebound by L. Shamet,113,101
4,0:12.0,,M. Muscala misses 3-pt jump shot from 28 ft,113,101
4,0:09.0,Defensive rebound by B. Bogdanović,,113,101
