QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
4,3:25.0,,L. James makes 2-pt dunk from 2 ft,104,93
4,3:07.0,Turnover by J. Murray (bad pass; steal by M. Wagner),,104,93
4,3:05.0,,Turnover by M. Wagner (bad pass; steal by N. Jokić),104,93
4,2:58.0,J. Murray makes 2-pt dunk from 1 ft (assist by W. Barton),,106,93
4,2:35.0,,L. James makes 2-pt layup from 2 ft,106,95
4,2:22.0,Personal foul by M. Wagner (drawn by N. Jokić),,106,95
4,2:22.0,N. Jokić makes free throw 1 of 2,,107,95
4,2:22.0,N. Jokić makes free throw 2 of 2,,108,95
4,2:21.0,,Turnover by L. James (out of bounds lost ball),108,95
4,2:19.0,W. Barton makes 2-pt jump shot from 2 ft (assist by N. Jokić),,110,95
4,2:19.0,Shooting foul by L. James (drawn by W. Barton),,110,95
4,2:19.0,W. Barton misses free throw 1 of 1,,110,95
4,2:16.0,,Defensive rebound by L. James,110,95
4,2:13.0,,Turnover by L. James (traveling),110,95
4,2:13.0,,I. Bonga enters the game for L. James,110,95
4,2:13.0,,J. Williams enters the game for R. Rondo,110,95
4,2:00.0,W. Barton misses 3-pt jump shot from 25 ft,,110,95
4,1:56.0,Offensive rebound by P. Millsap,,110,95
4,1:47.0,J. Murray misses 2-pt jump shot from 9 ft,,110,95
4,1:44.0,,Defensive rebound by I. Bonga,110,95
4,1:38.0,,A. Caruso makes 2-pt layup from 3 ft (assist by I. Bonga),110,97
4,1:26.0,J. Murray makes 3-pt jump shot from 27 ft,,113,97
4,1:11.0,,M. Wagner misses 3-pt jump shot from 27 ft,113,97
4,1:08.0,Defensive rebound by N. Jokić,,113,97
4,0:50.0,J. Murray makes 2-pt layup from 2 ft (assist by P. Millsap),,115,97
4,0:48.0,,Personal take foul by G. Harris (drawn by A. Caruso),115,97
4,0:48.0,T. Craig enters the game for W. Barton,,115,97
4,0:48.0,J. Hernangómez enters the game for G. Harris,,115,97
4,0:48.0,M. Morris enters the game for N. Jokić,,115,97
4,0:48.0,J. Vanderbilt enters the game for P. Millsap,,115,97
4,0:48.0,T. Welsh enters the game for J. Murray,,115,97
4,0:39.0,,Turnover by I. Bonga (lost ball; steal by T. Craig),115,97
4,0:19.0,T. Welsh misses 2-pt hook shot from 16 ft,,115,97
4,0:15.0,,Defensive rebound by J. Williams,115,97
4,0:05.0,,Shooting foul by J. Hernangómez (drawn by I. Bonga),115,97
4,0:05.0,,I. Bonga makes free throw 1 of 2,115,98
4,0:05.0,,I. Bonga makes free throw 2 of 2,115,99
