QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
4,4:04.0,,D. McDermott enters the game for B. Bogdanović,81,98
4,3:52.0,,Offensive foul by D. Sabonis (drawn by I. Mahinmi),81,98
4,3:52.0,,Turnover by D. Sabonis (offensive foul),81,98
4,3:41.0,S. Dekker makes 2-pt jump shot from 19 ft (assist by C. Randle),,83,98
4,3:26.0,,V. Oladipo misses 2-pt layup from 8 ft (block by C. Randle),83,98
4,3:26.0,Defensive rebound by Team,,83,98
4,3:19.0,C. Randle misses 2-pt jump shot from 6 ft,,83,98
4,3:17.0,,Defensive rebound by D. Sabonis,83,98
4,3:01.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by D. Sabonis),83,100
4,2:48.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by T. Brown),,85,100
4,2:29.0,,M. Turner misses 3-pt jump shot from 23 ft,85,100
4,2:27.0,,Offensive rebound by D. Sabonis,85,100
4,2:23.0,,V. Oladipo misses 3-pt jump shot from 38 ft,85,100
4,2:21.0,Defensive rebound by S. Dekker,,85,100
4,2:16.0,S. Dekker misses 3-pt jump shot from 27 ft,,85,100
4,2:12.0,,Defensive rebound by M. Turner,85,100
4,2:06.0,,Personal foul by C. Randle (drawn by D. Sabonis),85,100
4,2:06.0,,D. Sabonis misses free throw 1 of 2,85,100
4,2:06.0,,Offensive rebound by Team,85,100
4,2:06.0,,K. O'Quinn enters the game for M. Turner,85,100
4,2:06.0,,D. Sabonis makes free throw 2 of 2,85,101
4,1:56.0,Personal foul by V. Oladipo (drawn by I. Mahinmi),,85,101
4,1:56.0,I. Mahinmi makes free throw 1 of 2,,86,101
4,1:56.0,,A. Holiday enters the game for V. Oladipo,86,101
4,1:56.0,I. Mahinmi makes free throw 2 of 2,,87,101
4,1:36.0,,D. Sabonis makes 2-pt layup from 3 ft,87,103
4,1:23.0,J. McRae misses 3-pt jump shot from 26 ft,,87,103
4,1:20.0,,Defensive rebound by D. Sabonis,87,103
4,1:20.0,,Indiana full timeout,87,103
4,1:20.0,,T. Leaf enters the game for D. Sabonis,87,103
4,1:06.0,,T. Leaf misses 2-pt layup from 2 ft,87,103
4,1:04.0,Defensive rebound by I. Mahinmi,,87,103
4,0:51.0,I. Mahinmi misses 3-pt jump shot from 23 ft,,87,103
4,0:49.0,,Defensive rebound by T. Leaf,87,103
4,0:28.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by C. Joseph),87,105
4,0:14.0,S. Dekker misses 2-pt layup from 1 ft,,87,105
4,0:14.0,Offensive rebound by Team,,87,105
4,0:14.0,,Loose ball foul by D. McDermott (drawn by I. Mahinmi),87,105
4,0:14.0,I. Mahinmi makes free throw 1 of 2,,88,105
4,0:14.0,I. Mahinmi makes free throw 2 of 2,,89,105
