QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
4,9:45.0,,K. Kuzma enters the game for I. Zubac,94,80
4,9:45.0,S. Thornwell makes free throw 2 of 2,,95,80
4,9:36.0,,Shooting foul by M. Harrell (drawn by T. Chandler),95,80
4,9:36.0,,T. Chandler makes free throw 1 of 2,95,81
4,9:36.0,,T. Chandler misses free throw 2 of 2,95,81
4,9:33.0,Defensive rebound by M. Harrell,,95,81
4,9:14.0,S. Thornwell makes 2-pt hook shot from 5 ft,,97,81
4,9:05.0,,J. Hart misses 3-pt jump shot from 23 ft,97,81
4,8:59.0,Defensive rebound by S. Thornwell,,97,81
4,8:55.0,P. Beverley misses 3-pt jump shot from 23 ft,,97,81
4,8:53.0,,Defensive rebound by J. Hart,97,81
4,8:45.0,,K. Kuzma misses 3-pt jump shot from 25 ft,97,81
4,8:41.0,Defensive rebound by T. Wallace,,97,81
4,8:34.0,T. Wallace misses 2-pt jump shot from 12 ft,,97,81
4,8:28.0,Offensive rebound by M. Harrell,,97,81
4,8:28.0,M. Harrell misses 2-pt layup from 1 ft,,97,81
4,8:28.0,,Defensive rebound by B. Ingram,97,81
4,8:22.0,,Personal foul by T. Wallace (drawn by B. Ingram),97,81
4,8:22.0,,B. Ingram misses free throw 1 of 2,97,81
4,8:22.0,,Offensive rebound by Team,97,81
4,8:22.0,,B. Ingram misses free throw 2 of 2,97,81
4,8:20.0,Defensive rebound by T. Wallace,,97,81
4,8:09.0,L. Williams misses 2-pt jump shot from 6 ft,,97,81
4,8:07.0,,Defensive rebound by K. Kuzma,97,81
4,8:04.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by K. Kuzma),97,84
4,8:02.0,LA Clippers full timeout,,97,84
4,8:02.0,D. Gallinari enters the game for T. Wallace,,97,84
4,7:41.0,M. Harrell misses 2-pt jump shot from 4 ft,,97,84
4,7:38.0,,Defensive rebound by B. Ingram,97,84
4,7:34.0,,Turnover by L. Ball (bad pass; steal by S. Thornwell),97,84
4,7:29.0,P. Beverley misses 3-pt jump shot from 23 ft,,97,84
4,7:25.0,,Defensive rebound by T. Chandler,97,84
4,7:21.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by K. Kuzma),97,87
4,7:02.0,M. Harrell makes 2-pt hook shot from 5 ft,,99,87
4,6:49.0,,L. Ball misses 3-pt jump shot from 26 ft,99,87
4,6:46.0,Defensive rebound by S. Thornwell,,99,87
4,6:40.0,L. Williams makes 2-pt jump shot from 13 ft,,101,87
4,6:27.0,,B. Ingram misses 3-pt jump shot from 27 ft,101,87
4,6:27.0,,Offensive rebound by T. Chandler,101,87
4,6:21.0,,K. Kuzma makes 2-pt jump shot from 10 ft,101,89
4,5:59.0,S. Thornwell misses 2-pt layup from 4 ft,,101,89
4,5:57.0,,Defensive rebound by T. Chandler,101,89
4,5:54.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. Ball),101,91
4,5:37.0,Offensive foul by M. Harrell (drawn by K. Kuzma),,101,91
4,5:37.0,Turnover by M. Harrell (offensive foul),,101,91
4,5:37.0,A. Bradley enters the game for P. Beverley,,101,91
4,5:37.0,T. Harris enters the game for S. Thornwell,,101,91
4,5:24.0,,Turnover by L. Ball (bad pass),101,91
4,5:10.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by T. Harris),,104,91
4,5:09.0,,LA Lakers full timeout,104,91
4,5:09.0,S. Gilgeous-Alexander enters the game for M. Harrell,,104,91
4,5:09.0,,K. Caldwell-Pope enters the game for T. Chandler,104,91
4,5:00.0,,Shooting foul by A. Bradley (drawn by B. Ingram),104,91
4,5:00.0,,B. Ingram makes free throw 1 of 2,104,92
4,5:00.0,,B. Ingram makes free throw 2 of 2,104,93
4,4:42.0,T. Harris makes 2-pt jump shot from 16 ft,,106,93
4,4:41.0,Technical foul by L. Walton,,106,93
4,4:41.0,D. Gallinari makes technical free throw,,107,93
4,4:41.0,,Technical foul by J. Hart,107,93
4,4:41.0,D. Gallinari makes technical free throw,,108,93
4,4:41.0,,Technical foul by J. Hart,108,93
4,4:41.0,D. Gallinari makes technical free throw,,109,93
4,4:41.0,,J. Hart ejected from game,109,93
4,4:41.0,,L. Stephenson enters the game for J. Hart,109,93
4,4:25.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. Ball),109,95
4,3:59.0,T. Harris misses 2-pt jump shot from 13 ft,,109,95
4,3:57.0,,Defensive rebound by B. Ingram,109,95
4,3:54.0,,B. Ingram makes 2-pt layup from 2 ft,109,97
4,3:54.0,,Shooting foul by T. Harris (drawn by B. Ingram),109,97
4,3:54.0,,B. Ingram makes free throw 1 of 1,109,98
4,3:33.0,A. Bradley misses 3-pt jump shot from 23 ft,,109,98
4,3:30.0,,Defensive rebound by K. Caldwell-Pope,109,98
4,3:21.0,,K. Kuzma misses 3-pt jump shot from 26 ft,109,98
4,3:18.0,Defensive rebound by L. Williams,,109,98
4,3:04.0,L. Williams misses 2-pt jump shot from 21 ft,,109,98
4,3:02.0,,Defensive rebound by Team,109,98
4,3:02.0,M. Harrell enters the game for S. Gilgeous-Alexander,,109,98
4,3:02.0,LA Clippers full timeout,,109,98
4,2:44.0,,L. Stephenson makes 2-pt layup from 2 ft,109,100
4,2:23.0,L. Williams makes 3-pt jump shot from 26 ft (assist by A. Bradley),,112,100
4,2:08.0,,L. Stephenson misses 3-pt jump shot from 23 ft,112,100
4,2:07.0,Defensive rebound by Team,,112,100
4,2:07.0,,Loose ball foul by B. Ingram (drawn by D. Gallinari),112,100
4,1:54.0,Shooting foul by K. Kuzma (drawn by T. Harris),,112,100
4,1:54.0,T. Harris makes free throw 1 of 2,,113,100
4,1:54.0,T. Harris makes free throw 2 of 2,,114,100
4,1:45.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. Stephenson),114,103
4,1:29.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,116,103
4,1:18.0,,L. Stephenson misses 2-pt jump shot from 19 ft,116,103
4,1:14.0,,Offensive rebound by L. Stephenson,116,103
4,1:08.0,,Turnover by L. Stephenson (lost ball; steal by A. Bradley),116,103
4,0:50.0,Shooting foul by L. Stephenson (drawn by L. Williams),,116,103
4,0:50.0,L. Williams makes free throw 1 of 2,,117,103
4,0:50.0,L. Williams makes free throw 2 of 2,,118,103
4,0:43.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),118,106
4,0:43.0,,Shooting foul by L. Williams (drawn by K. Caldwell-Pope),118,106
4,0:43.0,,K. Caldwell-Pope makes free throw 1 of 1,118,107
4,0:21.0,D. Gallinari misses 2-pt layup from 2 ft,,118,107
4,0:18.0,Offensive rebound by T. Harris,,118,107
4,0:07.0,Turnover by Team (shot clock),,118,107
4,0:02.0,,L. Stephenson misses 3-pt jump shot from 28 ft,118,107
4,0:02.0,Defensive rebound by L. Williams,,118,107
