QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
4,6:34.0,,D. DeRozan misses 2-pt jump shot from 9 ft,90,93
4,6:34.0,,Offensive rebound by Team,90,93
4,6:34.0,T. Gibson enters the game for A. Tolliver,,90,93
4,6:30.0,,D. DeRozan misses 2-pt layup from 2 ft,90,93
4,6:28.0,Defensive rebound by T. Gibson,,90,93
4,6:23.0,Offensive foul by K. Towns (drawn by P. Mills),,90,93
4,6:23.0,Turnover by K. Towns (offensive foul),,90,93
4,6:07.0,,L. Aldridge makes 2-pt jump shot from 12 ft,90,95
4,5:51.0,J. Butler misses 2-pt jump shot from 5 ft,,90,95
4,5:51.0,Offensive rebound by T. Gibson,,90,95
4,5:51.0,Personal foul by M. Belinelli (drawn by J. Teague),,90,95
4,5:51.0,J. Teague makes free throw 1 of 2,,91,95
4,5:51.0,J. Teague makes free throw 2 of 2,,92,95
4,5:37.0,,M. Belinelli misses 3-pt jump shot from 24 ft (block by J. Butler),92,95
4,5:37.0,,Offensive rebound by Team,92,95
4,5:37.0,Loose ball foul by J. Butler (drawn by M. Belinelli),,92,95
4,5:28.0,,L. Aldridge misses 2-pt jump shot from 15 ft,92,95
4,5:25.0,Defensive rebound by T. Gibson,,92,95
4,5:09.0,J. Butler misses 2-pt jump shot from 8 ft,,92,95
4,5:07.0,,Defensive rebound by D. DeRozan,92,95
4,5:01.0,,Shooting foul by T. Gibson (drawn by D. DeRozan),92,95
4,5:01.0,,D. DeRozan makes free throw 1 of 2,92,96
4,5:01.0,D. Rose enters the game for J. Butler,,92,96
4,5:01.0,,D. DeRozan misses free throw 2 of 2,92,96
4,4:58.0,Defensive rebound by K. Towns,,92,96
4,4:48.0,J. Teague misses 3-pt jump shot from 25 ft,,92,96
4,4:44.0,,Defensive rebound by L. Aldridge,92,96
4,4:32.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),92,99
4,4:30.0,Minnesota full timeout,,92,99
4,4:30.0,,B. Forbes enters the game for M. Belinelli,92,99
4,4:18.0,Offensive foul by K. Towns (drawn by P. Mills),,92,99
4,4:18.0,Turnover by K. Towns (offensive foul),,92,99
4,4:18.0,G. Dieng enters the game for K. Towns,,92,99
4,4:03.0,,Shooting foul by G. Dieng (drawn by L. Aldridge),92,99
4,4:03.0,,L. Aldridge misses free throw 1 of 2,92,99
4,4:03.0,,Offensive rebound by Team,92,99
4,4:03.0,,L. Aldridge makes free throw 2 of 2,92,100
4,3:51.0,D. Rose makes 2-pt layup from 2 ft (assist by A. Wiggins),,94,100
4,3:35.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. Bertāns),94,102
4,3:34.0,Minnesota full timeout,,94,102
4,3:34.0,J. Butler enters the game for G. Dieng,,94,102
4,3:32.0,Personal foul by D. DeRozan (drawn by J. Butler),,94,102
4,3:32.0,J. Butler makes free throw 1 of 2,,95,102
4,3:32.0,J. Butler makes free throw 2 of 2,,96,102
4,3:17.0,,P. Mills misses 3-pt jump shot from 26 ft,96,102
4,3:15.0,,Offensive rebound by B. Forbes,96,102
4,3:11.0,,D. Bertāns misses 3-pt jump shot from 26 ft,96,102
4,3:09.0,Defensive rebound by J. Butler,,96,102
4,3:02.0,J. Butler makes 2-pt jump shot from 6 ft,,98,102
4,2:42.0,,D. DeRozan misses 2-pt jump shot from 4 ft,98,102
4,2:42.0,,Offensive rebound by L. Aldridge,98,102
4,2:41.0,,L. Aldridge makes 2-pt layup from 2 ft,98,104
4,2:28.0,Turnover by J. Teague (bad pass; steal by B. Forbes),,98,104
4,2:14.0,,D. DeRozan misses 3-pt jump shot from 25 ft,98,104
4,2:09.0,Defensive rebound by T. Gibson,,98,104
4,2:03.0,J. Teague makes 3-pt jump shot from 25 ft (assist by J. Butler),,101,104
4,1:39.0,,B. Forbes misses 2-pt layup from 4 ft,101,104
4,1:39.0,,Offensive rebound by L. Aldridge,101,104
4,1:39.0,,Shooting foul by T. Gibson (drawn by L. Aldridge),101,104
4,1:39.0,,L. Aldridge makes free throw 1 of 2,101,105
4,1:39.0,,L. Aldridge makes free throw 2 of 2,101,106
4,1:39.0,Minnesota full timeout,,101,106
4,1:33.0,A. Wiggins makes 2-pt jump shot from 5 ft (assist by J. Butler),,103,106
4,1:23.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by D. Bertāns),103,108
4,1:16.0,T. Gibson makes 2-pt dunk at rim (assist by J. Teague),,105,108
4,1:02.0,,L. Aldridge misses 2-pt jump shot from 11 ft,105,108
4,1:02.0,,Offensive rebound by Team,105,108
4,0:51.0,,L. Aldridge misses 2-pt jump shot from 13 ft,105,108
4,0:49.0,Defensive rebound by T. Gibson,,105,108
4,0:42.0,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),,108,108
4,0:32.0,,D. DeRozan makes 2-pt jump shot from 12 ft,108,110
4,0:32.0,Minnesota full timeout,,108,110
4,0:16.0,D. Rose misses 2-pt layup from 3 ft,,108,110
4,0:13.0,,Defensive rebound by D. Bertāns,108,110
4,0:07.0,,Personal foul by J. Butler (drawn by D. DeRozan),108,110
4,0:07.0,,D. DeRozan makes free throw 1 of 2,108,111
4,0:07.0,,D. DeRozan makes free throw 2 of 2,108,112
4,0:02.0,A. Wiggins misses 3-pt jump shot from 26 ft,,108,112
4,0:00.0,,Defensive rebound by L. Aldridge,108,112
