QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
4,2:47.0,D. Augustin misses 3-pt jump shot from 27 ft,,76,85
4,2:43.0,,Defensive rebound by J. Holiday,76,85
4,2:35.0,,Chicago full timeout,76,85
4,2:35.0,,R. Arcidiacono enters the game for S. Harrison,76,85
4,2:20.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,76,85
4,2:17.0,Defensive rebound by N. Vučević,,76,85
4,2:11.0,E. Fournier makes 2-pt dunk from 1 ft,,78,85
4,1:53.0,,K. Dunn misses 2-pt layup from 2 ft (block by N. Vučević),78,85
4,1:51.0,,Offensive rebound by W. Carter,78,85
4,1:50.0,,W. Carter misses 2-pt layup from 3 ft (block by N. Vučević),78,85
4,1:47.0,Defensive rebound by E. Fournier,,78,85
4,1:37.0,N. Vučević makes 2-pt jump shot from 3 ft (assist by A. Gordon),,80,85
4,1:13.0,,K. Dunn misses 3-pt jump shot from 25 ft,80,85
4,1:10.0,Defensive rebound by T. Ross,,80,85
4,1:02.0,E. Fournier misses 3-pt jump shot from 26 ft,,80,85
4,0:59.0,,Defensive rebound by R. Arcidiacono,80,85
4,0:40.0,,L. Markkanen makes 2-pt jump shot from 13 ft,80,87
4,0:30.0,A. Gordon misses 3-pt jump shot from 25 ft,,80,87
4,0:27.0,,Defensive rebound by J. Holiday,80,87
4,0:25.0,,Personal take foul by N. Vučević (drawn by K. Dunn),80,87
4,0:25.0,,K. Dunn misses free throw 1 of 2,80,87
4,0:25.0,,Offensive rebound by Team,80,87
4,0:25.0,,K. Dunn makes free throw 2 of 2,80,88
4,0:25.0,Orlando full timeout,,80,88
4,0:21.0,N. Vučević misses 3-pt jump shot from 25 ft,,80,88
4,0:18.0,,Defensive rebound by L. Markkanen,80,88
4,0:18.0,,Personal take foul by D. Augustin (drawn by L. Markkanen),80,88
4,0:18.0,,L. Markkanen makes free throw 1 of 2,80,89
4,0:18.0,,L. Markkanen makes free throw 2 of 2,80,90
4,0:11.0,D. Augustin misses 3-pt jump shot from 30 ft,,80,90
4,0:07.0,,Defensive rebound by K. Dunn,80,90
